question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,1.1 Introduction to Real Numbers,topic_separator,,,,,,1
q_9_math_ch1_sq_001,1,1.1 Introduction to Real Numbers,classification,"Classify natural numbers, whole numbers, integers, rational numbers, irrational numbers, and real numbers by stating the inclusion relationship among these sets.",natural numbers، whole numbers، integers، rational numbers، irrational numbers اور real numbers کو classify کریں اور ان sets کے inclusion relationships بیان کریں۔,Medium,2,ELITE,1
q_9_math_ch1_sq_002,1,1.1 Introduction to Real Numbers,difference,Differentiate between rational and irrational numbers using their fractional and decimal representations.,fractional اور decimal representations کے لحاظ سے rational اور irrational numbers میں فرق بیان کریں۔,Easy,2,PRO,1
q_9_math_ch1_sq_003,1,1.1 Introduction to Real Numbers,definition_example,"Define a rational number and give two examples, including zero.",rational number کی تعریف کریں اور zero سمیت دو examples دیں۔,Easy,2,ULTRA,1
q_9_math_ch1_sq_004,1,1.1 Introduction to Real Numbers,explain_reason,Explain why zero is a rational number by writing it in the required fractional form.,zero کو required fractional form میں لکھ کر وضاحت کریں کہ یہ rational number کیوں ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,1.1 Decimal Representation of Real Numbers,topic_separator,,,,,,1
q_9_math_ch1_sq_005,1,1.1 Decimal Representation of Real Numbers,compare_contrast,"Compare terminating, recurring, and non-terminating non-recurring decimals and state the number type represented by each.",terminating، recurring اور non-terminating non-recurring decimals کا موازنہ کریں اور ہر ایک سے represented number type بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.1 Recurring Decimals,topic_separator,,,,,,1
q_9_math_ch1_sq_006,1,1.1 Recurring Decimals,numerical_short,Convert the recurring decimal into a rational number: 0.4̅,درج ذیل recurring decimal کو rational number میں convert کریں: 0.4̅,Medium,2,PRO,1
q_9_math_ch1_sq_007,1,1.1 Recurring Decimals,numerical_short,"Convert the recurring decimal into a rational number, where 37 repeats: 0.37̅",درج ذیل recurring decimal کو rational number میں convert کریں، جہاں 37 repeat ہوتا ہے: 0.37̅,Hard,2,PRO,1
TOPIC_SEP,1,1.1 Real Numbers on the Number Line,topic_separator,,,,,,1
q_9_math_ch1_sq_008,1,1.1 Real Numbers on the Number Line,process_steps,State the geometrical steps used to locate √5 on the real-number line.,real-number line پر √5 locate کرنے کے geometrical steps بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.1 Properties of Equality,topic_separator,,,,,,1
q_9_math_ch1_sq_009,1,1.1 Properties of Equality,list_state,"State the reflexive, symmetric, and transitive properties of equality for real numbers.",real numbers کے لیے equality کی reflexive، symmetric اور transitive properties بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.1 Properties of Real Numbers,topic_separator,,,,,,1
q_9_math_ch1_sq_010,1,1.1 Properties of Real Numbers,law_principle,State the commutative and associative properties of addition and multiplication for real numbers.,real numbers کے لیے addition اور multiplication کی commutative اور associative properties بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.1 Distributive Property,topic_separator,,,,,,1
q_9_math_ch1_sq_011,1,1.1 Distributive Property,numerical_short,"Verify the distributive property a(b + c) = ab + ac for the given values: a = 3/2, b = 5/3, c = 7/5","دی گئی values کے لیے distributive property verify کریں: a = 3/2, b = 5/3, c = 7/5",Hard,2,PRO,1
TOPIC_SEP,1,1.1 Associative Property,topic_separator,,,,,,1
q_9_math_ch1_sq_012,1,1.1 Associative Property,numerical_short,"Verify the associative property of addition for the given values: a = 4/3, b = 5/2, c = 7/4","دی گئی values کے لیے addition کی associative property verify کریں: a = 4/3, b = 5/2, c = 7/4",Hard,2,PRO,1
TOPIC_SEP,1,1.1 Order Properties,topic_separator,,,,,,1
q_9_math_ch1_sq_013,1,1.1 Order Properties,law_principle,State the trichotomy property of real numbers and mention its three mutually exclusive cases.,real numbers کی trichotomy property بیان کریں اور اس کے تین mutually exclusive cases لکھیں۔,Easy,2,PRO,1
q_9_math_ch1_sq_014,1,1.1 Order Properties,cause_effect,Explain how multiplying both sides of an inequality by a negative real number affects the inequality sign.,وضاحت کریں کہ inequality کے دونوں sides کو negative real number سے multiply کرنے پر inequality sign کیسے affect ہوتا ہے۔,Medium,2,ULTRA,1
TOPIC_SEP,1,1.1 Rational Numbers Between Two Numbers,topic_separator,,,,,,1
q_9_math_ch1_sq_015,1,1.1 Rational Numbers Between Two Numbers,numerical_short,Find two rational numbers lying between 4 and 5.,4 اور 5 کے درمیان واقع دو rational numbers معلوم کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,1.2 Laws of Indices,topic_separator,,,,,,1
q_9_math_ch1_sq_016,1,1.2 Laws of Indices,list_state,State any four laws of indices used for simplifying radical and exponential expressions.,radical اور exponential expressions simplify کرنے کے لیے استعمال ہونے والے indices کے کوئی چار laws بیان کریں۔,Easy,2,ULTRA,1
q_9_math_ch1_sq_017,1,1.2 Laws of Indices,numerical_short,Simplify the expression: 2ˣ × 8ˣ = 64,درج ذیل expression سے x معلوم کریں: 2ˣ × 8ˣ = 64,Medium,2,PRO,1
TOPIC_SEP,1,1.2 Radical Expressions,topic_separator,,,,,,1
q_9_math_ch1_sq_018,1,1.2 Radical Expressions,definition_function,Define a radical expression and identify the index and radicand in ⁿ√a.,radical expression کی تعریف کریں اور ⁿ√a میں index اور radicand identify کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.2 Surds,topic_separator,,,,,,1
