question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch3_001,1,3.1 Mathematical Patterns,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_001,1,3.1 Mathematical Patterns,Long,explain,"Explain mathematical patterns and sequences, including the rule used to generate the Fibonacci sequence and their role in recognizing structure.",mathematical patterns اور sequences کی وضاحت کریں، جس میں Fibonacci sequence generate کرنے کا rule اور structure identify کرنے میں ان کا کردار شامل ہو۔,Easy,5,ELITE,1
sep_9_math_ch3_002,1,3.2 Sets and Representation of Sets,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_002,1,3.2 Sets and Representation of Sets,Long,compare,"Define a set and compare roster, descriptive, and set-builder forms of representation with suitable textbook-supported examples.",set کی تعریف کریں اور roster، descriptive اور set-builder forms of representation کا مناسب textbook-supported examples کے ساتھ موازنہ کریں۔,Medium,5,PRO,1
sep_9_math_ch3_003,1,3.2 Types and Relationships of Sets,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_003,1,3.2 Types and Relationships of Sets,Long,classification,"Explain empty, singleton, finite, infinite, equal, equivalent, disjoint, overlapping, subset, proper subset, and power set concepts.",empty، singleton، finite، infinite، equal، equivalent، disjoint، overlapping، subset، proper subset اور power set concepts کی وضاحت کریں۔,Hard,5,PRO,1
sep_9_math_ch3_004,1,3.3 Set Operations,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_004,1,3.3 Set Operations,Long,state_and_explain,"Define union, intersection, difference, and complement of sets and explain their basic properties with Venn-diagram interpretation.",sets کے union، intersection، difference اور complement کی تعریف کریں اور Venn-diagram interpretation کے ساتھ ان کی basic properties واضح کریں۔,Medium,5,PRO,1
sep_9_math_ch3_005,1,3.3 De Morgan's Laws,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_005,1,3.3 De Morgan's Laws,Long,derive,State and verify De Morgan's two laws for sets by using element-based reasoning and Venn diagrams.,sets کے لیے De Morgan's two laws بیان کریں اور element-based reasoning اور Venn diagrams سے verify کریں۔,Hard,5,PRO,1
sep_9_math_ch3_006,1,3.3 Inclusion-Exclusion Principle,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_006,1,3.3 Inclusion-Exclusion Principle,Long,derive,Derive and explain the inclusion-exclusion principle for two sets and extend it to three finite sets.,two sets کے لیے inclusion-exclusion principle اخذ اور واضح کریں اور اسے three finite sets تک extend کریں۔,Hard,5,PRO,1
sep_9_math_ch3_007,1,3.3 Cartesian Product and Relations,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_007,1,3.3 Cartesian Product and Relations,Long,explain,"Explain Cartesian product, binary relation, domain, and range. Show how a relation from A to B is formed as a subset of A × B.",Cartesian product، binary relation، domain اور range کی وضاحت کریں۔ واضح کریں کہ A سے B تک relation، A × B کے subset کے طور پر کیسے بنتا ہے۔,Medium,5,ULTRA,1
sep_9_math_ch3_008,1,3.3 Functions and Types of Functions,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_008,1,3.3 Functions and Types of Functions,Long,classification,"Define a function and explain into, onto, one-one, and bijective functions with mapping conditions.",function کی تعریف کریں اور mapping conditions کے ساتھ into، onto، one-one اور bijective functions کی وضاحت کریں۔,Hard,5,PRO,1
sep_9_math_ch3_009,1,3.3 Linear and Quadratic Functions,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_009,1,3.3 Linear and Quadratic Functions,Long,compare,"Compare linear and quadratic functions in terms of standard form, degree, and graphical behaviour.",standard form، degree اور graphical behaviour کے لحاظ سے linear اور quadratic functions کا موازنہ کریں۔,Medium,5,ELITE,1
sep_9_math_ch3_010,1,Exercise 3.1 Representation of Sets,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_010,1,Exercise 3.1 Representation of Sets,Numerical,evaluate,Convert the following between roster and set-builder forms: (a) the set of positive even integers | (b) the set of multiples of 5 | (c) the set of natural-number squares less than 100.,درج ذیل sets کو roster اور set-builder forms کے درمیان convert کریں: (a) positive even integers کا set | (b) multiples of 5 کا set | (c) 100 سے کم natural-number squares کا set,Medium,4,PRO,1
sep_9_math_ch3_011,1,Exercise 3.1 Subsets and Power Sets,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_011,1,Exercise 3.1 Subsets and Power Sets,Numerical,determine,"For A = {1,2,3}, list all subsets, identify the proper subsets, write P(A), and verify the number of elements of the power set.","A = {1,2,3} کے لیے all subsets لکھیں، proper subsets identify کریں، P(A) لکھیں اور power set کے elements کی number verify کریں۔",Medium,4,PRO,1
sep_9_math_ch3_012,1,Exercise 3.2 Set Operations,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_012,1,Exercise 3.2 Set Operations,Numerical,evaluate,"Let U be the set of positive even integers less than 30, A the multiples of 6 in U, and B the multiples of 8 in U. List U, A, and B; find A ∪ B, A ∩ B, A − B, and B − A; and represent the relations by a Venn diagram.",U کو 30 سے کم positive even integers کا set، A کو U میں multiples of 6 اور B کو U میں multiples of 8 لیں۔ U، A اور B لکھیں؛ A ∪ B، A ∩ B، A − B اور B − A معلوم کریں؛ اور relations کو Venn diagram سے represent کریں۔,Hard,4,PRO,1
sep_9_math_ch3_013,1,Exercise 3.2 Powers and Squares as Sets,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_013,1,Exercise 3.2 Powers and Squares as Sets,Numerical,evaluate,"Let U={x∈Z | 0<x<150}, G={x | x=2ᵐ, m∈Z and 0<m<12}, and H={x∈U | x is a perfect square}. List G and H and determine G∪H and G∩H.","درج ذیل sets G اور H لکھیں اور G∪H اور G∩H معلوم کریں: U={x∈Z | 0<x<150}, G={x | x=2ᵐ, m∈Z and 0<m<12}, H={x∈U | x is a perfect square}",Hard,4,PRO,1
sep_9_math_ch3_014,1,Exercise 3.2 Prime and Divisor Sets,Topic,topic_separator,,,,,,1
q_9_math_ch3_lq_014,1,Exercise 3.2 Prime and Divisor Sets,Numerical,evaluate,Let P be the prime numbers between 0 and 20 and Q be the positive divisors of 210 that are less than 20. Find P ∩ Q and P ∪ Q.,P کو 0 اور 20 کے درمیان prime numbers اور Q کو 20 سے کم 210 کے positive divisors کا set لیں۔ P ∩ Q اور P ∪ Q معلوم کریں۔,Medium,4,PRO,1
sep_9_math_ch3_015,1,Exercise 3.2 Set Properties,Topic,topic_separator,,,,,,1
