question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch4_001,1,4.1 Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_001,1,4.1 Factorization,Long,process_procedure,"Explain factorization by common factor, grouping, algebraic identities, and splitting the middle term. Illustrate how each method is selected.",common factor، grouping، algebraic identities اور middle term splitting کے ذریعے factorization کی وضاحت کریں اور بتائیں کہ ہر method کیسے select کیا جاتا ہے۔,Medium,5,PRO,1
sep_9_math_ch4_002,1,4.2 Special Algebraic Identities,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_002,1,4.2 Special Algebraic Identities,Long,state_and_explain,"State and explain the identities used for perfect squares, difference of squares, perfect cubes, sum and difference of cubes, and special fourth-degree expressions.",perfect squares، difference of squares، perfect cubes، sum and difference of cubes اور special fourth-degree expressions کے لیے identities بیان کریں اور واضح کریں۔,Hard,5,PRO,1
sep_9_math_ch4_003,1,4.3 HCF and LCM of Algebraic Expressions,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_003,1,4.3 HCF and LCM of Algebraic Expressions,Long,compare,"Compare the factorization and division methods for finding the HCF of polynomials, and explain the prime-factorization method for finding the LCM.",polynomials کا HCF معلوم کرنے کے factorization اور division methods کا موازنہ کریں اور LCM کے prime-factorization method کی وضاحت کریں۔,Hard,5,PRO,1
sep_9_math_ch4_004,1,4.3 HCF-LCM Relationship,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_004,1,4.3 HCF-LCM Relationship,Long,derive,"State and explain the relationship among the HCF, LCM, and product of two algebraic expressions, and describe how it is used to find a missing expression.",two algebraic expressions کے HCF، LCM اور product کے درمیان relationship بیان اور واضح کریں اور missing expression معلوم کرنے میں اس کے استعمال کی وضاحت کریں۔,Hard,5,ULTRA,1
sep_9_math_ch4_005,1,4.4 Square Root of an Algebraic Expression,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_005,1,4.4 Square Root of an Algebraic Expression,Long,compare,Explain and compare the factorization and division methods for finding the square root of an algebraic expression.,algebraic expression کا square root معلوم کرنے کے factorization اور division methods کی وضاحت اور موازنہ کریں۔,Medium,5,PRO,1
sep_9_math_ch4_006,1,4.4 Applications of Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_006,1,4.4 Applications of Factorization,Long,application_case,"Explain how factorization is used to determine the zero-return points of R(x)=−x²+6x−8, the break-even points of P(x)=x³−15x²+75x−125, and the zero values of V(x)=2x³−6x²+4x or V(x)=2x²−8x+6.",وضاحت کریں کہ factorization کے ذریعے R(x)=−x²+6x−8 کے zero-return points، P(x)=x³−15x²+75x−125 کے break-even points اور V(x)=2x³−6x²+4x یا V(x)=2x²−8x+6 کی zero values کیسے معلوم کی جاتی ہیں۔,Hard,5,ELITE,1
sep_9_math_ch4_007,1,4.1 Trinomial Factorization — Solved Examples,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_007,1,4.1 Trinomial Factorization — Solved Examples,Numerical,solve,Factorize: (a) x² − 5x + 4 | (b) x² − 3x − 10 | (c) x² + 9x + 14 | (d) 2x² + 17x + 26 | (e) 3x² − 4x − 4.,درج ذیل کو factorize کریں: (a) x² − 5x + 4 | (b) x² − 3x − 10 | (c) x² + 9x + 14 | (d) 2x² + 17x + 26 | (e) 3x² − 4x − 4,Hard,4,ULTRA,1
sep_9_math_ch4_008,1,Exercise 4.1 Common-Factor and Trinomial Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_008,1,Exercise 4.1 Common-Factor and Trinomial Factorization,Numerical,solve,Factorize completely: (a) 12x + 36 | (b) x² + 5x + 6 | (c) 2x² + 7x + 3 | (d) −x² − 23x − 60.,مکمل factorize کریں: (a) 12x + 36 | (b) x² + 5x + 6 | (c) 2x² + 7x + 3 | (d) −x² − 23x − 60,Medium,4,PRO,1
sep_9_math_ch4_009,1,4.2 Special Fourth-Degree Factorization — Solved Examples,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_009,1,4.2 Special Fourth-Degree Factorization — Solved Examples,Numerical,solve,Factorize completely: (a) x⁴ + x² + 25 | (b) x⁴ + 4 | (c) a⁴ + 64.,مکمل factorize کریں: (a) x⁴ + x² + 25 | (b) x⁴ + 4 | (c) a⁴ + 64,Hard,4,ULTRA,1
sep_9_math_ch4_010,1,Exercise 4.2 Special Fourth-Degree Expressions,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_010,1,Exercise 4.2 Special Fourth-Degree Expressions,Numerical,solve,Factorize completely: (a) 4x⁴ + 81y⁴ | (b) a⁴ + 64b⁴ | (c) x⁴ + 4x² + 16 | (d) x⁴ − 14x² + 1 | (e) t⁴ + 11t² + 54.,مکمل factorize کریں: (a) 4x⁴ + 81y⁴ | (b) a⁴ + 64b⁴ | (c) x⁴ + 4x² + 16 | (d) x⁴ − 14x² + 1 | (e) t⁴ + 11t² + 54,Hard,4,PRO,1
sep_9_math_ch4_011,1,Exercise 4.2 Product-Type Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_011,1,Exercise 4.2 Product-Type Factorization,Numerical,solve,Factorize completely: (a) (2x² + 7x + 3)(2x² + 7x + 5) + 1 | (b) (3x² + 5x + 3)(3x² + 5x + 5) − 3 | (c) (x + 3)(x + 4)(x + 5)(x + 6) − 360.,مکمل factorize کریں: (a) (2x² + 7x + 3)(2x² + 7x + 5) + 1 | (b) (3x² + 5x + 3)(3x² + 5x + 5) − 3 | (c) (x + 3)(x + 4)(x + 5)(x + 6) − 360,Hard,4,PRO,1
sep_9_math_ch4_012,1,Exercise 4.2 Perfect Cubes and Cubic Expressions,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_012,1,Exercise 4.2 Perfect Cubes and Cubic Expressions,Numerical,solve,Factorize completely: (a) 8x³ + 12x² + 6x + 1 | (b) 27a³ + 108a²b + 144ab² + 64b³ | (c) 125a³ − 1 | (d) 64x³ + 125 | (e) 343x³ + 216.,مکمل factorize کریں: (a) 8x³ + 12x² + 6x + 1 | (b) 27a³ + 108a²b + 144ab² + 64b³ | (c) 125a³ − 1 | (d) 64x³ + 125 | (e) 343x³ + 216,Hard,4,PRO,1
sep_9_math_ch4_013,1,Exercise 4.3 HCF by Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_013,1,Exercise 4.3 HCF by Factorization,Numerical,find,"Find the HCF by factorization: (a) 21x²y and 35xy² | (b) 4x² − 9y² and 2x² − 3xy | (c) x³ − 1 and x² + x + 1 | (d) t² + 3t − 4, t² + 5t + 4, and t² − 1.","factorization سے HCF معلوم کریں: (a) 21x²y and 35xy² | (b) 4x² − 9y² and 2x² − 3xy | (c) x³ − 1 and x² + x + 1 | (d) t² + 3t − 4, t² + 5t + 4, and t² − 1",Hard,4,PRO,1
sep_9_math_ch4_014,1,Exercise 4.3 HCF by Division Method,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_014,1,Exercise 4.3 HCF by Division Method,Numerical,find,Find the HCF by the division method: (a) 27x³ + 9x² − 3x − 9 and 3x − 2 | (b) 9x⁴ − 9x³ + 21x − 15 and x² − 4x + 3 | (c) 2x³ + 2x² + 2x + 2 and 6x³ + 12x² + 6x + 12.,division method سے HCF معلوم کریں: (a) 27x³ + 9x² − 3x − 9 and 3x − 2 | (b) 9x⁴ − 9x³ + 21x − 15 and x² − 4x + 3 | (c) 2x³ + 2x² + 2x + 2 and 6x³ + 12x² + 6x + 12,Hard,4,PRO,1
sep_9_math_ch4_015,1,Exercise 4.3 LCM by Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_015,1,Exercise 4.3 LCM by Factorization,Numerical,find,"Find the LCM: (a) 2a²b, 4ab², and 6ab | (b) x² + x and x³ + x² | (c) a² − 4a + 4 and a² − 2a | (d) 16 − 4x², x² + x − 6, and 4 − x².","LCM معلوم کریں: (a) 2a²b, 4ab², and 6ab | (b) x² + x and x³ + x² | (c) a² − 4a + 4 and a² − 2a | (d) 16 − 4x², x² + x − 6, and 4 − x²",Hard,4,PRO,1
sep_9_math_ch4_016,1,Exercise 4.3 HCF-LCM Application,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_016,1,Exercise 4.3 HCF-LCM Application,Numerical,find,"The HCF is y − 7, the LCM is y³ − 10y² + 11y + 70, and one polynomial is y² − 5y − 14. Find the other polynomial.","HCF، LCM اور one polynomial given ہیں۔ other polynomial معلوم کریں: HCF = y − 7, LCM = y³ − 10y² + 11y + 70, polynomial = y² − 5y − 14",Hard,4,PRO,1
sep_9_math_ch4_017,1,Exercise 4.3 Product from HCF and LCM,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_017,1,Exercise 4.3 Product from HCF and LCM,Numerical,calculate,Find the product of two polynomials when HCF = x + a and LCM = 12x²(x + a)(x² − a²).,"two polynomials کا product معلوم کریں: HCF = x + a, LCM = 12x²(x + a)(x² − a²)",Medium,4,PRO,1
sep_9_math_ch4_018,1,4.4 Square Root by Factorization — Solved Examples,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_018,1,4.4 Square Root by Factorization — Solved Examples,Numerical,find,Find the square root by factorization: x⁴ − 12x³ + 42x² − 36x + 9.,factorization سے square root معلوم کریں: x⁴ − 12x³ + 42x² − 36x + 9,Hard,4,ULTRA,1
sep_9_math_ch4_019,1,Exercise 4.4 Square Root by Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_019,1,Exercise 4.4 Square Root by Factorization,Numerical,find,Find the square root by factorization: (a) x² − 8x + 16 | (b) 9x² + 12x + 4 | (c) 36a² + 84a + 49 | (d) 64y² − 32y + 4.,factorization سے square root معلوم کریں: (a) x² − 8x + 16 | (b) 9x² + 12x + 4 | (c) 36a² + 84a + 49 | (d) 64y² − 32y + 4,Medium,4,PRO,1
sep_9_math_ch4_020,1,Exercise 4.4 Square Root by Division Method,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_020,1,Exercise 4.4 Square Root by Division Method,Numerical,find,Find the square root by division method: (a) 4x⁴ − 28x³ + 37x² + 42x + 9 | (b) 121x⁴ − 198x³ − 183x² + 216x + 144 | (c) x⁴ − 10x³y + 27x²y² − 10xy³ + y⁴ | (d) 4x⁴ − 12x³ + 37x² − 42x + 49.,division method سے square root معلوم کریں: (a) 4x⁴ − 28x³ + 37x² + 42x + 9 | (b) 121x⁴ − 198x³ − 183x² + 216x + 144 | (c) x⁴ − 10x³y + 27x²y² − 10xy³ + y⁴ | (d) 4x⁴ − 12x³ + 37x² − 42x + 49,Hard,4,PRO,1
sep_9_math_ch4_021,1,Exercise 4.4 Return and Profit Models,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_021,1,Exercise 4.4 Return and Profit Models,Numerical,solve,Factorize and determine the zero points: (a) R(x)=−x²+6x−8 | (b) P(x)=x³−15x²+75x−125.,factorize کریں اور zero points معلوم کریں: (a) R(x)=−x²+6x−8 | (b) P(x)=x³−15x²+75x−125,Hard,4,PRO,1
sep_9_math_ch4_022,1,Exercise 4.4 Physical Models,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_022,1,Exercise 4.4 Physical Models,Numerical,solve,Factorize and determine the values for which the model is zero: (a) V(x)=2x³−6x²+4x | (b) V(x)=2x²−8x+6.,factorize کریں اور وہ values معلوم کریں جن پر model zero ہو: (a) V(x)=2x³−6x²+4x | (b) V(x)=2x²−8x+6,Hard,4,PRO,1
sep_9_math_ch4_023,1,Review Exercise 4 Mixed Factorization,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_023,1,Review Exercise 4 Mixed Factorization,Numerical,solve,Factorize completely: (a) 4x³ + 18x² − 12x | (b) x³ + 64y³ | (c) 2x³ − 8 | (d) x⁴ − 64 | (e) x⁴ + 2x² + 9 | (f) (x² + 6x + 3)(x² + 6x − 9) + 36.,مکمل factorize کریں: (a) 4x³ + 18x² − 12x | (b) x³ + 64y³ | (c) 2x³ − 8 | (d) x⁴ − 64 | (e) x⁴ + 2x² + 9 | (f) (x² + 6x + 3)(x² + 6x − 9) + 36,Hard,4,PRO,1
sep_9_math_ch4_024,1,Review Exercise 4 Square Root by Two Methods,Topic,topic_separator,,,,,,1
q_9_math_ch4_lq_024,1,Review Exercise 4 Square Root by Two Methods,Numerical,find,Find the square root of 16x⁴ + 8x² + 1 by factorization and by the division method.,factorization اور division method دونوں سے square root معلوم کریں: 16x⁴ + 8x² + 1,Hard,4,PRO,1
