question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Coordinate Plane,topic_separator,,,,,,1
q_9_math_ch7_sq_001,1,7.1 Coordinate Plane,definition_function,"Define a Cartesian coordinate plane and identify the x-axis, y-axis, and origin.",Cartesian coordinate plane کی تعریف کریں اور x-axis، y-axis اور origin identify کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.1 Coordinates of a Point,topic_separator,,,,,,1
q_9_math_ch7_sq_002,1,7.1 Coordinates of a Point,definition_function,"Define the abscissa and ordinate of a point P(x,y).","point P(x,y) کی abscissa اور ordinate کی تعریف کریں۔",Easy,2,ULTRA,1
TOPIC_SEP,1,7.1 Quadrants,topic_separator,,,,,,1
q_9_math_ch7_sq_003,1,7.1 Quadrants,classification,State the signs of x- and y-coordinates in all four quadrants.,all four quadrants میں x- اور y-coordinates کے signs بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.1 Points on Coordinate Axes,topic_separator,,,,,,1
q_9_math_ch7_sq_004,1,7.1 Points on Coordinate Axes,compare_contrast,Compare the coordinate forms of a point lying on the x-axis and a point lying on the y-axis.,x-axis پر lying point اور y-axis پر lying point کی coordinate forms کا موازنہ کریں۔,Easy,2,ELITE,1
TOPIC_SEP,1,7.1 Distance Formula,topic_separator,,,,,,1
q_9_math_ch7_sq_005,1,7.1 Distance Formula,definition_formula,"State the distance formula for two points P(x₁,y₁) and Q(x₂,y₂).","two points P(x₁,y₁) اور Q(x₂,y₂) کے لیے distance formula بیان کریں۔",Easy,2,PRO,1
TOPIC_SEP,1,7.1 Midpoint Formula,topic_separator,,,,,,1
q_9_math_ch7_sq_006,1,7.1 Midpoint Formula,definition_formula,"State the midpoint formula for the line segment joining P(x₁,y₁) and Q(x₂,y₂).","P(x₁,y₁) اور Q(x₂,y₂) کو join کرنے والے line segment کے لیے midpoint formula بیان کریں۔",Easy,2,PRO,1
TOPIC_SEP,1,7.2 Gradient of a Line,topic_separator,,,,,,1
q_9_math_ch7_sq_007,1,7.2 Gradient of a Line,definition_formula,Define the gradient or slope of a line and state its formula using two points.,line کی gradient یا slope کی تعریف کریں اور two points سے اس کا formula بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.2 Horizontal and Vertical Lines,topic_separator,,,,,,1
q_9_math_ch7_sq_008,1,7.2 Horizontal and Vertical Lines,difference,Differentiate between the gradients of horizontal and vertical lines.,horizontal اور vertical lines کی gradients میں فرق بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.2 Inclination of a Line,topic_separator,,,,,,1
q_9_math_ch7_sq_009,1,7.2 Inclination of a Line,definition_formula,Define the inclination of a line and state its relationship with the gradient.,line کی inclination کی تعریف کریں اور gradient کے ساتھ اس کا relationship بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.2 Parallel Lines,topic_separator,,,,,,1
q_9_math_ch7_sq_010,1,7.2 Parallel Lines,law_principle,State the gradient condition for two non-vertical parallel lines.,two non-vertical parallel lines کے لیے gradient condition بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.2 Perpendicular Lines,topic_separator,,,,,,1
q_9_math_ch7_sq_011,1,7.2 Perpendicular Lines,law_principle,State the gradient condition for two non-vertical perpendicular lines.,two non-vertical perpendicular lines کے لیے gradient condition بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.2 Slope-Intercept Form,topic_separator,,,,,,1
q_9_math_ch7_sq_012,1,7.2 Slope-Intercept Form,definition_formula,State the slope-intercept form of a straight line and identify its constants.,straight line کی slope-intercept form بیان کریں اور اس کے constants identify کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.2 Point-Slope Form,topic_separator,,,,,,1
q_9_math_ch7_sq_013,1,7.2 Point-Slope Form,definition_formula,State the point-slope form of a straight line and identify the given point and gradient.,straight line کی point-slope form بیان کریں اور given point اور gradient identify کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.2 Intercept Form,topic_separator,,,,,,1
q_9_math_ch7_sq_014,1,7.2 Intercept Form,definition_formula,State the intercept form of a straight line and identify the x- and y-intercepts.,straight line کی intercept form بیان کریں اور x- اور y-intercepts identify کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.2 Normal Form,topic_separator,,,,,,1
q_9_math_ch7_sq_015,1,7.2 Normal Form,definition_formula,State the normal form of a straight line and identify the meaning of p and α.,straight line کی normal form بیان کریں اور p اور α کا meaning identify کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.2 General Form of a Line,topic_separator,,,,,,1
q_9_math_ch7_sq_016,1,7.2 General Form of a Line,definition_formula,State the general form of a straight-line equation and write its gradient when b ≠ 0.,straight-line equation کی general form بیان کریں اور b ≠ 0 ہونے پر gradient لکھیں۔,Easy,2,ULTRA,1
q_9_math_ch7_sq_017,1,7.1 Quadrants,application_scenario,"Identify the quadrant containing each point: A(−4,3) and B(5,−2).","each point کا quadrant identify کریں: A(−4,3) and B(5,−2)",Medium,2,ELITE,1
