question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch12_001,1,12 Introduction to Information Handling,Topic,topic_separator,,,,,,1
q_9_math_ch12_lq_001,1,12 Introduction to Information Handling,Long,elaborate,"Explain information handling as a process of collecting, organizing, summarizing, analysing, and interpreting numerical data. Discuss the usefulness of tables and graphs.",information handling کو numerical data collect، organize، summarize، analyse اور interpret کرنے کے process کے طور پر explain کریں۔ tables اور graphs کی usefulness discuss کریں۔,Easy,5,IMPORTANT,1
sep_9_math_ch12_002,1,12.1 Ungrouped and Grouped Data,Topic,topic_separator,,,,,,1
q_9_math_ch12_lq_002,1,12.1 Ungrouped and Grouped Data,Long,compare,"Differentiate between discrete and continuous data and between grouped and ungrouped data, with suitable examples.",discrete اور continuous data، اور grouped و ungrouped data میں suitable examples کے ساتھ فرق بیان کریں۔,Medium,5,ULTRA,1
sep_9_math_ch12_003,1,12.1.1 Frequency Distribution,Topic,topic_separator,,,,,,1
q_9_math_ch12_lq_003,1,12.1.1 Frequency Distribution,Long,process_procedure,"Explain how a frequency distribution is constructed from raw data. Include range, class size, class limits, class boundaries, tally marks, frequency, and class midpoint.",raw data سے frequency distribution construct کرنے کا method explain کریں، جس میں range، class size، class limits، class boundaries، tally marks، frequency اور class midpoint شامل ہوں۔,Hard,5,PRO,1
sep_9_math_ch12_004,1,12.1.2–12.1.3 Histograms,Topic,topic_separator,,,,,,1
q_9_math_ch12_lq_004,1,12.1.2–12.1.3 Histograms,Long,compare,Compare histograms for equal and unequal class widths. Explain why adjusted frequency or frequency density is used for unequal class limits.,equal اور unequal class widths کے histograms کا تقابل کریں۔ explain کریں کہ unequal class limits کے لیے adjusted frequency یا frequency density کیوں use ہوتی ہے۔,Hard,5,PRO,1
sep_9_math_ch12_005,1,12.1.4 Frequency Polygon,Topic,topic_separator,,,,,,1
q_9_math_ch12_lq_005,1,12.1.4 Frequency Polygon,Long,process_procedure,Describe the construction of a frequency polygon directly from class midpoints and frequencies and by using a histogram. Explain how the polygon is closed.,class midpoints اور frequencies سے directly اور histogram استعمال کرکے frequency polygon construct کرنے کا method describe کریں۔ polygon close کرنے کا طریقہ explain کریں۔,Medium,5,PRO,1
