question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_math_ch11_001,1,11 Introduction to Loci and Construction,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_001,1,11 Introduction to Loci and Construction,Long,elaborate,Define a locus and explain how loci describe sets of points satisfying geometrical conditions. Discuss two textbook-supported practical applications.,locus کی تعریف کریں اور explain کریں کہ loci geometrical conditions satisfy کرنے والے points کے sets کو کیسے describe کرتے ہیں۔ two textbook-supported practical applications discuss کریں۔,Medium,5,ELITE,1
sep_9_math_ch11_002,1,11.1 Triangle Inequality,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_002,1,11.1 Triangle Inequality,Long,state_and_explain,State and explain the triangle inequality theorem and use it to describe when three given lengths can form a triangle.,triangle inequality theorem state اور explain کریں اور describe کریں کہ three given lengths کب triangle form کر سکتی ہیں۔,Easy,5,PRO,1
sep_9_math_ch11_003,1,11.1 SSS Construction,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_003,1,11.1 SSS Construction,Long,process_procedure,Construct a triangle when all three side lengths are given. Write the complete construction steps and explain the role of intersecting arcs.,all three side lengths given ہونے پر triangle construct کریں۔ complete construction steps لکھیں اور intersecting arcs کا role explain کریں۔,Medium,5,PRO,1
sep_9_math_ch11_004,1,11.1 SAS Construction,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_004,1,11.1 SAS Construction,Long,process_procedure,Construct a triangle when two sides and their included angle are given. Write the complete construction steps.,two sides اور included angle given ہونے پر triangle construct کریں اور complete construction steps لکھیں۔,Medium,5,PRO,1
sep_9_math_ch11_005,1,11.1 One Side and Two Angles,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_005,1,11.1 One Side and Two Angles,Long,process_procedure,Construct a triangle when one side and two angles are given. Write and justify the sequence of construction steps.,one side اور two angles given ہونے پر triangle construct کریں اور construction steps کی sequence لکھ کر justify کریں۔,Medium,5,PRO,1
sep_9_math_ch11_006,1,11.1 SSA and Ambiguous Case,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_006,1,11.1 SSA and Ambiguous Case,Long,compare,"Explain the construction of a triangle when two sides and an angle opposite one of them are given. Compare the cases of one, two, or no possible triangles for an acute given angle.",two sides اور one opposite angle given ہونے پر triangle construction explain کریں۔ acute given angle کے لیے one، two یا no possible triangles کے cases compare کریں۔,Hard,5,PRO,1
sep_9_math_ch11_007,1,11.2 Perpendicular Bisectors and Medians,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_007,1,11.2 Perpendicular Bisectors and Medians,Long,diagram_based,Construct the three perpendicular bisectors and three medians of a triangle. Verify their concurrency and define the circumcentre and centroid.,triangle کی three perpendicular bisectors اور three medians construct کریں۔ ان کی concurrency verify کریں اور circumcentre و centroid define کریں۔,Hard,5,PRO,1
sep_9_math_ch11_008,1,11.3 Angle Bisectors,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_008,1,11.3 Angle Bisectors,Long,diagram_based,"Construct the three angle bisectors of a triangle, verify their concurrency, and define the incentre.",triangle کی three angle bisectors construct کریں، ان کی concurrency verify کریں اور incentre define کریں۔,Medium,5,PRO,1
sep_9_math_ch11_009,1,11.4 Altitudes,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_009,1,11.4 Altitudes,Long,diagram_based,"Construct the three altitudes of a triangle, verify their concurrency, and define the orthocentre.",triangle کی three altitudes construct کریں، ان کی concurrency verify کریں اور orthocentre define کریں۔,Medium,5,PRO,1
sep_9_math_ch11_010,1,11.5.1 Standard Loci in Two Dimensions,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_010,1,11.5.1 Standard Loci in Two Dimensions,Long,classification,"Classify and explain the loci of points: (a) at a fixed distance from a point, (b) at a fixed distance from a line, (c) equidistant from two fixed points, and (d) equidistant from two intersecting lines.",points کے loci classify اور explain کریں: (a) fixed point سے fixed distance | (b) fixed line سے fixed distance | (c) two fixed points سے equidistant | (d) two intersecting lines سے equidistant,Medium,5,PRO,1
sep_9_math_ch11_011,1,11.5.2 Intersection of Loci,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_011,1,11.5.2 Intersection of Loci,Long,explain,Explain the meaning of the intersection of two loci and describe how a required point satisfying two geometrical conditions is located.,two loci کے intersection کا meaning explain کریں اور describe کریں کہ two geometrical conditions satisfy کرنے والا required point کیسے locate ہوتا ہے۔,Medium,5,ULTRA,1
sep_9_math_ch11_012,1,11.6 Real-Life Applications of Loci,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_012,1,11.6 Real-Life Applications of Loci,Long,discuss,"Discuss the use of loci in locating a fire hydrant equidistant from two water sources, defining a safe working region for a robotic arm, and forming a quarantine boundary around an infection source.",two water sources سے equidistant fire hydrant locate کرنے، robotic arm کا safe working region define کرنے اور infection source کے around quarantine boundary بنانے میں loci کے use discuss کریں۔,Medium,5,ELITE,1
sep_9_math_ch11_013,1,Exercise 11.1 — Perpendicular Bisector Concurrency,Topic,topic_separator,,,,,,1
q_9_math_ch11_lq_013,1,Exercise 11.1 — Perpendicular Bisector Concurrency,Long,diagram_based,"Construct AABC and verify that its perpendicular bisectors are concurrent for each set of measurements: (a) AB = 5 cm, BC = 6 cm, AC = 7 cm | (b) AB = 7.1 cm, ∠B = 135°, BC = 6.5 cm.","each measurement set کے لیے AABC construct کریں اور perpendicular bisectors کی concurrency verify کریں: (a) AB = 5 cm, BC = 6 cm, AC = 7 cm | (b) AB = 7.1 cm, ∠B = 135°, BC = 6.5 cm",Hard,5,PRO,1
