question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,11.1 Triangle Construction,Topic,,,,,,,,,,,1
q_9_math_ch11_001,1,11.1 Triangle Construction,Remember,A triangle can be constructed from three given sides when the sum of any two sides is:,three given sides سے triangle تب construct ہو سکتا ہے جب any two sides کا sum کیا ہو؟,Greater than the third side / third side سے greater,Less than the third side / third side سے less,Equal to the third side / third side کے equal,Zero / zero,A | Greater than the third side / third side سے greater,Easy,1,PRO,1
q_9_math_ch11_002,1,11.1 Triangle Construction,Remember,The construction using three given side lengths is called:,three given side lengths والی construction کو کیا کہتے ہیں؟,SAS,SSS,ASA,SSA,B | SSS,Easy,1,PRO,1
q_9_math_ch11_003,1,11.1 Triangle Construction,Remember,Two given sides and their included angle describe which construction case?,two given sides اور included angle کون سا construction case describe کرتے ہیں؟,SSS,SAS,ASA,AAA,B | SAS,Easy,1,PRO,1
q_9_math_ch11_004,1,11.1 Triangle Construction,Remember,One given side and two given angles describe which construction case?,one given side اور two given angles کون سا construction case describe کرتے ہیں؟,SSS,SAS,ASA or AAS,SSA only,C | ASA or AAS,Easy,1,PRO,1
TOPIC_SEP,1,11.1 Triangle Types,Topic,,,,,,,,,,,1
q_9_math_ch11_005,1,11.1 Triangle Types,Remember,A triangle with all sides equal is:,all sides equal رکھنے والا triangle کیا ہے؟,Scalene / scalene,Right-angled / right-angled,Equilateral / equilateral,Obtuse only / صرف obtuse,C | Equilateral / equilateral,Easy,1,PRO,1
q_9_math_ch11_006,1,11.1 Triangle Types,Remember,A triangle with two equal sides is:,two equal sides رکھنے والا triangle کیا ہے؟,Scalene / scalene,Equilateral only / صرف equilateral,Right triangle only / صرف right triangle,Isosceles / isosceles,D | Isosceles / isosceles,Easy,1,PRO,1
q_9_math_ch11_007,1,11.1 Triangle Types,Remember,A triangle with all sides of different lengths is:,all sides different lengths رکھنے والا triangle کیا ہے؟,Isosceles / isosceles,Scalene / scalene,Equilateral / equilateral,Right-angled necessarily / ضروری طور پر right-angled,B | Scalene / scalene,Easy,1,PRO,1
TOPIC_SEP,1,11.2 Perpendicular Bisector,Topic,,,,,,,,,,,1
q_9_math_ch11_008,1,11.2 Perpendicular Bisector,Remember,A perpendicular bisector cuts a line segment at:,perpendicular bisector line segment کو کہاں cut کرتا ہے؟,Its midpoint at 90° / اس کے midpoint پر 90°,One endpoint at 45° / one endpoint پر 45°,Any point at 60° / any point پر 60°,Its midpoint parallel to it / midpoint پر parallel,A | Its midpoint at 90° / اس کے midpoint پر 90°,Easy,1,PRO,1
TOPIC_SEP,1,11.2 Median,Topic,,,,,,,,,,,1
q_9_math_ch11_009,1,11.2 Median,Remember,A median of a triangle joins a vertex to the:,triangle کی median vertex کو کس سے join کرتی ہے؟,Midpoint of the opposite side / opposite side کے midpoint,Nearest endpoint / nearest endpoint,Circumcentre / circumcentre,Midpoint of an adjacent side only / صرف adjacent side کے midpoint,A | Midpoint of the opposite side / opposite side کے midpoint,Easy,1,PRO,1
TOPIC_SEP,1,11.2 Circumcentre,Topic,,,,,,,,,,,1
q_9_math_ch11_010,1,11.2 Circumcentre,Remember,The perpendicular bisectors of a triangle meet at the:,triangle کی perpendicular bisectors کہاں meet کرتی ہیں؟,Centroid / centroid,Incentre / incentre,Orthocentre / orthocentre,Circumcentre / circumcentre,D | Circumcentre / circumcentre,Easy,1,PRO,1
TOPIC_SEP,1,11.2 Centroid,Topic,,,,,,,,,,,1
q_9_math_ch11_011,1,11.2 Centroid,Remember,The medians of a triangle meet at the:,triangle کی medians کہاں meet کرتی ہیں؟,Circumcentre / circumcentre,Incentre / incentre,Centroid / centroid,Orthocentre / orthocentre,C | Centroid / centroid,Easy,1,PRO,1
TOPIC_SEP,1,11.3 Incentre,Topic,,,,,,,,,,,1
q_9_math_ch11_012,1,11.3 Incentre,Remember,The angle bisectors of a triangle meet at the:,triangle کی angle bisectors کہاں meet کرتی ہیں؟,Incentre / incentre,Centroid / centroid,Circumcentre / circumcentre,Orthocentre / orthocentre,A | Incentre / incentre,Easy,1,PRO,1
TOPIC_SEP,1,11.4 Orthocentre,Topic,,,,,,,,,,,1
q_9_math_ch11_013,1,11.4 Orthocentre,Remember,The altitudes of a triangle meet at the:,triangle کی altitudes کہاں meet کرتی ہیں؟,Incentre / incentre,Orthocentre / orthocentre,Centroid / centroid,Circumcentre / circumcentre,B | Orthocentre / orthocentre,Easy,1,PRO,1
TOPIC_SEP,1,11.5 Locus of Fixed Distance from a Point,Topic,,,,,,,,,,,1
q_9_math_ch11_014,1,11.5 Locus of Fixed Distance from a Point,Remember,The locus of points at a fixed distance from a fixed point is a:,fixed point سے fixed distance پر points کا locus کیا ہے؟,Straight line / straight line,Perpendicular bisector / perpendicular bisector,Angle bisector / angle bisector,Circle / circle,D | Circle / circle,Easy,1,PRO,1
TOPIC_SEP,1,11.5 Locus Equidistant from Two Points,Topic,,,,,,,,,,,1
q_9_math_ch11_015,1,11.5 Locus Equidistant from Two Points,Remember,The locus of points equidistant from two fixed points is the:,two fixed points سے equidistant points کا locus کیا ہے؟,Circle through the points / points سے passing circle,Perpendicular bisector / perpendicular bisector,Parallel line / parallel line,Angle bisector / angle bisector,B | Perpendicular bisector / perpendicular bisector,Easy,1,PRO,1
TOPIC_SEP,1,11.5 Locus Equidistant from Two Lines,Topic,,,,,,,,,,,1
q_9_math_ch11_016,1,11.5 Locus Equidistant from Two Lines,Remember,The locus of points equidistant from two intersecting lines is formed by their:,two intersecting lines سے equidistant points کا locus کس سے بنتا ہے؟,Perpendicular bisector / perpendicular bisector,Angle bisectors / angle bisectors,Parallel lines / parallel lines,Circumcircle / circumcircle,B | Angle bisectors / angle bisectors,Easy,1,PRO,1
TOPIC_SEP,1,11.1 Triangle Inequality,Topic,,,,,,,,,,,1
q_9_math_ch11_017,1,11.1 Triangle Inequality,Apply,Which set of lengths can form a triangle?,کون سا lengths کا set triangle بنا سکتا ہے؟,"2 cm, 3 cm, 6 cm","4 cm, 4 cm, 8 cm","5 cm, 7 cm, 8 cm","1 cm, 2 cm, 4 cm","C | 5 cm, 7 cm, 8 cm",Medium,1,PRO,1
TOPIC_SEP,1,11.1 Construction Tools,Topic,,,,,,,,,,,1
q_9_math_ch11_018,1,11.1 Construction Tools,Understand,"In an SSS construction, the third vertex is located by:",SSS construction میں third vertex کیسے locate کیا جاتا ہے؟,Drawing one parallel line / one parallel line draw کرکے,Finding a midpoint only / صرف midpoint find کرکے,Intersecting two arcs / two arcs intersect کرکے,Drawing a histogram / histogram draw کرکے,C | Intersecting two arcs / two arcs intersect کرکے,Medium,1,PRO,1
TOPIC_SEP,1,11.1 Included Angle,Topic,,,,,,,,,,,1
q_9_math_ch11_019,1,11.1 Included Angle,Understand,"In a SAS construction, the included angle is the angle:",SAS construction میں included angle کون سی angle ہے؟,Between the two given sides / two given sides کے درمیان,Opposite both given sides / دونوں given sides کے opposite,Outside the triangle / triangle کے outside,At the midpoint / midpoint پر,A | Between the two given sides / two given sides کے درمیان,Medium,1,PRO,1
TOPIC_SEP,1,11.1 Ambiguous Case,Topic,,,,,,,,,,,1
q_9_math_ch11_020,1,11.1 Ambiguous Case,Remember,The ambiguous triangle-construction case is generally:,ambiguous triangle-construction case generally کون سا ہے؟,SSS,SSA,SAS,ASA,B | SSA,Medium,1,PRO,1
q_9_math_ch11_021,1,11.1 Ambiguous Case,Understand,"In an acute-angle SSA construction, two triangles are possible when the relevant arc:",acute-angle SSA construction میں two triangles کب possible ہوتے ہیں؟,Does not meet the ray / ray کو meet نہ کرے,Intersects the ray at two points / ray کو two points پر intersect کرے,Touches the ray at one point / ray کو one point پر touch کرے,Has zero radius / zero radius رکھتا ہو,B | Intersects the ray at two points / ray کو two points پر intersect کرے,Medium,1,PRO,1
q_9_math_ch11_022,1,11.1 Ambiguous Case,Understand,"In an acute-angle SSA construction, one right triangle is obtained when the arc:",acute-angle SSA construction میں one right triangle کب بنتا ہے؟,Touches the ray at one point / ray کو one point پر touch کرے,Cuts the ray at two points / ray کو two points پر cut کرے,Does not reach the ray / ray تک نہ پہنچے,Is centred at the vertex only / صرف vertex پر centred ہو,A | Touches the ray at one point / ray کو one point پر touch کرے,Medium,1,PRO,1
TOPIC_SEP,1,11.1 Obtuse SSA Case,Topic,,,,,,,,,,,1
q_9_math_ch11_023,1,11.1 Obtuse SSA Case,Understand,"When the given angle opposite a given side is obtuse, the construction allows:",given side کے opposite angle obtuse ہو تو construction کتنے triangles allow کرتی ہے؟,Always two triangles / ہمیشہ two triangles,At most one triangle / maximum one triangle,Exactly three triangles / exactly three triangles,Infinitely many triangles / infinitely many triangles,B | At most one triangle / maximum one triangle,Medium,1,PRO,1
TOPIC_SEP,1,11.2 Concurrency,Topic,,,,,,,,,,,1
q_9_math_ch11_024,1,11.2 Concurrency,Remember,Three or more lines meeting at one point are called:,three یا more lines one point پر meet کریں تو انہیں کیا کہتے ہیں؟,Similar / similar,Parallel / parallel,Congruent / congruent,Concurrent / concurrent,D | Concurrent / concurrent,Medium,1,PRO,1
TOPIC_SEP,1,11.3 Angle Bisector,Topic,,,,,,,,,,,1
q_9_math_ch11_025,1,11.3 Angle Bisector,Understand,An angle bisector divides an angle into:,angle bisector angle کو کس میں divide کرتی ہے؟,Three equal angles / three equal angles,One acute and one obtuse angle necessarily / ضروری one acute اور one obtuse,Two equal angles / two equal angles,Two unequal angles / two unequal angles,C | Two equal angles / two equal angles,Medium,1,PRO,1
TOPIC_SEP,1,11.4 Altitude,Topic,,,,,,,,,,,1
q_9_math_ch11_026,1,11.4 Altitude,Remember,An altitude of a triangle is drawn from a vertex perpendicular to the:,triangle کی altitude vertex سے perpendicular کس طرف draw ہوتی ہے؟,Adjacent side only / صرف adjacent side,Median only / صرف median,Angle bisector only / صرف angle bisector,Opposite side or its extension / opposite side یا اس کی extension,D | Opposite side or its extension / opposite side یا اس کی extension,Medium,1,PRO,1
TOPIC_SEP,1,11.5 Locus from a Fixed Line,Topic,,,,,,,,,,,1
q_9_math_ch11_027,1,11.5 Locus from a Fixed Line,Remember,The locus of points at a fixed distance from a fixed line consists of:,fixed line سے fixed distance پر points کا locus کس پر مشتمل ہوتا ہے؟,One circle / one circle,One perpendicular line / one perpendicular line,Two parallel lines / two parallel lines,Two intersecting lines / two intersecting lines,C | Two parallel lines / two parallel lines,Medium,1,PRO,1
TOPIC_SEP,1,11.5 Locus Around a Segment,Topic,,,,,,,,,,,1
q_9_math_ch11_028,1,11.5 Locus Around a Segment,Understand,The locus of points at a fixed distance from a finite line segment has a:,finite line segment سے fixed distance والے points کا locus کس shape کا ہوتا ہے؟,Perfect square only / صرف perfect square,Single ray / single ray,Triangle / triangle,Sausage shape / sausage shape,D | Sausage shape / sausage shape,Medium,1,PRO,1
TOPIC_SEP,1,11.5 Intersection of Loci,Topic,,,,,,,,,,,1
q_9_math_ch11_029,1,11.5 Intersection of Loci,Understand,A point at the intersection of two loci:,two loci کے intersection پر point کیا satisfy کرتا ہے؟,Only the first condition / صرف first condition,Only the second condition / صرف second condition,Both given conditions / دونوں given conditions,Neither condition / کوئی condition نہیں,C | Both given conditions / دونوں given conditions,Medium,1,PRO,1
TOPIC_SEP,1,11.5 Locus Application,Topic,,,,,,,,,,,1
q_9_math_ch11_030,1,11.5 Locus Application,Apply,A point 3.1 cm from A and equidistant from A and B lies at the intersection of a circle centred at A and the:,"point A سے 3.1 cm اور A,B سے equidistant ہو تو وہ A-centred circle اور کس کے intersection پر ہوگا؟",Angle bisector of A / A کی angle bisector,Line AB itself / line AB,Parallel through B / B سے parallel,Perpendicular bisector of AB / AB کی perpendicular bisector,D | Perpendicular bisector of AB / AB کی perpendicular bisector,Medium,1,PRO,1
q_9_math_ch11_031,1,11.5 Locus Application,Apply,A fire hydrant equally accessible from two water sources should be placed on their:,two water sources سے equally accessible fire hydrant کہاں place ہونا چاہیے؟,Perpendicular bisector / perpendicular bisector,Joining segment only / صرف joining segment,Angle bisector of a third point / third point کی angle bisector,Circle centred at either source only / صرف کسی one source-centred circle,A | Perpendicular bisector / perpendicular bisector,Medium,1,PRO,1
q_9_math_ch11_032,1,11.5 Locus Application,Apply,A quarantine boundary exactly 10 km from an infection source is represented by a:,infection source سے exactly 10 km quarantine boundary کس سے represent ہوتی ہے؟,Circle of radius 10 km / radius 10 km کا circle,Line of length 10 km / length 10 km کی line,Perpendicular bisector / perpendicular bisector,Pair of parallel lines / pair of parallel lines,A | Circle of radius 10 km / radius 10 km کا circle,Medium,1,PRO,1
TOPIC_SEP,1,11.1 Ambiguous Case Analysis,Topic,,,,,,,,,,,1
q_9_math_ch11_033,1,11.1 Ambiguous Case Analysis,Analyze,"In the textbook SSA example with DE=6 cm and angle D=30°, the perpendicular distance from E to ray DX is 3 cm. If EF=3.6 cm, the number of possible triangles is:",textbook SSA example میں DE=6 cm، angle D=30° اور E سے ray DX کا perpendicular distance 3 cm ہے۔ EF=3.6 cm ہو تو possible triangles کتنے ہیں؟,2,0,1,3,A | 2,Hard,1,PRO,1
q_9_math_ch11_034,1,11.1 Ambiguous Case Analysis,Analyze,"For the same SSA setup with perpendicular distance 3 cm, if EF=2.5 cm, the number of possible triangles is:",same SSA setup میں perpendicular distance 3 cm اور EF=2.5 cm ہو تو possible triangles کتنے ہیں؟,1,0,2,Infinitely many,B | 0,Hard,1,PRO,1
TOPIC_SEP,1,11.1 Construction Feasibility,Topic,,,,,,,,,,,1
q_9_math_ch11_035,1,11.1 Construction Feasibility,Analyze,"Can sides 6 cm, 8 cm and 14 cm form a triangle?",کیا sides 6 cm، 8 cm اور 14 cm triangle بنا سکتی ہیں؟,"Yes, because 6+8=14 / ہاں، کیونکہ 6+8=14","Yes, every three lengths form a triangle / ہاں، ہر three lengths triangle بناتی ہیں","No, because 14 is even / نہیں، کیونکہ 14 even ہے","No, because 6+8 is not greater than 14 / نہیں، کیونکہ 6+8، 14 سے greater نہیں","D | No, because 6+8 is not greater than 14 / نہیں، کیونکہ 6+8، 14 سے greater نہیں",Hard,1,PRO,1
TOPIC_SEP,1,11.2 Triangle Centres,Topic,,,,,,,,,,,1
q_9_math_ch11_036,1,11.2 Triangle Centres,Analyze,Which pairing of concurrent lines and centre is correct?,concurrent lines اور centre کی کون سی pairing correct ہے؟,Medians—centroid / medians—centroid,Medians—circumcentre / medians—circumcentre,Altitudes—incentre / altitudes—incentre,Angle bisectors—orthocentre / angle bisectors—orthocentre,A | Medians—centroid / medians—centroid,Hard,1,PRO,1
TOPIC_SEP,1,11.5 Multiple Conditions,Topic,,,,,,,,,,,1
