question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,3.1 Mathematical Patterns,Topic,,,,,,,,,,,1
q_9_math_ch3_001,1,3.1 Mathematical Patterns,Remember,"The next term of 1, 1, 2, 3, 5, 8 is:","1, 1, 2, 3, 5, 8 کا next term کیا ہے؟",10,11,13,16,C | 13,Easy,1,PRO,1
q_9_math_ch3_002,1,3.1 Mathematical Patterns,Understand,"In the Fibonacci sequence, each new term is found by:",Fibonacci sequence میں each new term کیسے find ہوتا ہے؟,Multiplying the preceding terms / previous terms کو multiply کرکے,Adding 2 to the last term / last term میں 2 add کرکے,Squaring the last term / last term کو square کرکے,Adding the preceding two terms / previous two terms کو add کرکے,D | Adding the preceding two terms / previous two terms کو add کرکے,Easy,1,PRO,1
TOPIC_SEP,1,3.2 Sets,Topic,,,,,,,,,,,1
q_9_math_ch3_003,1,3.2 Sets,Remember,A well-defined collection of distinct objects is called a:,distinct objects کی well-defined collection کو کیا کہتے ہیں؟,Relation / relation,Function / function,Set / set,Sequence / sequence,C | Set / set,Easy,1,PRO,1
q_9_math_ch3_004,1,3.2 Sets,Remember,The symbol ∈ means:,symbol ∈ کا meaning کیا ہے؟,Is an element of / کا element ہے,Is a subset of / کا subset ہے,Is equal to / کے equal ہے,Is not an element of / کا element نہیں ہے,A | Is an element of / کا element ہے,Easy,1,PRO,1
q_9_math_ch3_005,1,3.2 Sets,Remember,A set containing no element is called:,no element رکھنے والے set کو کیا کہتے ہیں؟,Universal set / universal set,Singleton set / singleton set,Finite set / finite set,Empty set / empty set,D | Empty set / empty set,Easy,1,PRO,1
q_9_math_ch3_006,1,3.2 Sets,Remember,A set containing exactly one element is called:,exactly one element رکھنے والے set کو کیا کہتے ہیں؟,Empty set / empty set,Infinite set / infinite set,Power set / power set,Singleton set / singleton set,D | Singleton set / singleton set,Easy,1,PRO,1
q_9_math_ch3_007,1,3.2 Sets,Remember,"If every element of A is also in B, then A is a:",اگر A کا every element، B میں بھی ہو تو A کیا ہے؟,Subset of B / B کا subset,Complement of B / B کا complement,Universal set / universal set,Disjoint set / disjoint set,A | Subset of B / B کا subset,Easy,1,PRO,1
q_9_math_ch3_008,1,3.2 Sets,Apply,"If A = {1,2}, the number of subsets of A is:","اگر A = {1,2} ہو تو A کے subsets کی number کیا ہے؟",2,3,4,8,C | 4,Easy,1,PRO,1
