question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_bio_ch2_001,1,2.1 Biodiversity,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_001,1,2.1 Biodiversity,Long,discuss,Discuss biodiversity and its significance in maintaining the health of ecosystems.,حیاتیاتی تنوع اور ماحولیاتی نظاموں کی صحت برقرار رکھنے میں اس کی اہمیت پر بحث کریں۔,Medium,5,PRO,1
sep_9_bio_ch2_002,1,2.2 Classification,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_002,1,2.2 Classification,Long,explain,Explain the importance of classification in Biology and how it helps us understand relationships among different organisms.,حیاتیات میں درجہ بندی کی اہمیت بیان کریں اور وضاحت کریں کہ یہ مختلف جانداروں کے باہمی تعلقات کو سمجھنے میں کس طرح مدد دیتی ہے۔,Medium,5,PRO,1
q_9_bio_ch2_lq_003,1,2.2 Classification,Long,application_case,Explain how placing an organism in an incorrect taxonomic group may affect conservation or scientific studies.,وضاحت کریں کہ کسی جاندار کو غلط درجہ بندیاتی گروہ میں رکھنے سے تحفظ یا سائنسی مطالعات کس طرح متاثر ہو سکتے ہیں۔,Hard,5,PRO,1
sep_9_bio_ch2_003,1,2.3 Taxonomic Ranks,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_004,1,2.3 Taxonomic Ranks,Long,classification,"Describe the Linnaean system of classification in detail, stating the seven taxonomic ranks and their relationships.",لینین نظامِ درجہ بندی تفصیل سے بیان کریں، سات درجہ بندیاتی مراتب اور ان کے باہمی تعلقات لکھیں۔,Medium,5,PRO,1
sep_9_bio_ch2_004,1,2.5 Domains of Living Organisms,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_005,1,2.5 Domains of Living Organisms,Long,compare,"Compare and contrast the domains Archaea and Bacteria, focusing on their key characteristics.",ڈومین Archaea اور Bacteria کا ان کی اہم خصوصیات کی بنیاد پر تقابل کریں۔,Hard,5,PRO,1
sep_9_bio_ch2_005,1,2.6 Classification of Domain Eukarya,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_006,1,2.6 Classification of Domain Eukarya,Long,classification,Describe the diagnostic characteristics of the four kingdoms within the domain Eukarya.,ڈومین Eukarya میں شامل چار مملکتوں کی تشخیصی خصوصیات بیان کریں۔,Medium,5,PRO,1
sep_9_bio_ch2_006,1,2.7 Status of Virus in Classification,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_007,1,2.7 Status of Virus in Classification,Long,discuss,Discuss the challenges of classifying viruses within the traditional three domains of life.,وائرس کو زندگی کے روایتی تین ڈومینز میں درجہ بند کرنے کی مشکلات پر بحث کریں۔,Hard,5,PRO,1
sep_9_bio_ch2_007,1,2.8 Binomial Nomenclature,Topic,topic_separator,,,,,,1
q_9_bio_ch2_lq_008,1,2.8 Binomial Nomenclature,Long,state_and_explain,Explain the rules and guidelines for suggesting scientific names to organisms.,جانداروں کے سائنسی نام تجویز کرنے کے اصول اور رہنما ہدایات بیان کریں۔,Medium,5,PRO,1
q_9_bio_ch2_lq_009,1,2.8 Binomial Nomenclature,Long,application_case,Imagine that you discover a new organism. Describe the steps you would take to classify and name it according to the principles of binomial nomenclature.,فرض کریں آپ نے ایک نیا جاندار دریافت کیا ہے۔ دو اسمی نام گذاری کے اصولوں کے مطابق اس کی درجہ بندی اور نام رکھنے کے مراحل بیان کریں۔,Hard,5,PRO,1
