question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,2.1 Biodiversity,Topic,,,,,,,,,,,1
q_9_bio_ch2_001,1,2.1 Biodiversity,Remember,Which term or option matches this textbook description: the variety of organisms in an area or ecosystem?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: کسی علاقے یا ماحولیاتی نظام میں جانداروں کا تنوع,Biodiversity / حیاتی تنوع,Ecosystem stability / ماحولیاتی نظام کا استحکام,Natural resources / قدرتی وسائل,Taxonomy / علم درجہ بندی,A | Biodiversity / حیاتی تنوع,Easy,1,PRO,1
q_9_bio_ch2_002,1,2.1 Biodiversity,Remember,Identify the correct answer for the following description: the biodiversity benefit that helps maintain the balance of ecosystems.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: حیاتی تنوع کا وہ فائدہ جو ماحولیاتی نظام کا توازن برقرار رکھتا ہے,Natural resources / قدرتی وسائل,Ecosystem stability / ماحولیاتی نظام کا استحکام,Taxon / ٹیکسن,Taxonomy / علم درجہ بندی,B | Ecosystem stability / ماحولیاتی نظام کا استحکام,Easy,1,PRO,1
q_9_bio_ch2_003,1,2.1 Biodiversity,Remember,"The textbook description “the biodiversity benefit that supplies food, timber, fibres, and other useful materials” refers to which option?",کتابی وضاحت ”حیاتی تنوع کا وہ فائدہ جو خوراک، لکڑی، ریشے اور دیگر مفید مواد فراہم کرتا ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Ecosystem stability / ماحولیاتی نظام کا استحکام,Taxonomy / علم درجہ بندی,Natural resources / قدرتی وسائل,Medicinal resources / ادویاتی وسائل,C | Natural resources / قدرتی وسائل,Easy,1,ULTRA,1
q_9_bio_ch2_004,1,2.1 Biodiversity,Remember,Which option is correctly identified by this description: the biodiversity benefit that provides sources for many medicines?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: حیاتی تنوع کا وہ فائدہ جو بہت سی ادویات کے ذرائع فراہم کرتا ہے,Taxon / ٹیکسن,Genetic evidence / جینیاتی شواہد,Biodiversity / حیاتی تنوع,Medicinal resources / ادویاتی وسائل,D | Medicinal resources / ادویاتی وسائل,Easy,1,ULTRA,1
TOPIC_SEP,1,2.2 Classification,Topic,,,,,,,,,,,1
q_9_bio_ch2_005,1,2.2 Classification,Remember,Which term or option matches this textbook description: the arrangement of organisms into groups and subgroups based on similarities and differences?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: مماثلتوں اور اختلافات کی بنیاد پر جانداروں کو گروہوں اور ذیلی گروہوں میں ترتیب دینا,Classification / درجہ بندی,Medicinal resources / ادویاتی وسائل,Taxonomy / علم درجہ بندی,Taxon / ٹیکسن,A | Classification / درجہ بندی,Easy,1,ULTRA,1
q_9_bio_ch2_006,1,2.2 Classification,Remember,Identify the correct answer for the following description: the modern source of evidence used with physical characteristics to classify organisms.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: وہ جدید شواہد جو جسمانی خصوصیات کے ساتھ جانداروں کی درجہ بندی میں استعمال ہوتے ہیں,Taxon / ٹیکسن,Genetic evidence / جینیاتی شواہد,Ecosystem stability / ماحولیاتی نظام کا استحکام,Classification / درجہ بندی,B | Genetic evidence / جینیاتی شواہد,Easy,1,ELITE,1
q_9_bio_ch2_007,1,2.2 Classification,Remember,The textbook description “a group at any level of biological classification” refers to which option?,کتابی وضاحت ”حیاتیاتی درجہ بندی کی کسی بھی سطح کا گروہ“ کس جواب کی طرف اشارہ کرتی ہے؟,Classification / درجہ بندی,Medicinal resources / ادویاتی وسائل,Taxon / ٹیکسن,Taxonomy / علم درجہ بندی,C | Taxon / ٹیکسن,Easy,1,ELITE,1
q_9_bio_ch2_008,1,2.2 Classification,Remember,Which option is correctly identified by this description: the branch of biology concerned with classification and naming of organisms?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: جانداروں کی درجہ بندی اور نام رکھنے سے متعلق حیاتیات کی شاخ,Classification / درجہ بندی,Medicinal resources / ادویاتی وسائل,Natural resources / قدرتی وسائل,Taxonomy / علم درجہ بندی,D | Taxonomy / علم درجہ بندی,Easy,1,ELITE,1
TOPIC_SEP,1,2.3 Taxonomic Ranks,Topic,,,,,,,,,,,1
q_9_bio_ch2_009,1,2.3 Taxonomic Ranks,Remember,Which term or option matches this textbook description: the highest taxonomic rank in the three-domain system?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: تین ڈومین نظام میں سب سے بلند درجہ بندی کی سطح,Domain / ڈومین,Phylum / شعبہ,Family / خاندان,Genus / جنس,A | Domain / ڈومین,Easy,1,IMPORTANT,1
q_9_bio_ch2_010,1,2.3 Taxonomic Ranks,Remember,Identify the correct answer for the following description: the rank immediately below domain.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: ڈومین کے فوراً نیچے درجہ بندی کی سطح,Phylum / شعبہ,Kingdom / مملکت,Class / جماعت,Domain / ڈومین,B | Kingdom / مملکت,Easy,1,IMPORTANT,1
q_9_bio_ch2_011,1,2.3 Taxonomic Ranks,Remember,The textbook description “the rank called division in plants and fungi” refers to which option?,کتابی وضاحت ”وہ درجہ جسے پودوں اور فنجائی میں division کہا جاتا ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Order / رتبہ,Kingdom / مملکت,Phylum / شعبہ,Class / جماعت,C | Phylum / شعبہ,Easy,1,PRO,1
q_9_bio_ch2_012,1,2.3 Taxonomic Ranks,Remember,Which option is correctly identified by this description: the rank immediately below phylum or division?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: phylum یا division کے فوراً نیچے درجہ,Domain / ڈومین,Species / نوع,Family / خاندان,Class / جماعت,D | Class / جماعت,Easy,1,PRO,1
q_9_bio_ch2_013,1,2.3 Taxonomic Ranks,Remember,Which term or option matches this textbook description: the rank immediately below class?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: class کے فوراً نیچے درجہ,Order / رتبہ,Domain / ڈومین,Family / خاندان,Genus / جنس,A | Order / رتبہ,Easy,1,ULTRA,1
q_9_bio_ch2_014,1,2.3 Taxonomic Ranks,Remember,Identify the correct answer for the following description: the rank immediately below order.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: order کے فوراً نیچے درجہ,Species / نوع,Family / خاندان,Kingdom / مملکت,Domain / ڈومین,B | Family / خاندان,Easy,1,ULTRA,1
q_9_bio_ch2_015,1,2.3 Taxonomic Ranks,Remember,The textbook description “the first word of a scientific name” refers to which option?,کتابی وضاحت ”سائنسی نام کا پہلا لفظ“ کس جواب کی طرف اشارہ کرتی ہے؟,Phylum / شعبہ,Family / خاندان,Genus / جنس,Class / جماعت,C | Genus / جنس,Easy,1,ULTRA,1
q_9_bio_ch2_016,1,2.3 Taxonomic Ranks,Understand,Which option is correctly identified by this description: the most specific taxonomic rank?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: سب سے مخصوص درجہ بندی کی سطح,Domain / ڈومین,Kingdom / مملکت,Phylum / شعبہ,Species / نوع,D | Species / نوع,Easy,1,ELITE,1
TOPIC_SEP,1,2.4 History of Classification,Topic,,,,,,,,,,,1
q_9_bio_ch2_017,1,2.4 History of Classification,Understand,Which term or option matches this textbook description: the Greek philosopher who first classified organisms into plants and animals?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: وہ یونانی فلسفی جس نے سب سے پہلے جانداروں کو پودوں اور جانوروں میں تقسیم کیا,Aristotle / ارسطو,Robert Whittaker / رابرٹ وٹیکر,Fungi / فنجائی,Carl Woese / کارل ووز,A | Aristotle / ارسطو,Medium,1,ELITE,1
q_9_bio_ch2_018,1,2.4 History of Classification,Understand,Identify the correct answer for the following description: the scientist associated with the two-kingdom classification and binomial nomenclature.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: وہ سائنس دان جو دو مملکتی درجہ بندی اور دو لفظی نام گذاری سے وابستہ ہے,Ernst Haeckel / ارنسٹ ہیکل,Carolus Linnaeus / کیرولس لینیئس,Aristotle / ارسطو,Carl Woese / کارل ووز,B | Carolus Linnaeus / کیرولس لینیئس,Medium,1,ELITE,1
q_9_bio_ch2_019,1,2.4 History of Classification,Understand,The textbook description “the scientist who proposed kingdom Protista in 1866” refers to which option?,کتابی وضاحت ”وہ سائنس دان جس نے 1866 میں مملکت Protista تجویز کی“ کس جواب کی طرف اشارہ کرتی ہے؟,Carl Woese / کارل ووز,Protista / پروٹسٹا,Ernst Haeckel / ارنسٹ ہیکل,Carolus Linnaeus / کیرولس لینیئس,C | Ernst Haeckel / ارنسٹ ہیکل,Medium,1,IMPORTANT,1
