question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_bio_ch10_001,1,10.1 Types of Asexual Reproduction,Topic,topic_separator,,,,,,1
q_9_bio_ch10_lq_001,1,10.1 Types of Asexual Reproduction,Long,process_procedure,Explain the process of binary fission in bacteria and describe how it leads to the formation of two daughter bacteria.,بیکٹیریا میں دوئی تقسیم کا عمل بیان کریں اور وضاحت کریں کہ اس سے دو دختر بیکٹیریا کیسے بنتے ہیں۔,Medium,5,PRO,1
q_9_bio_ch10_lq_002,1,10.1 Types of Asexual Reproduction,Long,compare,What is meant by vegetative propagation? Differentiate among the different plant structures used for vegetative propagation.,نباتاتی افزائش سے کیا مراد ہے؟ نباتاتی افزائش کے لیے استعمال ہونے والی مختلف نباتاتی ساختوں میں فرق بیان کریں۔,Hard,5,PRO,1
q_9_bio_ch10_lq_003,1,10.1 Types of Asexual Reproduction,Long,cause_effect,Explain why spores are considered an adaptation for survival in harsh environmental conditions.,وضاحت کریں کہ سخت ماحولیاتی حالات میں بقا کے لیے اسپورز کو موافقت کیوں سمجھا جاتا ہے۔,Hard,5,PRO,1
sep_9_bio_ch10_002,1,10.2 Artificial Propagation,Topic,topic_separator,,,,,,1
q_9_bio_ch10_lq_004,1,10.2 Artificial Propagation,Long,process_procedure,Describe the ways by which humans can grow new plants using vegetative parts of parent plants.,وہ طریقے بیان کریں جن کے ذریعے انسان والدین پودوں کے نباتاتی حصوں کو استعمال کر کے نئے پودے اگا سکتے ہیں۔,Medium,5,PRO,1
sep_9_bio_ch10_003,1,10.3 Sexual Reproduction in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch10_lq_005,1,10.3 Sexual Reproduction in Plants,Long,state_and_explain,"Define sporophyte and gametophyte, and state their roles in the life cycle of plants.",سپوروفائٹ اور گیمیٹوفائٹ کی تعریف کریں اور پودوں کی زندگی کے چکر میں ان کے کردار بیان کریں۔,Medium,5,PRO,1
q_9_bio_ch10_lq_006,1,10.3 Sexual Reproduction in Plants,Long,process_procedure,"Explain the life cycle of flowering plants, focusing on alternation between gametophyte and sporophyte generations.",پھول دار پودوں کی زندگی کا چکر بیان کریں، خاص طور پر گیمیٹوفائٹ اور سپوروفائٹ نسلوں کے ردوبدل پر توجہ دیں۔,Hard,5,PRO,1
q_9_bio_ch10_lq_007,1,10.3 Sexual Reproduction in Plants,Long,process_procedure,Describe how the female gametophyte or embryo sac develops within the ovule of a flower.,بیان کریں کہ پھول کے بیضے کے اندر مادہ گیمیٹوفائٹ یا ایمبریو سیک کس طرح بنتا ہے۔,Hard,5,PRO,1
q_9_bio_ch10_lq_008,1,10.3 Sexual Reproduction in Plants,Long,compare,Explain how asexual and sexual reproduction contribute differently to the genetic diversity of plant populations.,وضاحت کریں کہ غیر جنسی اور جنسی تولید پودوں کی آبادیوں کے جینیاتی تنوع میں مختلف انداز سے کس طرح حصہ لیتے ہیں۔,Hard,5,PRO,1
q_9_bio_ch10_lq_009,1,10.3 Sexual Reproduction in Plants,Long,explain,Explain how the pollen tube facilitates fertilization in flowering plants.,وضاحت کریں کہ پولن ٹیوب پھول دار پودوں میں بارآوری کے عمل کو کس طرح ممکن بناتی ہے۔,Hard,5,PRO,1
