question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Metabolism,Topic,,,,,,,,,,,1
q_9_bio_ch7_001,1,7.1 Metabolism,Remember,Which term or option matches this textbook description: the complete set of biochemical reactions occurring in a living organism?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: جاندار میں ہونے والے تمام biochemical reactions کا مجموعہ,Metabolism / میٹابولزم,Photosynthesis / ضیائی تالیف,Anabolism / اینابولزم,Protein synthesis / پروٹین سازی,A | Metabolism / میٹابولزم,Easy,1,PRO,1
q_9_bio_ch7_002,1,7.1 Metabolism,Remember,Identify the correct answer for the following description: metabolic reactions in which larger molecules are broken into smaller molecules.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: metabolic reactions جن میں بڑے molecules چھوٹے molecules میں ٹوٹتے ہیں,Metabolism / میٹابولزم,Catabolism / کیٹابولزم,Protein synthesis / پروٹین سازی,Photosynthesis / ضیائی تالیف,B | Catabolism / کیٹابولزم,Easy,1,PRO,1
q_9_bio_ch7_003,1,7.1 Metabolism,Remember,The textbook description “metabolic reactions in which larger molecules are built from smaller molecules” refers to which option?,کتابی وضاحت ”metabolic reactions جن میں چھوٹے molecules سے بڑے molecules بنتے ہیں“ کس جواب کی طرف اشارہ کرتی ہے؟,Catabolism / کیٹابولزم,Cellular respiration / خلوی تنفس,Anabolism / اینابولزم,Photosynthesis / ضیائی تالیف,C | Anabolism / اینابولزم,Easy,1,ULTRA,1
q_9_bio_ch7_004,1,7.1 Metabolism,Remember,Which option is correctly identified by this description: the metabolic type that usually releases energy?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: metabolism کی وہ قسم جو عموماً توانائی خارج کرتی ہے,Photosynthesis / ضیائی تالیف,Metabolism / میٹابولزم,Protein synthesis / پروٹین سازی,Catabolism / کیٹابولزم,D | Catabolism / کیٹابولزم,Easy,1,ULTRA,1
q_9_bio_ch7_005,1,7.1 Metabolism,Remember,Which term or option matches this textbook description: the metabolic type that requires energy input?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: metabolism کی وہ قسم جس کے لیے توانائی درکار ہوتی ہے,Anabolism / اینابولزم,Photosynthesis / ضیائی تالیف,Protein synthesis / پروٹین سازی,Cellular respiration / خلوی تنفس,A | Anabolism / اینابولزم,Easy,1,ULTRA,1
q_9_bio_ch7_006,1,7.1 Metabolism,Remember,Identify the correct answer for the following description: the catabolic process in which food molecules are broken down to release energy.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: catabolic عمل جس میں خوراک کے molecules ٹوٹ کر توانائی خارج کرتے ہیں,Protein synthesis / پروٹین سازی,Cellular respiration / خلوی تنفس,Catabolism / کیٹابولزم,Metabolism / میٹابولزم,B | Cellular respiration / خلوی تنفس,Easy,1,ELITE,1
q_9_bio_ch7_007,1,7.1 Metabolism,Remember,The textbook description “the anabolic process that joins carbon dioxide and water to form glucose” refers to which option?,کتابی وضاحت ”anabolic عمل جو carbon dioxide اور water کو ملا کر glucose بناتا ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Metabolism / میٹابولزم,Cellular respiration / خلوی تنفس,Photosynthesis / ضیائی تالیف,Catabolism / کیٹابولزم,C | Photosynthesis / ضیائی تالیف,Easy,1,ELITE,1
q_9_bio_ch7_008,1,7.1 Metabolism,Remember,Which option is correctly identified by this description: the anabolic process in which amino acids are joined to form proteins?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: anabolic عمل جس میں amino acids مل کر proteins بناتے ہیں,Anabolism / اینابولزم,Photosynthesis / ضیائی تالیف,Cellular respiration / خلوی تنفس,Protein synthesis / پروٹین سازی,D | Protein synthesis / پروٹین سازی,Easy,1,ELITE,1
TOPIC_SEP,1,7.2 Enzymes,Topic,,,,,,,,,,,1
q_9_bio_ch7_009,1,7.2 Enzymes,Remember,Which term or option matches this textbook description: a protein that speeds up a biochemical reaction without being consumed?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: protein جو خود خرچ ہوئے بغیر biochemical reaction کی رفتار بڑھاتا ہے,Enzyme / خامرہ,Coenzyme / کو انزائم,Protease / پروٹیئز,Cofactor / کو فیکٹر,A | Enzyme / خامرہ,Easy,1,IMPORTANT,1
q_9_bio_ch7_010,1,7.2 Enzymes,Remember,Identify the correct answer for the following description: the energy barrier lowered by enzymes to speed up reactions.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: وہ توانائی کی رکاوٹ جسے enzymes کم کر کے reactions تیز کرتے ہیں,Specificity / اختصاص,Activation energy / فعالی توانائی,Amylase / ایمیلیز,Intracellular enzymes / درون خلوی خامرے,B | Activation energy / فعالی توانائی,Easy,1,IMPORTANT,1
q_9_bio_ch7_011,1,7.2 Enzymes,Remember,The textbook description “the property by which an enzyme acts on a particular substrate and reaction” refers to which option?,کتابی وضاحت ”وہ خصوصیت جس سے enzyme خاص substrate اور reaction پر کام کرتا ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Enzyme / خامرہ,Coenzyme / کو انزائم,Specificity / اختصاص,Protease / پروٹیئز,C | Specificity / اختصاص,Easy,1,PRO,1
q_9_bio_ch7_012,1,7.2 Enzymes,Remember,Which option is correctly identified by this description: enzymes that operate within cells?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: وہ enzymes جو خلیات کے اندر کام کرتے ہیں,Activation energy / فعالی توانائی,Enzyme / خامرہ,Cofactor / کو فیکٹر,Intracellular enzymes / درون خلوی خامرے,D | Intracellular enzymes / درون خلوی خامرے,Easy,1,PRO,1
