question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,11.1 Introduction of Biostatistics,Topic,,,,,,,,,,,1
q_9_bio_ch11_001,1,11.1 Introduction of Biostatistics,Remember,Which term or option matches this textbook description: the branch of statistics that applies statistical methods to biological sciences?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: statistics کی شاخ جو biological sciences پر statistical methods لاگو کرتی ہے,Biostatistics / حیاتی شماریات,Public health and policy making / صحتِ عامہ اور پالیسی سازی,Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Evidence-based public-health insight / شواہد پر مبنی صحتِ عامہ کی بصیرت,A | Biostatistics / حیاتی شماریات,Easy,1,PRO,1
q_9_bio_ch11_002,1,11.1 Introduction of Biostatistics,Remember,Identify the correct answer for the following description: the use of biostatistics that determines a suitable sample size and study structure.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: biostatistics کا استعمال جو مناسب sample size اور study structure طے کرتا ہے,Interpreting results / نتائج کی تشریح,Planning experiments / تجربات کی منصوبہ بندی,Agriculture / زراعت,Evidence-based public-health insight / شواہد پر مبنی صحتِ عامہ کی بصیرت,B | Planning experiments / تجربات کی منصوبہ بندی,Easy,1,PRO,1
q_9_bio_ch11_003,1,11.1 Introduction of Biostatistics,Remember,"The textbook description “the use of statistical techniques to uncover trends, correlations, and patterns” refers to which option?",کتابی وضاحت ”trends، correlations اور patterns معلوم کرنے کے لیے statistical techniques کا استعمال“ کس جواب کی طرف اشارہ کرتی ہے؟,Clinical trials / طبی آزمائشیں,Genetics / وراثیات,Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Epidemiology / وبائیات,C | Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Easy,1,ULTRA,1
q_9_bio_ch11_004,1,11.1 Introduction of Biostatistics,Remember,Which option is correctly identified by this description: the use of biostatistics that explains analysed findings in a meaningful way?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: biostatistics کا استعمال جو analysed findings کو بامعنی انداز میں سمجھاتا ہے,Clinical trials / طبی آزمائشیں,Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Evidence-based public-health insight / شواہد پر مبنی صحتِ عامہ کی بصیرت,Interpreting results / نتائج کی تشریح,D | Interpreting results / نتائج کی تشریح,Easy,1,ULTRA,1
q_9_bio_ch11_005,1,11.1 Introduction of Biostatistics,Remember,Which term or option matches this textbook description: the use of models to estimate future outcomes from current data?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: current data سے future outcomes کا اندازہ لگانے کے لیے models کا استعمال,Predicting outcomes / نتائج کی پیش گوئی,Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Planning experiments / تجربات کی منصوبہ بندی,Genetics / وراثیات,A | Predicting outcomes / نتائج کی پیش گوئی,Easy,1,ULTRA,1
q_9_bio_ch11_006,1,11.1 Introduction of Biostatistics,Remember,Identify the correct answer for the following description: the use of evidence-based statistical insights to guide health decisions.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: health decisions کی رہنمائی کے لیے evidence-based statistical insights کا استعمال,Biostatistics / حیاتی شماریات,Public health and policy making / صحتِ عامہ اور پالیسی سازی,Predicting outcomes / نتائج کی پیش گوئی,Agriculture / زراعت,B | Public health and policy making / صحتِ عامہ اور پالیسی سازی,Easy,1,ELITE,1
q_9_bio_ch11_007,1,11.1 Introduction of Biostatistics,Remember,The textbook description “the field that uses biostatistics to study distribution and determinants of health and disease in populations” refers to which option?,کتابی وضاحت ”field جو populations میں health اور disease کی distribution اور determinants کا مطالعہ کرتی ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Clinical trials / طبی آزمائشیں,Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Epidemiology / وبائیات,Sample size / نمونے کا حجم,C | Epidemiology / وبائیات,Easy,1,ELITE,1
q_9_bio_ch11_008,1,11.1 Introduction of Biostatistics,Remember,Which option is correctly identified by this description: the research area that uses biostatistics to analyse inheritance and disease-linked genetic variation?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: research area جو inheritance اور disease-linked genetic variation کا تجزیہ کرتی ہے,Predicting outcomes / نتائج کی پیش گوئی,Epidemiology / وبائیات,Analysing biological data / حیاتیاتی ڈیٹا کا تجزیہ,Genetics / وراثیات,D | Genetics / وراثیات,Easy,1,ELITE,1
q_9_bio_ch11_009,1,11.1 Introduction of Biostatistics,Remember,"Which term or option matches this textbook description: the research area that uses statistics to compare crop yield, fertilizers, and pest resistance?",درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: research area جو crop yield، fertilizers اور pest resistance کا شماریاتی موازنہ کرتی ہے,Agriculture / زراعت,Epidemiology / وبائیات,Public health and policy making / صحتِ عامہ اور پالیسی سازی,Genetics / وراثیات,A | Agriculture / زراعت,Easy,1,IMPORTANT,1
q_9_bio_ch11_010,1,11.1 Introduction of Biostatistics,Remember,Identify the correct answer for the following description: studies that use biostatistics to test new treatments and drugs against controls or placebos.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: studies جو new treatments اور drugs کو controls یا placebos کے مقابل آزماتی ہیں,Agriculture / زراعت,Clinical trials / طبی آزمائشیں,Predicting outcomes / نتائج کی پیش گوئی,Interpreting results / نتائج کی تشریح,B | Clinical trials / طبی آزمائشیں,Easy,1,IMPORTANT,1
q_9_bio_ch11_011,1,11.1 Introduction of Biostatistics,Remember,The textbook description “the quantity determined by biostatisticians to detect a significant effect in a clinical trial” refers to which option?,کتابی وضاحت ”quantity جو clinical trial میں significant effect معلوم کرنے کے لیے biostatisticians طے کرتے ہیں“ کس جواب کی طرف اشارہ کرتی ہے؟,Clinical trials / طبی آزمائشیں,Interpreting results / نتائج کی تشریح,Sample size / نمونے کا حجم,Epidemiology / وبائیات,C | Sample size / نمونے کا حجم,Easy,1,PRO,1
q_9_bio_ch11_012,1,11.1 Introduction of Biostatistics,Remember,Which option is correctly identified by this description: the type of insight produced when COVID-19 data guide vaccination campaigns?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: COVID-19 data سے vaccination campaigns کی رہنمائی کرنے والی insight کی قسم,Clinical trials / طبی آزمائشیں,Agriculture / زراعت,Genetics / وراثیات,Evidence-based public-health insight / شواہد پر مبنی صحتِ عامہ کی بصیرت,D | Evidence-based public-health insight / شواہد پر مبنی صحتِ عامہ کی بصیرت,Easy,1,PRO,1
TOPIC_SEP,1,"11.2 Mean, Median, and Mode",Topic,,,,,,,,,,,1
q_9_bio_ch11_013,1,"11.2 Mean, Median, and Mode",Remember,Which term or option matches this textbook description: the measure calculated by adding all values and dividing by their number?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: measure جو تمام values جمع کر کے ان کی تعداد سے تقسیم کرنے سے ملتا ہے,Mean / اوسط,Mode / منوال,No mode / کوئی منوال نہیں,The single middle value / ایک درمیانی value,A | Mean / اوسط,Easy,1,ULTRA,1
q_9_bio_ch11_014,1,"11.2 Mean, Median, and Mode",Remember,Identify the correct answer for the following description: the middle value after data are arranged in order.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: data کو ترتیب دینے کے بعد درمیان کی value,Mean / اوسط,Median / میانہ,The single middle value / ایک درمیانی value,No mode / کوئی منوال نہیں,B | Median / میانہ,Easy,1,ULTRA,1
