question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,3.1 Cell,Topic,,,,,,,,,,,1
q_9_bio_ch3_001,1,3.1 Cell,Remember,Which term or option matches this textbook description: the basic structural and functional unit of life?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: زندگی کی بنیادی ساختی اور فعلی اکائی,Cell / خلیہ,Cell membrane / خلوی جھلی,Ribosomes / رائبوسومز,Cell wall / خلوی دیوار,A | Cell / خلیہ,Easy,1,PRO,1
q_9_bio_ch3_002,1,3.1 Cell,Remember,Identify the correct answer for the following description: the selectively permeable boundary that controls movement of substances into and out of a cell.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: انتخابی نفوذ پذیر حد جو خلیے میں مادّوں کے داخلے اور اخراج کو کنٹرول کرتی ہے,Chromatin / کرومیٹن,Cell membrane / خلوی جھلی,Cell / خلیہ,Ribosomes / رائبوسومز,B | Cell membrane / خلوی جھلی,Easy,1,PRO,1
q_9_bio_ch3_003,1,3.1 Cell,Remember,The textbook description “the tough non-living outer layer that provides support to plant cells” refers to which option?,کتابی وضاحت ”سخت غیر زندہ بیرونی تہہ جو نباتاتی خلیات کو سہارا دیتی ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Cell / خلیہ,Nucleolus / مرکزیچہ,Cell wall / خلوی دیوار,Ribosomes / رائبوسومز,C | Cell wall / خلوی دیوار,Easy,1,ULTRA,1
q_9_bio_ch3_004,1,3.1 Cell,Remember,Which option is correctly identified by this description: the jelly-like material that fills the inside of a cell?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: جیلی نما مادّہ جو خلیے کے اندرونی حصے کو بھرتا ہے,Chromatin / کرومیٹن,Cell membrane / خلوی جھلی,Chromosome / کروموسوم,Cytoplasm / سائٹوپلازم,D | Cytoplasm / سائٹوپلازم,Easy,1,ULTRA,1
q_9_bio_ch3_005,1,3.1 Cell,Remember,Which term or option matches this textbook description: the membrane-bound control centre of a eukaryotic cell?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: یوکاریوٹک خلیے کا جھلی دار کنٹرول مرکز,Nucleus / مرکزہ,Cytoplasm / سائٹوپلازم,Cell wall / خلوی دیوار,Chromosome / کروموسوم,A | Nucleus / مرکزہ,Easy,1,ULTRA,1
q_9_bio_ch3_006,1,3.1 Cell,Remember,Identify the correct answer for the following description: the nuclear structure where ribosomal RNA is formed.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: مرکزے کی وہ ساخت جہاں ribosomal RNA بنتا ہے,Cytoplasm / سائٹوپلازم,Nucleolus / مرکزیچہ,Chromosome / کروموسوم,Nucleus / مرکزہ,B | Nucleolus / مرکزیچہ,Easy,1,ELITE,1
q_9_bio_ch3_007,1,3.1 Cell,Remember,The textbook description “the thread-like DNA-protein material present in a non-dividing nucleus” refers to which option?,کتابی وضاحت ”غیر منقسم مرکزے میں موجود دھاگہ نما DNA-protein مادّہ“ کس جواب کی طرف اشارہ کرتی ہے؟,Cell / خلیہ,Cell membrane / خلوی جھلی,Chromatin / کرومیٹن,Nucleolus / مرکزیچہ,C | Chromatin / کرومیٹن,Easy,1,ELITE,1
q_9_bio_ch3_008,1,3.1 Cell,Remember,Which option is correctly identified by this description: the condensed form of chromatin visible during cell division?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: کرومیٹن کی متکثف شکل جو خلوی تقسیم کے دوران نظر آتی ہے,Cytoskeleton / خلوی ڈھانچہ,Nucleolus / مرکزیچہ,Nucleus / مرکزہ,Chromosome / کروموسوم,D | Chromosome / کروموسوم,Easy,1,ELITE,1
q_9_bio_ch3_009,1,3.1 Cell,Remember,Which term or option matches this textbook description: the network of protein fibres that maintains cell shape and internal organization?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: پروٹین ریشوں کا جال جو خلیے کی شکل اور اندرونی تنظیم برقرار رکھتا ہے,Cytoskeleton / خلوی ڈھانچہ,Cytoplasm / سائٹوپلازم,Nucleus / مرکزہ,Cell / خلیہ,A | Cytoskeleton / خلوی ڈھانچہ,Easy,1,IMPORTANT,1
q_9_bio_ch3_010,1,3.1 Cell,Remember,Identify the correct answer for the following description: tiny granular structures that are the sites of protein synthesis.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: چھوٹی دانے دار ساختیں جو پروٹین سازی کی جگہ ہیں,Cell wall / خلوی دیوار,Ribosomes / رائبوسومز,Nucleus / مرکزہ,Chromatin / کرومیٹن,B | Ribosomes / رائبوسومز,Easy,1,IMPORTANT,1
TOPIC_SEP,1,3.2 Structure of Cell,Topic,,,,,,,,,,,1
q_9_bio_ch3_011,1,3.2 Structure of Cell,Remember,The textbook description “the endoplasmic reticulum bearing ribosomes and involved in protein synthesis” refers to which option?,کتابی وضاحت ”رائبوسوم رکھنے والی endoplasmic reticulum جو پروٹین سازی میں شامل ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Smooth endoplasmic reticulum / ہموار اینڈوپلازمک ریٹیکیولم,Vacuole / ویکیول,Rough endoplasmic reticulum / کھردری اینڈوپلازمک ریٹیکیولم,Golgi apparatus / گالجی جسم,C | Rough endoplasmic reticulum / کھردری اینڈوپلازمک ریٹیکیولم,Easy,1,PRO,1
q_9_bio_ch3_012,1,3.2 Structure of Cell,Remember,Which option is correctly identified by this description: the endoplasmic reticulum lacking ribosomes and involved in lipid metabolism and detoxification?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: رائبوسوم سے خالی endoplasmic reticulum جو lipid metabolism اور detoxification میں شامل ہے,Mitochondrion / مائٹوکانڈریا,Chromoplast / کروموپلاسٹ,Vacuole / ویکیول,Smooth endoplasmic reticulum / ہموار اینڈوپلازمک ریٹیکیولم,D | Smooth endoplasmic reticulum / ہموار اینڈوپلازمک ریٹیکیولم,Easy,1,PRO,1
q_9_bio_ch3_013,1,3.2 Structure of Cell,Remember,"Which term or option matches this textbook description: the organelle that modifies, sorts, and packages cell products?",درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: وہ عضیہ جو خلوی مصنوعات میں ترمیم، ترتیب اور پیکنگ کرتا ہے,Golgi apparatus / گالجی جسم,Smooth endoplasmic reticulum / ہموار اینڈوپلازمک ریٹیکیولم,Chloroplast / کلوروپلاسٹ,Chromoplast / کروموپلاسٹ,A | Golgi apparatus / گالجی جسم,Easy,1,ULTRA,1
q_9_bio_ch3_014,1,3.2 Structure of Cell,Remember,Identify the correct answer for the following description: membrane-bound vesicles containing digestive enzymes.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: ہاضم خامروں والی جھلی دار تھیلیاں,Vacuole / ویکیول,Lysosomes / لائسوسومز,Golgi apparatus / گالجی جسم,Leucoplast / لیوکوپلاسٹ,B | Lysosomes / لائسوسومز,Easy,1,ULTRA,1
q_9_bio_ch3_015,1,3.2 Structure of Cell,Remember,The textbook description “the organelle where cellular respiration produces usable energy” refers to which option?,کتابی وضاحت ”وہ عضیہ جہاں خلوی تنفس سے قابلِ استعمال توانائی بنتی ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,Centriole / سینٹریول,Vacuole / ویکیول,Mitochondrion / مائٹوکانڈریا,Leucoplast / لیوکوپلاسٹ,C | Mitochondrion / مائٹوکانڈریا,Easy,1,ULTRA,1
q_9_bio_ch3_016,1,3.2 Structure of Cell,Understand,Which option is correctly identified by this description: the green plastid containing chlorophyll and carrying out photosynthesis?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: chlorophyll رکھنے والا سبز plastid جو photosynthesis کرتا ہے,Lysosomes / لائسوسومز,Mitochondrion / مائٹوکانڈریا,Leucoplast / لیوکوپلاسٹ,Chloroplast / کلوروپلاسٹ,D | Chloroplast / کلوروپلاسٹ,Easy,1,ELITE,1
q_9_bio_ch3_017,1,3.2 Structure of Cell,Understand,Which term or option matches this textbook description: the coloured plastid that contains pigments other than chlorophyll?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: وہ رنگ دار plastid جس میں chlorophyll کے علاوہ pigments ہوتے ہیں,Chromoplast / کروموپلاسٹ,Centriole / سینٹریول,Vacuole / ویکیول,Lysosomes / لائسوسومز,A | Chromoplast / کروموپلاسٹ,Medium,1,ELITE,1
q_9_bio_ch3_018,1,3.2 Structure of Cell,Understand,Identify the correct answer for the following description: the colourless plastid mainly involved in food storage.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: بے رنگ plastid جو بنیادی طور پر خوراک ذخیرہ کرتا ہے,Mitochondrion / مائٹوکانڈریا,Leucoplast / لیوکوپلاسٹ,Vacuole / ویکیول,Lysosomes / لائسوسومز,B | Leucoplast / لیوکوپلاسٹ,Medium,1,ELITE,1
