question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,10.1 Types of Asexual Reproduction,topic_separator,,,,,,1
q_9_bio_ch10_sq_001,1,10.1 Types of Asexual Reproduction,process_steps,Define Binary fission and outline the process it represents.,دو حصوں میں تقسیم کی تعریف کریں اور اس عمل کے بنیادی مراحل بیان کریں۔,Easy,2,PRO,1
q_9_bio_ch10_sq_002,1,10.1 Types of Asexual Reproduction,process_steps,Define Budding and outline the process it represents.,شگوفہ زنی کی تعریف کریں اور اس عمل کے بنیادی مراحل بیان کریں۔,Easy,2,PRO,1
q_9_bio_ch10_sq_003,1,10.1 Types of Asexual Reproduction,definition_function,Define Spores and explain why it is associated with the resistant reproductive units commonly produced by fungi such as Rhizopus.,تخمک کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: فنجائی مثلاً Rhizopus کی بنائی ہوئی resistant reproductive units,Easy,2,ULTRA,1
q_9_bio_ch10_sq_004,1,10.1 Types of Asexual Reproduction,definition_function,"Define Vegetative propagation and explain why it is associated with the production of new plants from roots, stems, or leaves.",نباتی افزائش کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: roots، stems یا leaves سے نئے plants بننے کا عمل,Easy,2,ULTRA,1
q_9_bio_ch10_sq_005,1,10.1 Types of Asexual Reproduction,definition_function,Define Runner or stolon and explain why it is associated with a horizontal above-ground stem that forms new plants at nodes.,رنر یا اسٹولون کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: زمین کے اوپر افقی stem جو nodes پر نئے plants بناتا ہے,Easy,2,ELITE,1
q_9_bio_ch10_sq_006,1,10.1 Types of Asexual Reproduction,definition_function,"Define Rhizome and explain why it is associated with a horizontal underground stem used in vegetative propagation, as in ginger.",رائزوم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: افقی underground stem جو ginger میں vegetative propagation کرتی ہے,Easy,2,ELITE,1
q_9_bio_ch10_sq_007,1,10.1 Types of Asexual Reproduction,definition_function,"Define Bulb and explain why it is associated with a short underground stem surrounded by fleshy storage leaves, as in onion.",بلب کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: چھوٹی underground stem جس کے گرد fleshy storage leaves ہوں، جیسے onion,Easy,2,IMPORTANT,1
q_9_bio_ch10_sq_008,1,10.1 Types of Asexual Reproduction,definition_function,Define Corm and explain why it is associated with a solid swollen underground stem used for food storage and propagation.,کارم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: solid پھولی ہوئی underground stem جو food storage اور propagation کے لیے ہوتی ہے,Easy,2,IMPORTANT,1
q_9_bio_ch10_sq_009,1,10.1 Types of Asexual Reproduction,definition_function,Define Sucker and explain why it is associated with a lateral shoot arising from an underground part of a plant.,سکر کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: plant کے underground part سے نکلنے والی lateral shoot,Easy,2,PRO,1
