question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,8.1 ATP: The Cell’s Energy Currency,Topic,,,,,,,,,,,1
q_9_bio_ch8_001,1,8.1 ATP: The Cell’s Energy Currency,Remember,Which term or option matches this textbook description: the study of energy transformations in living organisms?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: جانداروں میں توانائی کی تبدیلیوں کا مطالعہ,Bioenergetics / حیاتی توانائیات,Oxidation / تکسید,Adenosine triphosphate / اڈینوسین ٹرائی فاسفیٹ,AMP,A | Bioenergetics / حیاتی توانائیات,Easy,1,PRO,1
q_9_bio_ch8_002,1,8.1 ATP: The Cell’s Energy Currency,Remember,Identify the correct answer for the following description: the redox process in which a molecule loses electrons.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: redox عمل جس میں molecule electrons کھوتا ہے,AMP,Oxidation / تکسید,ATP,Reduction / اختزال,B | Oxidation / تکسید,Easy,1,PRO,1
q_9_bio_ch8_003,1,8.1 ATP: The Cell’s Energy Currency,Remember,The textbook description “the redox process in which a molecule gains electrons” refers to which option?,کتابی وضاحت ”redox عمل جس میں molecule electrons حاصل کرتا ہے“ کس جواب کی طرف اشارہ کرتی ہے؟,ATP,Oxidation / تکسید,Reduction / اختزال,"Adenine, ribose, and three phosphate groups / adenine، ribose اور تین phosphate groups",C | Reduction / اختزال,Easy,1,ULTRA,1
q_9_bio_ch8_004,1,8.1 ATP: The Cell’s Energy Currency,Remember,Which option is correctly identified by this description: the primary energy-transfer molecule of cells?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: خلیات کا بنیادی energy-transfer molecule,"Adenine, ribose, and three phosphate groups / adenine، ribose اور تین phosphate groups",The outer P–P bond / بیرونی P–P بند,Oxidation / تکسید,ATP,D | ATP,Easy,1,ULTRA,1
q_9_bio_ch8_005,1,8.1 ATP: The Cell’s Energy Currency,Remember,Which term or option matches this textbook description: the full name of ATP?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: ATP کا مکمل نام,Adenosine triphosphate / اڈینوسین ٹرائی فاسفیٹ,Reduction / اختزال,Phosphorylation / فاسفوریلیشن,Oxidation / تکسید,A | Adenosine triphosphate / اڈینوسین ٹرائی فاسفیٹ,Easy,1,ULTRA,1
q_9_bio_ch8_006,1,8.1 ATP: The Cell’s Energy Currency,Remember,Identify the correct answer for the following description: the three major components of an ATP molecule.,درج ذیل وضاحت کے لیے درست جواب کی شناخت کریں: ATP molecule کے تین بڑے اجزا,Bioenergetics / حیاتی توانائیات,"Adenine, ribose, and three phosphate groups / adenine، ribose اور تین phosphate groups",Phosphorylation / فاسفوریلیشن,ATP–ADP cycle / ATP–ADP چکر,"B | Adenine, ribose, and three phosphate groups / adenine، ribose اور تین phosphate groups",Easy,1,ELITE,1
q_9_bio_ch8_007,1,8.1 ATP: The Cell’s Energy Currency,Remember,The textbook description “the products formed when ATP loses its outer phosphate group” refers to which option?,کتابی وضاحت ”ATP کے outer phosphate group ٹوٹنے پر بننے والی مصنوعات“ کس جواب کی طرف اشارہ کرتی ہے؟,7.3 kcal per mole / 7.3 kcal فی mole,ATP,"ADP, Pᵢ, and energy / ADP، Pᵢ اور توانائی",Phosphorylation / فاسفوریلیشن,"C | ADP, Pᵢ, and energy / ADP، Pᵢ اور توانائی",Easy,1,ELITE,1
q_9_bio_ch8_008,1,8.1 ATP: The Cell’s Energy Currency,Remember,Which option is correctly identified by this description: the approximate energy released by breaking one high-energy phosphate bond per mole of ATP?,درج ذیل وضاحت سے درست طور پر کون سا جواب پہچانا جاتا ہے: ایک high-energy phosphate bond ٹوٹنے سے فی mole ATP خارج ہونے والی تقریباً توانائی,Bioenergetics / حیاتی توانائیات,AMP,Phosphorylation / فاسفوریلیشن,7.3 kcal per mole / 7.3 kcal فی mole,D | 7.3 kcal per mole / 7.3 kcal فی mole,Easy,1,ELITE,1
q_9_bio_ch8_009,1,8.1 ATP: The Cell’s Energy Currency,Remember,Which term or option matches this textbook description: the ATP bond usually broken in common cellular energy reactions?,درج ذیل کتابی وضاحت کے مطابق درست اصطلاح یا جواب منتخب کریں: عام cellular energy reactions میں عموماً ٹوٹنے والا ATP bond,The outer P–P bond / بیرونی P–P بند,AMP,7.3 kcal per mole / 7.3 kcal فی mole,Oxidation / تکسید,A | The outer P–P bond / بیرونی P–P بند,Easy,1,IMPORTANT,1
