question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Metabolism,topic_separator,,,,,,1
q_9_bio_ch7_sq_001,1,7.1 Metabolism,definition_function,Define Metabolism and explain why it is associated with the complete set of biochemical reactions occurring in a living organism.,میٹابولزم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: جاندار میں ہونے والے تمام biochemical reactions کا مجموعہ,Easy,2,PRO,1
q_9_bio_ch7_sq_002,1,7.1 Metabolism,definition_function,Define Catabolism and explain why it is associated with metabolic reactions in which larger molecules are broken into smaller molecules.,کیٹابولزم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: metabolic reactions جن میں بڑے molecules چھوٹے molecules میں ٹوٹتے ہیں,Easy,2,PRO,1
q_9_bio_ch7_sq_003,1,7.1 Metabolism,definition_function,Define Anabolism and explain why it is associated with metabolic reactions in which larger molecules are built from smaller molecules.,اینابولزم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: metabolic reactions جن میں چھوٹے molecules سے بڑے molecules بنتے ہیں,Easy,2,ULTRA,1
q_9_bio_ch7_sq_004,1,7.1 Metabolism,definition_function,Define Catabolism and explain why it is associated with the metabolic type that usually releases energy.,کیٹابولزم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: metabolism کی وہ قسم جو عموماً توانائی خارج کرتی ہے,Easy,2,ULTRA,1
q_9_bio_ch7_sq_005,1,7.1 Metabolism,definition_function,Define Anabolism and explain why it is associated with the metabolic type that requires energy input.,اینابولزم کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: metabolism کی وہ قسم جس کے لیے توانائی درکار ہوتی ہے,Easy,2,ULTRA,1
q_9_bio_ch7_sq_006,1,7.1 Metabolism,process_steps,Define Cellular respiration and outline the process it represents.,خلوی تنفس کی تعریف کریں اور اس عمل کے بنیادی مراحل بیان کریں۔,Easy,2,ELITE,1
q_9_bio_ch7_sq_007,1,7.1 Metabolism,definition_function,Define Photosynthesis and explain why it is associated with the anabolic process that joins carbon dioxide and water to form glucose.,ضیائی تالیف کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: anabolic عمل جو carbon dioxide اور water کو ملا کر glucose بناتا ہے,Easy,2,ELITE,1
q_9_bio_ch7_sq_008,1,7.1 Metabolism,process_steps,Define Protein synthesis and outline the process it represents.,پروٹین سازی کی تعریف کریں اور اس عمل کے بنیادی مراحل بیان کریں۔,Easy,2,ELITE,1
TOPIC_SEP,1,7.2 Enzymes,topic_separator,,,,,,1
q_9_bio_ch7_sq_009,1,7.2 Enzymes,definition_function,Define Enzyme and explain why it is associated with a protein that speeds up a biochemical reaction without being consumed.,خامرہ کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: protein جو خود خرچ ہوئے بغیر biochemical reaction کی رفتار بڑھاتا ہے,Easy,2,IMPORTANT,1
