question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_bio_ch8_001,1,8.1 ATP: The Cell's Energy Currency,Topic,topic_separator,,,,,,1
q_9_bio_ch8_lq_001,1,8.1 ATP: The Cell's Energy Currency,Long,explain,Explain ATP as the molecule that is the chief energy currency of all cells.,ATP کو اس سالمے کے طور پر بیان کریں جو تمام خلیوں کی بنیادی توانائی کرنسی ہے۔,Medium,5,PRO,1
q_9_bio_ch8_lq_002,1,8.1 ATP: The Cell's Energy Currency,Long,cause_effect,Explain how the structure of ATP enables it to store and release energy efficiently.,وضاحت کریں کہ ATP کی ساخت اسے توانائی کو مؤثر طور پر ذخیرہ اور خارج کرنے کے قابل کیسے بناتی ہے۔,Hard,5,PRO,1
sep_9_bio_ch8_002,1,8.2 Photosynthesis,Topic,topic_separator,,,,,,1
q_9_bio_ch8_lq_003,1,8.2 Photosynthesis,Long,process_procedure,Outline the processes involved in photosynthesis.,ضیائی تالیف میں شامل عمل بیان کریں۔,Hard,5,PRO,1
q_9_bio_ch8_lq_004,1,8.2 Photosynthesis,Long,explain,Write a note on the intake of carbon dioxide and water by plants.,پودوں کے ذریعے کاربن ڈائی آکسائیڈ اور پانی کے حصول پر نوٹ لکھیں۔,Medium,5,PRO,1
q_9_bio_ch8_lq_005,1,8.2 Photosynthesis,Long,compare,Compare the processes of respiration and photosynthesis.,تنفس اور ضیائی تالیف کے عمل کا تقابل کریں۔,Hard,5,PRO,1
sep_9_bio_ch8_003,1,8.3 Cellular Respiration,Topic,topic_separator,,,,,,1
q_9_bio_ch8_lq_006,1,8.3 Cellular Respiration,Long,classification,Explain the types and importance of anaerobic respiration.,غیر ہوائی تنفس کی اقسام اور اہمیت بیان کریں۔,Medium,5,PRO,1
q_9_bio_ch8_lq_007,1,8.3 Cellular Respiration,Long,process_procedure,Outline the mechanism of aerobic respiration.,ہوائی تنفس کا طریقۂ کار بیان کریں۔,Hard,5,PRO,1
