question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_bio_ch9_001,1,9.2 Transport in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_001,1,9.2 Transport in Plants,Long,describe,Explain the internal structure of a root and describe the uptake of water and salts by the root.,جڑ کی اندرونی ساخت کی وضاحت کریں اور جڑ کے ذریعے پانی اور نمکیات کے جذب کو بیان کریں۔,Hard,5,PRO,1
sep_9_bio_ch9_002,1,9.3 Transpiration,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_002,1,9.3 Transpiration,Long,process_procedure,Describe the events involved in the opening and closing of stomata.,روزنوں کے کھلنے اور بند ہونے میں شامل واقعات بیان کریں۔,Medium,5,PRO,1
q_9_bio_ch9_lq_003,1,9.3 Transpiration,Long,cause_effect,"Describe temperature, wind, and humidity as factors affecting the rate of transpiration.",درجہ حرارت، ہوا اور نمی کو شرحِ تعرق پر اثر انداز ہونے والے عوامل کے طور پر بیان کریں۔,Medium,5,PRO,1
q_9_bio_ch9_lq_004,1,9.3 Transpiration,Long,cause_effect,Explain why plants transpire more on a windy day than on a humid day.,وضاحت کریں کہ پودے مرطوب دن کی نسبت ہوا دار دن میں زیادہ تعرق کیوں کرتے ہیں۔,Hard,5,PRO,1
sep_9_bio_ch9_003,1,9.4 Transport of Water and Salts in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_005,1,9.4 Transport of Water and Salts in Plants,Long,process_procedure,Describe the mechanism of transport of water and salts in plants.,پودوں میں پانی اور نمکیات کی نقل و حمل کا طریقۂ کار بیان کریں۔,Hard,5,PRO,1
sep_9_bio_ch9_004,1,9.5 Translocation of Food in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_006,1,9.5 Translocation of Food in Plants,Long,process_procedure,Explain the mechanism of food translocation by the pressure-flow mechanism.,پریشر فلو طریقۂ کار کے ذریعے غذا کی منتقلی کا طریقہ بیان کریں۔,Hard,5,PRO,1
sep_9_bio_ch9_005,1,9.6 Gaseous Exchange in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_007,1,9.6 Gaseous Exchange in Plants,Long,process_procedure,Describe the process of gaseous exchange in plants.,پودوں میں گیسوں کے تبادلے کا عمل بیان کریں۔,Medium,5,PRO,1
sep_9_bio_ch9_006,1,9.7 Mechanisms for Excretion in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_008,1,9.7 Mechanisms for Excretion in Plants,Long,explain,Explain how plants excrete extra water and salts from their bodies.,وضاحت کریں کہ پودے اپنے جسم سے اضافی پانی اور نمکیات کس طرح خارج کرتے ہیں۔,Medium,5,PRO,1
q_9_bio_ch9_lq_009,1,9.7 Mechanisms for Excretion in Plants,Long,describe,Describe the mechanisms and adaptations in plants for excretion of wastes.,پودوں میں فضلات کے اخراج کے طریقے اور موافقتیں بیان کریں۔,Medium,5,PRO,1
sep_9_bio_ch9_007,1,9.8 Osmotic Adjustments in Plants,Topic,topic_separator,,,,,,1
q_9_bio_ch9_lq_010,1,9.8 Osmotic Adjustments in Plants,Long,compare,"Explain osmotic adjustments in hydrophytes, xerophytes, and halophytes.",ہائیڈروفائٹس، زیروفائٹس اور ہیلوفائٹس میں اسموسی موافقتوں کی وضاحت کریں۔,Hard,5,PRO,1
