question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_bio_ch6_001,1,6.1 Biomolecules,Topic,topic_separator,,,,,,1
q_9_bio_ch6_lq_001,1,6.1 Biomolecules,Long,discuss,Evaluate the importance of water in the functioning of biomolecules.,حیاتی سالمات کے افعال میں پانی کی اہمیت کا جائزہ لیں۔,Hard,5,PRO,1
sep_9_bio_ch6_002,1,6.2 Carbohydrates,Topic,topic_separator,,,,,,1
q_9_bio_ch6_lq_002,1,6.2 Carbohydrates,Long,elaborate,Write a comprehensive note on the structures and roles of the three classes of carbohydrates.,کاربوہائیڈریٹس کی تین اقسام کی ساخت اور کردار پر جامع نوٹ لکھیں۔,Hard,5,PRO,1
sep_9_bio_ch6_003,1,6.3 Proteins,Topic,topic_separator,,,,,,1
q_9_bio_ch6_lq_003,1,6.3 Proteins,Long,discuss,Discuss the functions of proteins.,پروٹینز کے افعال پر بحث کریں۔,Medium,5,PRO,1
sep_9_bio_ch6_004,1,6.4 Lipids,Topic,topic_separator,,,,,,1
q_9_bio_ch6_lq_004,1,6.4 Lipids,Long,classification,What are fatty acids? Explain their types.,فیٹی ایسڈ کیا ہیں؟ ان کی اقسام کی وضاحت کریں۔,Medium,5,PRO,1
q_9_bio_ch6_lq_005,1,6.4 Lipids,Long,explain,Describe the basic structure of fats and oils. Explain how lipids play a role in energy storage.,چکنائیوں اور تیلوں کی بنیادی ساخت بیان کریں۔ وضاحت کریں کہ لپڈز توانائی کے ذخیرے میں کس طرح کردار ادا کرتے ہیں۔,Medium,5,PRO,1
sep_9_bio_ch6_005,1,6.5 Nucleic Acids,Topic,topic_separator,,,,,,1
q_9_bio_ch6_lq_006,1,6.5 Nucleic Acids,Long,diagram_based,Explain the double-helix structure of DNA and discuss base pairing in this structure.,DNA کی دوہری پیچ دار ساخت کی وضاحت کریں اور اس ساخت میں اساسوں کے جوڑ پر بحث کریں۔,Hard,5,PRO,1
sep_9_bio_ch6_006,1,6.6 The Working of DNA and RNA,Topic,topic_separator,,,,,,1
q_9_bio_ch6_lq_007,1,6.6 The Working of DNA and RNA,Long,process_procedure,Explain how the information in DNA is converted into RNA and then into proteins.,وضاحت کریں کہ DNA میں موجود معلومات کس طرح RNA اور پھر پروٹینز میں تبدیل ہوتی ہیں۔,Hard,5,PRO,1
