question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,1.1 Biology and its Branches,topic_separator,,,,,,1
q_9_bio_ch1_sq_001,1,1.1 Biology and its Branches,definition_function,Define Zoology and state the area or subject it studies.,حیوانیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,PRO,1
q_9_bio_ch1_sq_002,1,1.1 Biology and its Branches,definition_function,Define Botany and state the area or subject it studies.,نباتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,PRO,1
q_9_bio_ch1_sq_003,1,1.1 Biology and its Branches,definition_function,Define Microbiology and state the area or subject it studies.,خرد حیاتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ULTRA,1
q_9_bio_ch1_sq_004,1,1.1 Biology and its Branches,definition_function,Define Morphology and state the area or subject it studies.,شکلیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ULTRA,1
q_9_bio_ch1_sq_005,1,1.1 Biology and its Branches,definition_function,Define Anatomy and state the area or subject it studies.,تشریح الاعضاء کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ULTRA,1
q_9_bio_ch1_sq_006,1,1.1 Biology and its Branches,definition_function,Define Physiology and state the area or subject it studies.,فعلیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ELITE,1
q_9_bio_ch1_sq_007,1,1.1 Biology and its Branches,definition_function,Define Histology and state the area or subject it studies.,بافتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ELITE,1
q_9_bio_ch1_sq_008,1,1.1 Biology and its Branches,definition_function,Define Cytology and state the area or subject it studies.,خلیاتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ELITE,1
q_9_bio_ch1_sq_009,1,1.1 Biology and its Branches,definition_function,Define Embryology and state the area or subject it studies.,جنینیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,IMPORTANT,1
q_9_bio_ch1_sq_010,1,1.1 Biology and its Branches,definition_function,Define Genetics and state the area or subject it studies.,وراثیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,IMPORTANT,1
q_9_bio_ch1_sq_011,1,1.1 Biology and its Branches,definition_function,Define Palaeontology and state the area or subject it studies.,قدیم حیاتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,PRO,1
q_9_bio_ch1_sq_012,1,1.1 Biology and its Branches,classification,Define Taxonomy and relate it to the classification of organisms into groups on the basis of similarities and differences.,درجہ بندی کی تعریف کریں اور اسے درج ذیل حیاتیاتی تصور سے متعلق کریں: مماثلتوں اور اختلافات کی بنیاد پر جانداروں کی گروہ بندی,Easy,2,PRO,1
q_9_bio_ch1_sq_013,1,1.1 Biology and its Branches,definition_function,Define Ecology and explain why it is associated with the relationships between organisms and their environment.,ماحولیات کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: جانداروں اور ان کے ماحول کے باہمی تعلقات کا مطالعہ,Easy,2,ULTRA,1
q_9_bio_ch1_sq_014,1,1.1 Biology and its Branches,definition_function,Define Marine Biology and state the area or subject it studies.,سمندری حیاتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ULTRA,1
q_9_bio_ch1_sq_015,1,1.1 Biology and its Branches,definition_function,Define Pathology and state the area or subject it studies.,علم الامراض کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ULTRA,1
q_9_bio_ch1_sq_016,1,1.1 Biology and its Branches,definition_function,Define Immunology and state the area or subject it studies.,مدافعتیات کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Easy,2,ELITE,1
q_9_bio_ch1_sq_017,1,1.1 Biology and its Branches,definition_function,Define Pharmacology and state the area or subject it studies.,علم الادویہ کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Medium,2,ELITE,1
q_9_bio_ch1_sq_018,1,1.1 Biology and its Branches,definition_function,Define Biochemistry and state the area or subject it studies.,حیاتی کیمیا کی تعریف کریں اور اس کے مطالعے کا دائرہ بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.2 Relation of Biology with Other Sciences,topic_separator,,,,,,1
q_9_bio_ch1_sq_019,1,1.2 Relation of Biology with Other Sciences,definition_function,Define Biophysics and explain why it is associated with the application of principles of Physics to biological processes.,حیاتی طبیعیات کی تعریف کریں اور وضاحت کریں کہ یہ درج ذیل تصور سے کس طرح متعلق ہے: حیاتیاتی عمل میں طبیعیات کے اصولوں کا اطلاق,Medium,2,IMPORTANT,1
q_9_bio_ch1_sq_020,1,1.2 Relation of Biology with Other Sciences,function_purpose,"State the use of mathematical models, algorithms, and computer simulations to study biological systems and explain its importance.",درج ذیل کردار یا فعل بیان کریں اور اس کی اہمیت واضح کریں: حیاتیاتی نظاموں کے مطالعے میں ریاضیاتی نمونوں، الگورتھمز اور کمپیوٹر سیمولیشن کا استعمال,Medium,2,IMPORTANT,1
