question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,1.1 Physical and Non-Physical Quantities,topic_separator,,,,,,1
q_9_phy_ch1_sq_001,1,1.1 Physical and Non-Physical Quantities,definition_example,Define a physical quantity and give two examples that can be measured using instruments.,طبعی مقدار کی تعریف کریں اور دو ایسی مثالیں دیں جنہیں آلات کی مدد سے ناپا جا سکتا ہے۔,Easy,2,PRO,1
q_9_phy_ch1_sq_002,1,1.1 Physical and Non-Physical Quantities,definition_example,Define a non-physical quantity and give two examples related to human perception or behaviour.,غیر طبعی مقدار کی تعریف کریں اور انسانی ادراک یا رویّے سے متعلق دو مثالیں دیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_003,1,1.1 Physical and Non-Physical Quantities,difference,Differentiate between physical and non-physical quantities using measurability and the use of units.,قابلِ پیمائش ہونے اور اکائی کے استعمال کے لحاظ سے طبعی اور غیر طبعی مقداروں میں فرق بیان کریں۔,Medium,2,PRO,1
q_9_phy_ch1_sq_004,1,1.1 Physical and Non-Physical Quantities,concept_explanation,Explain why physical quantities form the foundation for expressing the laws and principles of physics.,وضاحت کریں کہ طبیعیات کے قوانین اور اصول بیان کرنے کے لیے طبعی مقداریں بنیادی اہمیت کیوں رکھتی ہیں۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.2 Base and Derived Physical Quantities,topic_separator,,,,,,1
q_9_phy_ch1_sq_005,1,1.2 Base and Derived Physical Quantities,definition_example,Define a base physical quantity and give three examples.,بنیادی طبعی مقدار کی تعریف کریں اور تین مثالیں دیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_006,1,1.2 Base and Derived Physical Quantities,definition_example,Define a derived physical quantity and give three examples.,اخذ شدہ طبعی مقدار کی تعریف کریں اور تین مثالیں دیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_007,1,1.2 Base and Derived Physical Quantities,compare_contrast,Compare base and derived physical quantities and give one suitable example of each.,بنیادی اور اخذ شدہ طبعی مقداروں کا موازنہ کریں اور ہر ایک کی ایک مناسب مثال دیں۔,Medium,2,PRO,1
TOPIC_SEP,1,1.2 Measurement of a Physical Quantity,topic_separator,,,,,,1
q_9_phy_ch1_sq_008,1,1.2 Measurement of a Physical Quantity,definition_function,Define measurement and state the two essential parts of a complete measurement.,پیمائش کی تعریف کریں اور مکمل پیمائش کے دو لازمی حصے بیان کریں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_009,1,1.2 Measurement of a Physical Quantity,explain_reason,Explain why a standard unit is required for reliable and comparable measurements.,وضاحت کریں کہ قابلِ اعتماد اور قابلِ موازنہ پیمائشوں کے لیے معیاری اکائی کیوں ضروری ہے۔,Medium,2,PRO,1
q_9_phy_ch1_sq_010,1,1.2 Measurement of a Physical Quantity,application_scenario,Explain why measuring a board with different students' hand spans may give different results and state the appropriate solution.,وضاحت کریں کہ مختلف طلبہ کے ہاتھ کے پھیلاؤ سے تختے کی پیمائش مختلف کیوں آ سکتی ہے اور مناسب حل بیان کریں۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.3 International System of Units,topic_separator,,,,,,1
q_9_phy_ch1_sq_011,1,1.3 International System of Units,table_based,Write the names and symbols of all seven SI base units.,تمام سات SI بنیادی اکائیوں کے نام اور علامات لکھیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_012,1,1.3 International System of Units,application_scenario,State the most suitable SI unit for expressing the height of a desk and justify the choice.,میز کی اونچائی ظاہر کرنے کے لیے موزوں ترین SI اکائی بیان کریں اور انتخاب کی وجہ دیں۔,Easy,2,PRO,1
TOPIC_SEP,1,1.3 Derived Units,topic_separator,,,,,,1
q_9_phy_ch1_sq_013,1,1.3 Derived Units,definition_example,Define a derived unit and give three examples with their symbols.,اخذ شدہ اکائی کی تعریف کریں اور علامات سمیت تین مثالیں دیں۔,Easy,2,ULTRA,1
q_9_phy_ch1_sq_014,1,1.3 Derived Units,formula_relationship,Show how the SI unit of area is obtained from base units.,واضح کریں کہ رقبے کی SI اکائی بنیادی اکائیوں سے کیسے حاصل ہوتی ہے۔,Medium,2,PRO,1
q_9_phy_ch1_sq_015,1,1.3 Derived Units,formula_relationship,Express the SI unit of electric charge in terms of ampere and second.,برقی بار کی SI اکائی کو ampere اور second کی صورت میں ظاہر کریں۔,Easy,2,ULTRA,1
q_9_phy_ch1_sq_016,1,1.3 Derived Units,formula_relationship,Express pascal in terms of newton and square metre.,pascal کو newton اور square metre کی صورت میں ظاہر کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.3 SI Prefixes,topic_separator,,,,,,1
q_9_phy_ch1_sq_017,1,1.3 SI Prefixes,definition_function,Define an SI prefix and state why prefixes are used with very large or very small measurements.,SI prefix کی تعریف کریں اور بیان کریں کہ بہت بڑی یا بہت چھوٹی پیمائشوں کے ساتھ prefixes کیوں استعمال کیے جاتے ہیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_018,1,1.3 SI Prefixes,list_state,"Write the names, symbols, and powers of ten of any three multiple prefixes and any three sub-multiple prefixes.",کسی تین multiple prefixes اور کسی تین sub-multiple prefixes کے نام، علامات اور powers of ten لکھیں۔,Medium,2,PRO,1
q_9_phy_ch1_sq_019,1,1.3 SI Prefixes,numerical_short,"Interpret the following prefixed quantities by writing each in metres or seconds: 5 pm, 15 ns, 6 μm, 5 fs.","درج ذیل prefixed quantities کو metres یا seconds میں لکھ کر ان کی تشریح کریں: 5 pm, 15 ns, 6 μm, 5 fs",Medium,2,PRO,1
TOPIC_SEP,1,1.4 Scientific Notation,topic_separator,,,,,,1
q_9_phy_ch1_sq_020,1,1.4 Scientific Notation,definition_function,Define scientific notation and state the permitted range of its numerical coefficient.,scientific notation کی تعریف کریں اور اس کے numerical coefficient کی مجاز حد بیان کریں۔,Easy,2,ULTRA,1
q_9_phy_ch1_sq_021,1,1.4 Scientific Notation,process_steps,State how the sign of the exponent is determined when the decimal point is moved to the left or right.,بیان کریں کہ decimal point کو بائیں یا دائیں منتقل کرنے پر exponent کی علامت کیسے متعین ہوتی ہے۔,Easy,2,ULTRA,1
q_9_phy_ch1_sq_022,1,1.4 Scientific Notation,numerical_short,Express the following values in scientific notation: 0.00354 m and 2574.32 kg.,"درج ذیل values کو scientific notation میں ظاہر کریں: 0.00354 m, 2574.32 kg",Medium,2,PRO,1
q_9_phy_ch1_sq_023,1,1.4 Scientific Notation,numerical_short,Add the following quantities and express the result in scientific notation: 4 × 10⁻⁴ kg + 3 × 10⁻⁵ kg.,درج ذیل quantities کو جمع کرکے result کو scientific notation میں ظاہر کریں: 4 × 10⁻⁴ kg + 3 × 10⁻⁵ kg,Medium,2,PRO,1
q_9_phy_ch1_sq_024,1,1.4 Scientific Notation,numerical_short,Subtract the following quantities and express the result in scientific notation: 5.4 × 10⁻⁶ m − 3.2 × 10⁻⁵ m.,درج ذیل quantities کو تفریق کرکے result کو scientific notation میں ظاہر کریں: 5.4 × 10⁻⁶ m − 3.2 × 10⁻⁵ m,Hard,2,PRO,1
q_9_phy_ch1_sq_025,1,1.4 Scientific Notation,numerical_short,Multiply the following quantities and express the result in scientific notation: (5 × 10⁴ m)(3 × 10⁻² m).,درج ذیل quantities کو ضرب دے کر result کو scientific notation میں ظاہر کریں: (5 × 10⁴ m)(3 × 10⁻² m),Hard,2,PRO,1
q_9_phy_ch1_sq_026,1,1.4 Scientific Notation,numerical_short,Divide the following quantities and express the result with the correct unit: (6 × 10⁸ kg)/(3 × 10⁴ m³).,درج ذیل quantities کو تقسیم کرکے result کو درست unit کے ساتھ ظاہر کریں: (6 × 10⁸ kg)/(3 × 10⁴ m³),Hard,2,PRO,1
TOPIC_SEP,1,1.5 Metre Rule and Measuring Tape,topic_separator,,,,,,1
q_9_phy_ch1_sq_027,1,1.5 Metre Rule and Measuring Tape,definition_unit,Define least count and state the least count of a metre rule.,least count کی تعریف کریں اور metre rule کی least count بیان کریں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_028,1,1.5 Metre Rule and Measuring Tape,features_characteristics,"State the measuring range, least count, and one suitable use of a measuring tape.",measuring tape کی measuring range، least count اور ایک مناسب استعمال بیان کریں۔,Easy,2,ELITE,1
q_9_phy_ch1_sq_029,1,1.5 Metre Rule and Measuring Tape,definition_function,Define parallax error and state how it can be avoided while reading a scale.,parallax error کی تعریف کریں اور scale پڑھتے وقت اس سے بچنے کا طریقہ بیان کریں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_030,1,1.5 Metre Rule and Measuring Tape,application_scenario,Describe how the length of a pencil should be measured when the zero end of a metre scale is worn out.,بیان کریں کہ metre scale کا zero end گھسا ہوا ہو تو pencil کی length کیسے measure کی جائے گی۔,Medium,2,PRO,1
q_9_phy_ch1_sq_031,1,1.5 Metre Rule and Measuring Tape,explain_reason,Explain why an object should be placed close to the metre scale while measuring its length.,وضاحت کریں کہ length measure کرتے وقت object کو metre scale کے قریب کیوں رکھا جاتا ہے۔,Medium,2,PRO,1
TOPIC_SEP,1,1.5 Vernier Callipers,topic_separator,,,,,,1
q_9_phy_ch1_sq_032,1,1.5 Vernier Callipers,definition_function,State the uses of Vernier Callipers and name its two measuring scales.,Vernier Callipers کے استعمالات بیان کریں اور اس کے دو measuring scales کے نام لکھیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_033,1,1.5 Vernier Callipers,function_purpose,"State the functions of the outside jaws, inside jaws, and depth gauge of Vernier Callipers.",Vernier Callipers کے outside jaws، inside jaws اور depth gauge کے functions بیان کریں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_034,1,1.5 Vernier Callipers,formula_relationship,Explain how the least count of Vernier Callipers is determined from the main scale and Vernier scale divisions.,وضاحت کریں کہ Vernier Callipers کی least count، main scale اور Vernier scale divisions سے کیسے determine کی جاتی ہے۔,Medium,2,ULTRA,1
q_9_phy_ch1_sq_035,1,1.5 Vernier Callipers,numerical_short,Calculate the Vernier constant when 10 Vernier-scale divisions equal 9 main-scale divisions and one main-scale division is 0.5 mm.,"درج ذیل data سے Vernier constant معلوم کریں: 10 VSD = 9 MSD, 1 MSD = 0.5 mm",Hard,2,PRO,1
q_9_phy_ch1_sq_036,1,1.5 Vernier Callipers,numerical_short,"Calculate the measured length using the following readings: main-scale reading = 4.3 cm, least count = 0.01 cm, coinciding Vernier division = 4.","درج ذیل readings سے measured length معلوم کریں: main-scale reading = 4.3 cm, least count = 0.01 cm, coinciding Vernier division = 4",Medium,2,PRO,1
q_9_phy_ch1_sq_037,1,1.5 Vernier Callipers,concept_explanation,Define zero error in Vernier Callipers and explain how positive and negative zero errors are corrected.,Vernier Callipers میں zero error کی تعریف کریں اور positive اور negative zero errors کی correction واضح کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,1.5 Micrometer Screw Gauge,topic_separator,,,,,,1
q_9_phy_ch1_sq_038,1,1.5 Micrometer Screw Gauge,definition_function,State two uses of a micrometer screw gauge and name its main and circular scales.,micrometer screw gauge کے دو استعمالات بیان کریں اور اس کے main اور circular scales کے نام لکھیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_039,1,1.5 Micrometer Screw Gauge,definition_formula,Define the pitch of a micrometer screw gauge and state how its least count is calculated.,micrometer screw gauge کی pitch کی تعریف کریں اور بیان کریں کہ اس کی least count کیسے calculate کی جاتی ہے۔,Easy,2,ULTRA,1
q_9_phy_ch1_sq_040,1,1.5 Micrometer Screw Gauge,function_purpose,State the function of the ratchet in a micrometer screw gauge.,micrometer screw gauge میں ratchet کا function بیان کریں۔,Easy,2,ELITE,1
q_9_phy_ch1_sq_041,1,1.5 Micrometer Screw Gauge,numerical_short,Calculate the least count of a screw gauge having a pitch of 1 mm and 100 divisions on its circular scale.,"درج ذیل data سے screw gauge کی least count معلوم کریں: pitch = 1 mm, circular-scale divisions = 100",Medium,2,PRO,1
q_9_phy_ch1_sq_042,1,1.5 Micrometer Screw Gauge,numerical_short,"Calculate the thickness from the following readings: main-scale reading = 6.5 mm, circular-scale reading = 25, least count = 0.01 mm.","درج ذیل readings سے thickness معلوم کریں: main-scale reading = 6.5 mm, circular-scale reading = 25, least count = 0.01 mm",Medium,2,PRO,1
TOPIC_SEP,1,1.5 Length Measuring Instruments,topic_separator,,,,,,1
q_9_phy_ch1_sq_043,1,1.5 Length Measuring Instruments,compare_contrast,Compare Vernier Callipers and a micrometer screw gauge in terms of least count and suitable measurements.,least count اور suitable measurements کے لحاظ سے Vernier Callipers اور micrometer screw gauge کا موازنہ کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,1.6 Mass Measuring Instruments,topic_separator,,,,,,1
q_9_phy_ch1_sq_044,1,1.6 Mass Measuring Instruments,difference,Differentiate between mass and weight and name one instrument used to measure each.,mass اور weight میں فرق بیان کریں اور ہر ایک کی پیمائش کے لیے استعمال ہونے والے ایک instrument کا نام لکھیں۔,Medium,2,PRO,1
TOPIC_SEP,1,1.6 Physical Balance,topic_separator,,,,,,1
q_9_phy_ch1_sq_045,1,1.6 Physical Balance,process_steps,Describe the essential steps for measuring the mass of an object with a physical balance.,physical balance سے object کی mass measure کرنے کے essential steps بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,1.6 Measurement by Multiples,topic_separator,,,,,,1
q_9_phy_ch1_sq_046,1,1.6 Measurement by Multiples,application_scenario,Explain how the thickness of one coin or one sheet can be estimated accurately by measuring a large number of identical items.,وضاحت کریں کہ identical items کی بڑی تعداد measure کرکے one coin یا one sheet کی thickness زیادہ accuracy سے کیسے estimate کی جا سکتی ہے۔,Medium,2,ELITE,1
TOPIC_SEP,1,1.7 Time Measuring Instruments,topic_separator,,,,,,1
q_9_phy_ch1_sq_047,1,1.7 Time Measuring Instruments,compare_contrast,Compare a mechanical stopwatch and a digital stopwatch in terms of least count and reading method.,least count اور reading method کے لحاظ سے mechanical stopwatch اور digital stopwatch کا موازنہ کریں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_048,1,1.7 Time Measuring Instruments,process_steps,"State the sequence for starting, stopping, reading, and resetting a mechanical stopwatch.",mechanical stopwatch کو start، stop، read اور reset کرنے کی sequence بیان کریں۔,Easy,2,ELITE,1
TOPIC_SEP,1,1.7 Time Standards,topic_separator,,,,,,1
q_9_phy_ch1_sq_049,1,1.7 Time Standards,application_scenario,Suggest two repetitive natural phenomena that could serve as reasonably accurate time standards.,دو repetitive natural phenomena تجویز کریں جو reasonably accurate time standards کے طور پر استعمال ہو سکیں۔,Easy,2,PRO,1
TOPIC_SEP,1,1.8 Measuring Cylinder,topic_separator,,,,,,1
q_9_phy_ch1_sq_050,1,1.8 Measuring Cylinder,definition_unit,State the purpose of a measuring cylinder and write two commonly marked volume units on it.,measuring cylinder کا purpose بیان کریں اور اس پر marked دو common volume units لکھیں۔,Easy,2,PRO,1
q_9_phy_ch1_sq_051,1,1.8 Measuring Cylinder,compare_contrast,Compare the correct meniscus readings for water and mercury in a measuring cylinder.,measuring cylinder میں water اور mercury کی correct meniscus readings کا موازنہ کریں۔,Medium,2,PRO,1
q_9_phy_ch1_sq_052,1,1.8 Measuring Cylinder,process_steps,Describe how the volume of a small insoluble solid is determined by liquid displacement in a measuring cylinder.,بیان کریں کہ measuring cylinder میں liquid displacement سے small insoluble solid کا volume کیسے determine کیا جاتا ہے۔,Medium,2,PRO,1
TOPIC_SEP,1,1.8 Displacement Can Method,topic_separator,,,,,,1
q_9_phy_ch1_sq_053,1,1.8 Displacement Can Method,process_steps,Describe how the displacement-can method is used to determine the volume of an irregular solid that does not fit into a measuring cylinder.,بیان کریں کہ measuring cylinder میں fit نہ ہونے والے irregular solid کا volume displacement-can method سے کیسے determine کیا جاتا ہے۔,Hard,2,ULTRA,1
TOPIC_SEP,1,1.8 Vernier Callipers Applications,topic_separator,,,,,,1
