question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_phy_ch6_001,1,6.2 Hooke's Law,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_001,1,6.2 Hooke's Law,Long,state_and_explain,State and explain Hooke's law. Describe three applications of the law and state the condition under which it is valid.,Hooke's law کو state اور explain کریں۔ law کی three applications بیان کریں اور وہ condition state کریں جس میں یہ valid ہے۔,Easy,5,PRO,1
sep_9_phy_ch6_002,1,6.7–6.8 Barometer and Manometer,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_002,1,6.7–6.8 Barometer and Manometer,Long,compare,"Describe the construction, working, and applications of a simple mercury barometer and a manometer.",simple mercury barometer اور manometer کی construction، working اور applications بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch6_003,1,6.9 Pascal's Law,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_003,1,6.9 Pascal's Law,Long,state_and_explain,State Pascal's law and explain its applications in a hydraulic press and hydraulic brakes.,Pascal's law کو state کریں اور hydraulic press اور hydraulic brakes میں اس کی applications explain کریں۔,Medium,5,PRO,1
sep_9_phy_ch6_004,1,6.5 Pressure in Liquids,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_004,1,6.5 Pressure in Liquids,Long,derive,Explain the factors on which pressure at a point in a liquid depends and derive the relationship used to calculate it.,وہ factors explain کریں جن پر liquid کے point پر pressure depend کرتی ہے، اور اسے calculate کرنے کا relationship derive کریں۔,Hard,5,PRO,1
sep_9_phy_ch6_005,1,6.6 Atmospheric Pressure,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_005,1,6.6 Atmospheric Pressure,Long,explain,Explain how the atmosphere exerts pressure and discuss at least three textbook-supported applications or effects of atmospheric pressure.,explain کریں کہ atmosphere pressure کیسے exert کرتی ہے، اور atmospheric pressure کی at least three textbook-supported applications یا effects discuss کریں۔,Medium,5,PRO,1
sep_9_phy_ch6_006,1,6.2 Combination of Springs,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_006,1,6.2 Combination of Springs,Long,application_case,"Identical springs, each having spring constant k, are arranged singly and in parallel. Determine and explain the total extension and equivalent spring constant for the arrangements shown.",identical springs، each spring constant k، singly اور parallel arrange کی گئی ہیں۔ shown arrangements کے لیے total extension اور equivalent spring constant determine اور explain کریں۔,Hard,5,PRO,1
sep_9_phy_ch6_007,1,6.1–6.2 Elasticity and Hooke's Law,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_007,1,6.1–6.2 Elasticity and Hooke's Law,Long,cause_effect,"Explain why springs are made of steel rather than ordinary iron. Discuss elastic behaviour, elastic limit, and the suitability of materials for springs.",explain کریں کہ springs ordinary iron کے بجائے steel کی کیوں بنائی جاتی ہیں۔ elastic behaviour، elastic limit اور springs کے لیے materials کی suitability discuss کریں۔,Medium,5,PRO,1
q_9_phy_ch6_lq_008,1,6.5 Pressure in Liquids,Long,application_case,Compare water pressure one metre below the surface of a swimming pool with water pressure one metre below the surface of a large deep lake. Justify the comparison.,swimming pool کی surface سے one metre below water pressure کو large deep lake کی surface سے one metre below water pressure کے ساتھ compare کریں، اور comparison justify کریں۔,Medium,5,PRO,1
q_9_phy_ch6_lq_009,1,6.9 Pascal's Law,Long,application_case,Explain why an increase of pressure in one part of a confined liquid is transmitted throughout the liquid. Give and explain a daily-life hydraulic application.,explain کریں کہ confined liquid کے one part میں pressure increase پورے liquid میں کیوں transmit ہوتی ہے۔ ایک daily-life hydraulic application دے کر explain کریں۔,Medium,5,PRO,1
sep_9_phy_ch6_008,1,6.7 Mercury Barometer,Topic,topic_separator,,,,,,1
q_9_phy_ch6_lq_010,1,6.7 Mercury Barometer,Long,cause_effect,Explain how trapped air at the top of a mercury barometer and an improperly sealed glass tube affect the height of the mercury column and the measured atmospheric pressure.,explain کریں کہ mercury barometer کے top پر trapped air اور improperly sealed glass tube mercury column کی height اور measured atmospheric pressure کو کیسے affect کرتے ہیں۔,Hard,5,PRO,1
sep_9_phy_ch6_009,1,6.3 Density and Engineering Applications,Topic,topic_separator,,,,,,1
