question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_phy_ch7_001,1,7.1 Kinetic Molecular Theory of Matter,Topic,topic_separator,,,,,,1
q_9_phy_ch7_lq_001,1,7.1 Kinetic Molecular Theory of Matter,Long,compare,"Describe the main points of the kinetic molecular theory of matter that differentiate solids, liquids, and gases.",kinetic molecular theory of matter کے وہ main points بیان کریں جو solids، liquids اور gases میں فرق واضح کرتے ہیں۔,Medium,5,PRO,1
sep_9_phy_ch7_002,1,7.2–7.5 Temperature Measurement,Topic,topic_separator,,,,,,1
q_9_phy_ch7_lq_002,1,7.2–7.5 Temperature Measurement,Long,describe,"Define temperature, explain how it is measured, and describe the construction and working of a mercury-in-glass thermometer.",temperature کی تعریف کریں، explain کریں کہ اسے کیسے measure کیا جاتا ہے، اور mercury-in-glass thermometer کی construction اور working بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch7_003,1,7.3 Temperature Scales,Topic,topic_separator,,,,,,1
q_9_phy_ch7_lq_003,1,7.3 Temperature Scales,Long,compare,"Compare the Celsius, Fahrenheit, and Kelvin temperature scales using their fixed points and scale intervals.",fixed points اور scale intervals کے لحاظ سے Celsius، Fahrenheit اور Kelvin temperature scales کا موازنہ کریں۔,Medium,5,PRO,1
sep_9_phy_ch7_004,1,"7.4 Sensitivity, Range and Linearity",Topic,topic_separator,,,,,,1
q_9_phy_ch7_lq_004,1,"7.4 Sensitivity, Range and Linearity",Long,compare,"Explain sensitivity, range, and linearity of thermometers with suitable examples.",thermometers کی sensitivity، range اور linearity کو suitable examples کے ساتھ explain کریں۔,Medium,5,PRO,1
sep_9_phy_ch7_005,1,7.5 Structure of a Liquid-in-Glass Thermometer,Topic,topic_separator,,,,,,1
q_9_phy_ch7_lq_005,1,7.5 Structure of a Liquid-in-Glass Thermometer,Long,cause_effect,"Explain how bulb size, capillary bore, thermometric liquid, glass thickness, and scale design are modified to improve the sensitivity, range, and linearity of a liquid-in-glass thermometer.",explain کریں کہ bulb size، capillary bore، thermometric liquid، glass thickness اور scale design کو liquid-in-glass thermometer کی sensitivity، range اور linearity improve کرنے کے لیے کیسے modify کیا جاتا ہے۔,Hard,5,PRO,1
sep_9_phy_ch7_006,1,7.1 Kinetic Molecular Theory and Plasma,Topic,topic_separator,,,,,,1
