question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_phy_ch8_001,1,8.1–8.2 Identification and Properties of Magnets,Topic,topic_separator,,,,,,1
q_9_phy_ch8_lq_001,1,8.1–8.2 Identification and Properties of Magnets,Long,application_case,"Explain how an object can be identified as a permanent magnet rather than an unmagnetised magnetic material. Include attraction, repulsion, polarity, and free suspension in the explanation.",explain کریں کہ object کو unmagnetised magnetic material کے بجائے permanent magnet کے طور پر کیسے identify کیا جا سکتا ہے۔ explanation میں attraction، repulsion، polarity اور free suspension شامل کریں۔,Medium,5,PRO,1
sep_9_phy_ch8_002,1,8.5 Magnetic Fields and Lines of Force,Topic,topic_separator,,,,,,1
q_9_phy_ch8_lq_002,1,8.5 Magnetic Fields and Lines of Force,Long,diagram_based,Explain magnetic-field strength in terms of magnetic lines of force. Draw and explain the field patterns for two suitable arrangements of magnetic poles.,magnetic lines of force کے لحاظ سے magnetic-field strength explain کریں۔ magnetic poles کی two suitable arrangements کے field patterns draw اور explain کریں۔,Hard,5,PRO,1
sep_9_phy_ch8_003,1,8.7 Electromagnetic Circuit Breaker,Topic,topic_separator,,,,,,1
q_9_phy_ch8_lq_003,1,8.7 Electromagnetic Circuit Breaker,Long,diagram_based,Describe the construction and working of an electromagnetic circuit breaker with the help of a labelled diagram. Explain how it protects an appliance from excessive current.,labelled diagram کی مدد سے electromagnetic circuit breaker کی construction اور working بیان کریں۔ explain کریں کہ یہ appliance کو excessive current سے کیسے protect کرتی ہے۔,Hard,5,PRO,1
sep_9_phy_ch8_004,1,8.1–8.4 Attraction by a Magnet,Topic,topic_separator,,,,,,1
q_9_phy_ch8_lq_004,1,8.1–8.4 Attraction by a Magnet,Long,explain,Explain the statement that a magnet attracts only a magnet. Distinguish carefully between attraction of an unmagnetised magnetic material and attraction between unlike magnetic poles.,statement explain کریں کہ magnet صرف magnet کو attract کرتی ہے۔ unmagnetised magnetic material کی attraction اور unlike magnetic poles کی attraction میں carefully فرق بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch8_005,1,8.8 Domain Theory of Magnetism,Topic,topic_separator,,,,,,1
q_9_phy_ch8_lq_005,1,8.8 Domain Theory of Magnetism,Long,compare,"Differentiate between paramagnetic, diamagnetic, and ferromagnetic materials with reference to electron magnetic effects, domains, response to an external magnetic field, and suitable examples.",electron magnetic effects، domains، external magnetic field کے response اور suitable examples کے حوالے سے paramagnetic، diamagnetic اور ferromagnetic materials میں فرق بیان کریں۔,Hard,5,PRO,1
