question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,5.1 Work,topic_separator,,,,,,1
q_9_phy_ch5_sq_001,1,5.1 Work,definition_formula,Define work in physics and write its mathematical relationship when force and displacement are parallel.,physics میں work کی تعریف کریں اور force و displacement parallel ہونے پر اس کا mathematical relationship لکھیں۔,Easy,2,PRO,1
q_9_phy_ch5_sq_002,1,5.1 Work,concept_explanation,State the two essential conditions required for a force to do work on an object.,force کے object پر work کرنے کے لیے required دو essential conditions بیان کریں۔,Easy,2,ULTRA,1
q_9_phy_ch5_sq_003,1,5.1 Work,explain_reason,Explain why no work is done when an applied force produces no displacement.,وضاحت کریں کہ applied force displacement produce نہ کرے تو work کیوں نہیں ہوتا۔,Easy,2,PRO,1
TOPIC_SEP,1,5.1 Work at an Angle,topic_separator,,,,,,1
q_9_phy_ch5_sq_004,1,5.1 Work at an Angle,formula_relationship,State how work is calculated when a force acts at an angle to the displacement.,بیان کریں کہ force displacement کے ساتھ angle پر act کرے تو work کیسے calculate کیا جاتا ہے۔,Medium,2,PRO,1
q_9_phy_ch5_sq_005,1,5.1 Work at an Angle,explain_reason,Explain why work is zero when force is perpendicular to displacement.,وضاحت کریں کہ force displacement کے perpendicular ہو تو work zero کیوں ہوتا ہے۔,Medium,2,PRO,1
q_9_phy_ch5_sq_006,1,5.1 Work,features_characteristics,State why work is a scalar quantity.,بیان کریں کہ work scalar quantity کیوں ہے۔,Easy,2,ELITE,1
TOPIC_SEP,1,5.1 Force-Distance Graph,topic_separator,,,,,,1
q_9_phy_ch5_sq_007,1,5.1 Force-Distance Graph,diagram_based,State what the area under a force-distance graph represents.,بیان کریں کہ force-distance graph کے نیچے area کیا represent کرتا ہے۔,Easy,2,PRO,1
TOPIC_SEP,1,5.1 Unit of Work,topic_separator,,,,,,1
q_9_phy_ch5_sq_008,1,5.1 Unit of Work,definition_unit,Define one joule and express it in newton-metre.,one joule کی تعریف کریں اور اسے newton-metre میں express کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,5.1 Work Numerical,topic_separator,,,,,,1
q_9_phy_ch5_sq_009,1,5.1 Work Numerical,numerical_short,A force of 20 N acts at 60° to the horizontal and moves a box through 3 m. Calculate the work done.,"درج ذیل data سے work done معلوم کریں: F = 20 N, θ = 60°, displacement = 3 m",Hard,2,PRO,1
TOPIC_SEP,1,5.2 Energy,topic_separator,,,,,,1
q_9_phy_ch5_sq_010,1,5.2 Energy,definition_unit,Define energy and state its SI unit.,energy کی تعریف کریں اور اس کی SI unit بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,5.2 Mechanical Energy,topic_separator,,,,,,1
