question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,9.1 Scope of Physics,topic_separator,,,,,,1
q_9_phy_ch9_sq_001,1,9.1 Scope of Physics,definition_function,Define science and name its two main groups.,science کی تعریف کریں اور اس کے دو main groups کے نام لکھیں۔,Easy,2,PRO,1
q_9_phy_ch9_sq_002,1,9.1 Scope of Physics,definition_function,Define physics and state the fundamental entities studied in it.,physics کی تعریف کریں اور اس میں studied fundamental entities بیان کریں۔,Easy,2,PRO,1
q_9_phy_ch9_sq_003,1,9.1 Scope of Physics,classification,Differentiate between biological sciences and physical sciences using the type of matter studied.,studied matter کی type کے لحاظ سے biological sciences اور physical sciences میں فرق بیان کریں۔,Medium,2,ELITE,1
q_9_phy_ch9_sq_004,1,9.1 Scope of Physics,concept_explanation,"Explain how matter, energy, space, and time are mutually connected in physics.",وضاحت کریں کہ physics میں matter، energy، space اور time ایک دوسرے سے کیسے connected ہیں۔,Hard,2,ULTRA,1
TOPIC_SEP,1,9.2 Branches of Physics,topic_separator,,,,,,1
q_9_phy_ch9_sq_005,1,9.2 Branches of Physics,list_state,Name any six major branches of physics.,physics کی any six major branches کے نام لکھیں۔,Easy,2,PRO,1
TOPIC_SEP,1,9.2 Mechanics,topic_separator,,,,,,1
q_9_phy_ch9_sq_006,1,9.2 Mechanics,definition_function,Define mechanics and state the laws on which classical mechanics is based.,mechanics کی تعریف کریں اور وہ laws بیان کریں جن پر classical mechanics based ہے۔,Easy,2,ELITE,1
TOPIC_SEP,1,9.2 Heat and Thermodynamics,topic_separator,,,,,,1
q_9_phy_ch9_sq_007,1,9.2 Heat and Thermodynamics,definition_function,Define heat and thermodynamics as a branch of physics and state its subject matter.,physics کی branch کے طور پر heat and thermodynamics کی تعریف کریں اور اس کا subject matter بیان کریں۔,Easy,2,ELITE,1
TOPIC_SEP,1,9.2 Acoustics,topic_separator,,,,,,1
q_9_phy_ch9_sq_008,1,9.2 Acoustics,definition_function,Define acoustics and state the form of energy studied in it.,acoustics کی تعریف کریں اور اس میں studied energy کی form بیان کریں۔,Easy,2,ELITE,1
TOPIC_SEP,1,9.2 Optics,topic_separator,,,,,,1
q_9_phy_ch9_sq_009,1,9.2 Optics,definition_function,Define optics and state the physical phenomenon it studies.,optics کی تعریف کریں اور وہ physical phenomenon بیان کریں جسے یہ study کرتی ہے۔,Easy,2,ELITE,1
TOPIC_SEP,1,9.2 Electromagnetism,topic_separator,,,,,,1
