question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_phy_ch3_001,1,3.1 Concept and Types of Force,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_001,1,3.1 Concept and Types of Force,Long,explain,Explain the concept of force with practical examples. Discuss the possible effects of force on the motion and shape of an object.,force کے concept کو practical examples کے ساتھ explain کریں۔ object کی motion اور shape پر force کے possible effects discuss کریں۔,Easy,5,PRO,1
sep_9_phy_ch3_002,1,3.4 Newton's Laws of Motion,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_002,1,3.4 Newton's Laws of Motion,Long,state_and_explain,State and explain Newton's three laws of motion with suitable examples and clearly identify action-reaction pairs.,Newton's three laws of motion کو suitable examples کے ساتھ state اور explain کریں، اور action-reaction pairs کو clearly identify کریں۔,Medium,5,PRO,1
sep_9_phy_ch3_003,1,3.9 Momentum and Impulse,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_003,1,3.9 Momentum and Impulse,Long,derive,Define momentum and derive Newton's second law of motion in terms of the rate of change of momentum.,momentum کی تعریف کریں اور Newton's second law of motion کو rate of change of momentum کی صورت میں derive کریں۔,Hard,5,PRO,1
sep_9_phy_ch3_004,1,3.10 Principle of Conservation of Momentum,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_004,1,3.10 Principle of Conservation of Momentum,Long,state_and_explain,State and explain the principle of conservation of momentum. Use a two-body collision to establish the relationship between momentum before and after collision.,principle of conservation of momentum کو state اور explain کریں۔ two-body collision استعمال کرتے ہوئے collision سے پہلے اور بعد کے momentum کا relationship establish کریں۔,Hard,5,PRO,1
sep_9_phy_ch3_005,1,3.8 Static and Kinetic Friction,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_005,1,3.8 Static and Kinetic Friction,Long,explain,"Describe the motion of a block on a horizontal table while an applied force is gradually increased. Explain static friction, limiting friction, and kinetic friction.",horizontal table پر block کی motion بیان کریں جب applied force gradually increase کی جائے۔ static friction، limiting friction اور kinetic friction explain کریں۔,Medium,5,PRO,1
sep_9_phy_ch3_006,1,3.8 Friction in Vehicles,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_006,1,3.8 Friction in Vehicles,Long,cause_effect,"Explain the effects of friction on vehicle motion with reference to tyre tread, road conditions, braking force, and stopping distance.",tyre tread، road conditions، braking force اور stopping distance کے حوالے سے vehicle motion پر friction کے effects explain کریں۔,Medium,5,PRO,1
sep_9_phy_ch3_007,1,3.10 Conservation of Momentum,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_007,1,3.10 Conservation of Momentum,Long,application_case,Two ice skaters of masses 60 kg and 80 kg push apart on frictionless ice. Explain how conservation of momentum applies and how their velocities are related.,masses 60 kg اور 80 kg کے two ice skaters frictionless ice پر ایک دوسرے کو push کرتے ہیں۔ explain کریں کہ conservation of momentum کیسے apply ہوتا ہے اور ان کی velocities کیسے related ہیں۔,Hard,5,PRO,1
sep_9_phy_ch3_008,1,3.9 Impulse and Safety,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_008,1,3.9 Impulse and Safety,Long,application_case,"Explain the advantage of airbags over seatbelts alone in terms of impulse, change in momentum, and collision time.",impulse، change in momentum اور collision time کے لحاظ سے airbags کا seatbelts alone پر advantage explain کریں۔,Medium,5,PRO,1
sep_9_phy_ch3_009,1,3.4 Newton's Third Law,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_009,1,3.4 Newton's Third Law,Long,application_case,A horse claims that it cannot pull a cart because the cart exerts an equal and opposite force on it. Explain the error in this reasoning using Newton's third law and the external forces on the horse-cart system.,horse claim کرتا ہے کہ وہ cart کو pull نہیں کر سکتا کیونکہ cart اس پر equal and opposite force exert کرتی ہے۔ Newton's third law اور horse-cart system پر external forces کی مدد سے اس reasoning کی error explain کریں۔,Hard,5,PRO,1
sep_9_phy_ch3_010,1,3.9 Impulse,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_010,1,3.9 Impulse,Long,application_case,"Explain why a cricket fielder moves the hands backward while catching a fast ball and relate the explanation to force, impulse, and stopping time.",explain کریں کہ fast ball catch کرتے وقت cricket fielder hands کو backward کیوں move کرتا ہے، اور explanation کو force، impulse اور stopping time سے relate کریں۔,Medium,5,PRO,1
sep_9_phy_ch3_011,1,3.4 Newton's Third Law and Momentum,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_011,1,3.4 Newton's Third Law and Momentum,Long,application_case,Explain why a person jumping from a small boat toward the riverbank may cause another person in the boat to fall into the water.,explain کریں کہ small boat سے riverbank کی طرف jump کرنے والا person boat میں موجود دوسرے person کو water میں fall کرنے کا سبب کیوں بن سکتا ہے۔,Medium,5,ELITE,1
sep_9_phy_ch3_012,1,3.8 Friction,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_012,1,3.8 Friction,Long,discuss,Discuss the consequences for daily life if friction suddenly vanished from all surfaces.,اگر تمام surfaces سے friction suddenly vanish ہو جائے تو daily life کے consequences discuss کریں۔,Hard,5,ELITE,1
sep_9_phy_ch3_013,1,3.2 Fundamental Forces of Nature,Topic,topic_separator,,,,,,1
q_9_phy_ch3_lq_013,1,3.2 Fundamental Forces of Nature,Long,compare,"Compare gravitational, electromagnetic, strong nuclear, and weak nuclear forces in terms of the objects on which they act, range, and principal effects. State the significance of the unification of electromagnetic and weak nuclear forces.",objects، range اور principal effects کے لحاظ سے gravitational، electromagnetic، strong nuclear اور weak nuclear forces کا موازنہ کریں۔ electromagnetic اور weak nuclear forces کی unification کی significance بیان کریں۔,Hard,5,ULTRA,1
sep_9_phy_ch3_014,1,3.3 Free-Body Diagrams,Topic,topic_separator,,,,,,1
