question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Kinetic Molecular Theory,Topic,,,,,,,,,,,1
q_9_phy_ch7_001,1,7.1 Kinetic Molecular Theory,Remember,"According to kinetic molecular theory, matter is composed of:",kinetic molecular theory کے مطابق matter کس سے composed ہے؟,Molecules in motion / motion میں molecules,Only stationary electrons / صرف stationary electrons,Empty space without particles / particles کے بغیر empty space,Only magnetic poles / صرف magnetic poles,A | Molecules in motion / motion میں molecules,Easy,1,ULTRA,1
q_9_phy_ch7_002,1,7.1 Kinetic Molecular Theory,Remember,Molecules possess kinetic energy because of their:,molecules kinetic energy کس وجہ سے possess کرتے ہیں؟,Motion / motion,Colour / colour,Name / name,Unit / unit,A | Motion / motion,Easy,1,PRO,1
q_9_phy_ch7_003,1,7.1 Kinetic Molecular Theory,Remember,Molecular potential energy is associated with:,molecular potential energy کس کے ساتھ associated ہے؟,Only molecular colour / صرف molecular colour,Time measurement / time measurement,Electric current in a wire / wire میں electric current,Intermolecular forces of attraction / intermolecular forces of attraction,D | Intermolecular forces of attraction / intermolecular forces of attraction,Easy,1,ULTRA,1
TOPIC_SEP,1,7.1 States of Matter,Topic,,,,,,,,,,,1
q_9_phy_ch7_004,1,7.1 States of Matter,Remember,Molecules in a solid mainly:,solid میں molecules mainly کیا کرتے ہیں؟,Move freely throughout the container / container میں freely move کرتے ہیں,Remain completely motionless / completely motionless رہتے ہیں,Move only in circular paths / صرف circular paths میں move کرتے ہیں,Vibrate about their mean positions / اپنی mean positions کے about vibrate کرتے ہیں,D | Vibrate about their mean positions / اپنی mean positions کے about vibrate کرتے ہیں,Easy,1,PRO,1
q_9_phy_ch7_005,1,7.1 States of Matter,Remember,The motion of molecules in a gas is mainly:,gas میں molecules کی motion mainly کیا ہے؟,Vibratory motion only / صرف vibratory motion,Fixed rotation at one point / one point پر fixed rotation,Random motion / random motion,No motion / no motion,C | Random motion / random motion,Easy,1,PRO,1
q_9_phy_ch7_006,1,7.1 States of Matter,Understand,Solids have fixed shape mainly because their molecules:,solids fixed shape mainly کیوں رکھتے ہیں؟,Are very far apart / بہت far apart ہیں,Have no attraction / کوئی attraction نہیں,Are closely packed with strong attraction / closely packed اور strong attraction رکھتے ہیں,Move freely in all directions / all directions میں freely move کرتے ہیں,C | Are closely packed with strong attraction / closely packed اور strong attraction رکھتے ہیں,Medium,1,PRO,1
q_9_phy_ch7_007,1,7.1 States of Matter,Understand,Gases have neither fixed shape nor fixed volume because their molecules:,gases کی fixed shape اور fixed volume کیوں نہیں ہوتی؟,Are far apart and move freely / far apart ہیں اور freely move کرتے ہیں,Are fixed in a lattice / fixed lattice میں ہیں,Have zero kinetic energy / zero kinetic energy رکھتے ہیں,Are connected by rigid rods / rigid rods سے connected ہیں,A | Are far apart and move freely / far apart ہیں اور freely move کرتے ہیں,Medium,1,PRO,1
TOPIC_SEP,1,7.1 Plasma,Topic,,,,,,,,,,,1
q_9_phy_ch7_008,1,7.1 Plasma,Remember,Plasma consists mainly of:,plasma mainly کس پر مشتمل ہے؟,Neutral solid molecules only / صرف neutral solid molecules,A liquid without particles / particles کے بغیر liquid,Ionized gas with positive and negative charges / positive اور negative charges والی ionized gas,Only photons / صرف photons,C | Ionized gas with positive and negative charges / positive اور negative charges والی ionized gas,Medium,1,ELITE,1
TOPIC_SEP,1,7.2 Heat and Temperature,Topic,,,,,,,,,,,1
q_9_phy_ch7_009,1,7.2 Heat and Temperature,Remember,Temperature is the degree of:,temperature کس چیز کی degree ہے؟,Mass or weight / mass یا weight,Pressure or density / pressure یا density,Length or area / length یا area,Hotness or coldness / hotness یا coldness,D | Hotness or coldness / hotness یا coldness,Easy,1,PRO,1
q_9_phy_ch7_010,1,7.2 Heat and Temperature,Understand,Temperature determines the direction of:,temperature کس flow کی direction determine کرتی ہے؟,Mass flow only / صرف mass flow,Heat flow / heat flow,Magnetic poles / magnetic poles,Nuclear force / nuclear force,B | Heat flow / heat flow,Medium,1,PRO,1
q_9_phy_ch7_011,1,7.2 Heat and Temperature,Remember,Heat is defined as:,heat کی definition کیا ہے؟,Energy permanently contained as heat / heat کے طور پر permanently contained energy,Energy transferred due to temperature difference / temperature difference کی وجہ سے transferred energy,Mass per unit volume / mass per unit volume,Force per unit area / force per unit area,B | Energy transferred due to temperature difference / temperature difference کی وجہ سے transferred energy,Easy,1,PRO,1
TOPIC_SEP,1,7.2 Internal Energy,Topic,,,,,,,,,,,1
q_9_phy_ch7_012,1,7.2 Internal Energy,Remember,Internal energy is the sum of molecular:,internal energy molecular کن energies کا sum ہے؟,Kinetic and potential energies / kinetic اور potential energies,Light and sound energies only / صرف light اور sound energies,Mass and force / mass اور force,Pressure and volume only / صرف pressure اور volume,A | Kinetic and potential energies / kinetic اور potential energies,Medium,1,ULTRA,1
TOPIC_SEP,1,7.2 Heat and Internal Energy,Topic,,,,,,,,,,,1
q_9_phy_ch7_013,1,7.2 Heat and Internal Energy,Understand,Which statement is correct?,کون سا statement correct ہے؟,A body permanently contains heat as a substance / body heat کو substance کے طور پر permanently contain کرتی ہے,Heat and temperature are identical / heat اور temperature identical ہیں,"A body contains internal energy, not heat / body internal energy contain کرتی ہے، heat نہیں",Cold flows from a cold body to a warm body / cold، cold body سے warm body کی طرف flow کرتی ہے,"C | A body contains internal energy, not heat / body internal energy contain کرتی ہے، heat نہیں",Hard,1,PRO,1
TOPIC_SEP,1,7.2 Heat Transfer Direction,Topic,,,,,,,,,,,1
q_9_phy_ch7_014,1,7.2 Heat Transfer Direction,Apply,"When a warm hand touches a cold surface, energy flows:",warm hand cold surface کو touch کرے تو energy کس direction میں flow کرتی ہے؟,From the hand to the surface / hand سے surface کی طرف,From the surface to the hand as cold / surface سے hand کی طرف cold کے طور پر,In neither direction / کسی direction میں نہیں,Only upward / صرف upward,A | From the hand to the surface / hand سے surface کی طرف,Hard,1,PRO,1
TOPIC_SEP,1,7.3 Temperature Scales,Topic,,,,,,,,,,,1
q_9_phy_ch7_015,1,7.3 Temperature Scales,Remember,The main temperature scales discussed are:,discussed main temperature scales کون سی ہیں؟,"Metre, kilogram and second / metre، kilogram اور second","Joule, watt and newton / joule، watt اور newton","Pascal, coulomb and tesla / pascal، coulomb اور tesla","Celsius, Fahrenheit and Kelvin / Celsius، Fahrenheit اور Kelvin","D | Celsius, Fahrenheit and Kelvin / Celsius، Fahrenheit اور Kelvin",Easy,1,ULTRA,1
q_9_phy_ch7_016,1,7.3 Temperature Scales,Remember,The relation between Kelvin and Celsius temperature is:,Kelvin اور Celsius temperature کے درمیان relation کیا ہے؟,T(K) = T(°C) − 273,T(K) = 2T(°C),T(K) = T(°C)/273,T(K) = T(°C) + 273,D | T(K) = T(°C) + 273,Medium,1,PRO,1
q_9_phy_ch7_017,1,7.3 Temperature Scales,Remember,The Celsius-to-Fahrenheit relation is:,Celsius-to-Fahrenheit relation کیا ہے؟,T(°F) = (9/5)T(°C) + 32,T(°F) = T(°C) + 273,T(°F) = (5/9)T(°C) − 32,T(°F) = T(°C)/2,A | T(°F) = (9/5)T(°C) + 32,Medium,1,PRO,1
q_9_phy_ch7_018,1,7.3 Temperature Scales,Apply,The melting point of ice on the Kelvin scale is approximately:,Kelvin scale پر ice کا melting point تقریباً کیا ہے؟,0 K,32 K,273 K,373 K,C | 273 K,Easy,1,PRO,1
q_9_phy_ch7_019,1,7.3 Temperature Scales,Apply,The temperature having the same numerical value on Celsius and Fahrenheit scales is:,Celsius اور Fahrenheit scales پر same numerical value کون سی temperature ہے؟,+40°,−40°,0°,+100°,B | −40°,Medium,1,PRO,1
q_9_phy_ch7_020,1,7.3 Temperature Scales,Apply,Convert 25°C to Kelvin.,25°C کو Kelvin میں convert کریں۔,298 K,248 K,273 K,310 K,A | 298 K,Medium,1,PRO,1
q_9_phy_ch7_021,1,7.3 Temperature Scales,Apply,Normal human body temperature 98.6°F is approximately:,normal human body temperature 98.6°F تقریباً کیا ہے؟,0°C,37°C,25°C,100°C,B | 37°C,Hard,1,PRO,1
q_9_phy_ch7_022,1,7.3 Temperature Scales,Apply,Convert 5°F to Celsius approximately.,5°F کو approximately Celsius میں convert کریں۔,−15°C,+15°C,−5°C,+37°C,A | −15°C,Hard,1,PRO,1
TOPIC_SEP,1,7.4 Thermometric Properties,Topic,,,,,,,,,,,1
q_9_phy_ch7_023,1,7.4 Thermometric Properties,Remember,A thermometric property is a physical property that:,thermometric property کیا ہوتی ہے؟,Never changes with temperature / temperature کے ساتھ کبھی change نہیں ہوتی,Changes predictably with temperature / temperature کے ساتھ predictably change ہوتی ہے,Measures mass only / صرف mass measure کرتی ہے,Removes heat from a body / body سے heat remove کرتی ہے,B | Changes predictably with temperature / temperature کے ساتھ predictably change ہوتی ہے,Easy,1,ULTRA,1
