question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,2.1 Scalars and Vectors,Topic,,,,,,,,,,,1
q_9_phy_ch2_001,1,2.1 Scalars and Vectors,Remember,Which description defines a scalar quantity?,scalar quantity کی درست تعریف کون سی ہے؟,A quantity requiring direction only / ایسی quantity جسے صرف direction درکار ہو,A quantity having no unit / ایسی quantity جس کی unit نہ ہو,A quantity represented only by an arrow / ایسی quantity جو صرف arrow سے ظاہر ہو,A quantity described completely by magnitude only / ایسی quantity جو صرف magnitude سے مکمل بیان ہو,D | A quantity described completely by magnitude only / ایسی quantity جو صرف magnitude سے مکمل بیان ہو,Easy,1,ULTRA,1
q_9_phy_ch2_002,1,2.1 Scalars and Vectors,Remember,Which description defines a vector quantity?,vector quantity کی درست تعریف کون سی ہے؟,A quantity requiring magnitude only / ایسی quantity جس کے لیے صرف magnitude ضروری ہو,A quantity having direction but no magnitude / ایسی quantity جس کی direction ہو مگر magnitude نہ ہو,A quantity requiring magnitude and direction / ایسی quantity جس کے لیے magnitude اور direction دونوں ضروری ہوں,A quantity having no numerical value / ایسی quantity جس کی numerical value نہ ہو,C | A quantity requiring magnitude and direction / ایسی quantity جس کے لیے magnitude اور direction دونوں ضروری ہوں,Easy,1,PRO,1
q_9_phy_ch2_003,1,2.1 Scalars and Vectors,Apply,Which of the following is a scalar quantity?,درج ذیل میں سے کون سی scalar quantity ہے؟,Velocity / velocity,Acceleration / acceleration,Force / force,Speed / speed,D | Speed / speed,Easy,1,PRO,1
q_9_phy_ch2_004,1,2.1 Scalars and Vectors,Apply,Which of the following is a vector quantity?,درج ذیل میں سے کون سی vector quantity ہے؟,Distance / distance,Displacement / displacement,Time / time,Temperature / temperature,B | Displacement / displacement,Easy,1,PRO,1
TOPIC_SEP,1,2.1 Representation of Vectors,Topic,,,,,,,,,,,1
q_9_phy_ch2_005,1,2.1 Representation of Vectors,Understand,"In a graphical vector representation, what does the length of the line show?",graphical vector representation میں line کی length کیا ظاہر کرتی ہے؟,Unit of the vector / vector کی unit,Origin of the vector / vector کا origin,Magnitude of the vector / vector کی magnitude,Type of motion / motion کی type,C | Magnitude of the vector / vector کی magnitude,Medium,1,ULTRA,1
TOPIC_SEP,1,2.1 Addition of Vectors,Topic,,,,,,,,,,,1
q_9_phy_ch2_006,1,2.1 Addition of Vectors,Remember,Which rule is used for graphical addition of vectors in the chapter?,chapter میں vectors کی graphical addition کے لیے کون سا rule استعمال ہوتا ہے؟,Head-to-tail rule / head-to-tail rule,Right-hand rule / right-hand rule,Parallelogram of moments / parallelogram of moments,Pascal's rule / Pascal's rule,A | Head-to-tail rule / head-to-tail rule,Easy,1,PRO,1
q_9_phy_ch2_007,1,2.1 Addition of Vectors,Understand,The resultant vector in the head-to-tail method is drawn from:,head-to-tail method میں resultant vector کہاں سے کہاں تک draw کیا جاتا ہے؟,Head of the first vector to tail of the last vector / first vector کے head سے last vector کی tail تک,Tail of the first vector to head of the last vector / first vector کی tail سے last vector کے head تک,Origin to tail of the first vector / origin سے first vector کی tail تک,Head of each vector to the origin / ہر vector کے head سے origin تک,B | Tail of the first vector to head of the last vector / first vector کی tail سے last vector کے head تک,Medium,1,PRO,1
