question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_9_phy_ch4_001,1,4.6 Principle of Moments,Topic,topic_separator,,,,,,1
q_9_phy_ch4_lq_001,1,4.6 Principle of Moments,Long,state_and_explain,State and explain the principle of moments with a suitable practical example.,principle of moments کو suitable practical example کے ساتھ state اور explain کریں۔,Easy,5,PRO,1
sep_9_phy_ch4_002,1,4.7 Centre of Gravity of an Irregular Lamina,Topic,topic_separator,,,,,,1
q_9_phy_ch4_lq_002,1,4.7 Centre of Gravity of an Irregular Lamina,Long,experiment,Describe the experimental method used to determine the centre of gravity of an irregular plane lamina.,irregular plane lamina کا centre of gravity determine کرنے کا experimental method بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch4_003,1,4.8–4.9 Conditions of Equilibrium,Topic,topic_separator,,,,,,1
q_9_phy_ch4_lq_003,1,4.8–4.9 Conditions of Equilibrium,Long,state_and_explain,State and explain the two conditions of equilibrium. Distinguish between translational and rotational equilibrium.,equilibrium کی two conditions کو state اور explain کریں۔ translational اور rotational equilibrium میں فرق بیان کریں۔,Medium,5,PRO,1
sep_9_phy_ch4_004,1,4.10–4.12 Stability,Topic,topic_separator,,,,,,1
q_9_phy_ch4_lq_004,1,4.10–4.12 Stability,Long,discuss,Explain how the stability of an object can be improved. Support the explanation with examples involving centre of gravity and base area.,explain کریں کہ object کی stability کیسے improve کی جا سکتی ہے۔ centre of gravity اور base area سے متعلق examples کے ساتھ explanation support کریں۔,Medium,5,PRO,1
sep_9_phy_ch4_005,1,4.13 Centripetal Force,Topic,topic_separator,,,,,,1
q_9_phy_ch4_lq_005,1,4.13 Centripetal Force,Long,derive,A car travels with the same speed around two curves of different radii. Derive the relationship needed to decide on which curve it experiences the greater centripetal force.,car same speed سے different radii کی two curves پر travel کرتی ہے۔ وہ relationship derive کریں جس سے determine ہو کہ کس curve پر greater centripetal force experience ہوتی ہے۔,Hard,5,PRO,1
sep_9_phy_ch4_006,1,4.10 Stable Equilibrium and Inertia,Topic,topic_separator,,,,,,1
