question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,3.1 Concept and Types of Force,Topic,,,,,,,,,,,1
q_9_phy_ch3_001,1,3.1 Concept and Types of Force,Remember,A force is commonly described as:,force کو عام طور پر کیسے describe کیا جاتا ہے؟,A push or a pull / push یا pull,Only a change in mass / صرف mass میں change,Energy per unit time / energy per unit time,Distance per unit time / distance per unit time,A | A push or a pull / push یا pull,Easy,1,ULTRA,1
q_9_phy_ch3_002,1,3.1 Concept and Types of Force,Understand,Which effect can a force produce on velocity?,force velocity پر کون سا effect produce کر سکتی ہے؟,"Change its magnitude, direction or both / magnitude، direction یا دونوں change کر سکتی ہے",Change only mass / صرف mass change کرتی ہے,Change only temperature / صرف temperature change کرتی ہے,Remove all inertia / تمام inertia remove کرتی ہے,"A | Change its magnitude, direction or both / magnitude، direction یا دونوں change کر سکتی ہے",Medium,1,PRO,1
TOPIC_SEP,1,3.1 Contact Forces,Topic,,,,,,,,,,,1
q_9_phy_ch3_003,1,3.1 Contact Forces,Remember,A contact force acts:,contact force کہاں act کرتی ہے؟,Only through empty space / صرف empty space کے through,Only inside atomic nuclei / صرف atomic nuclei کے اندر,Without any interaction / کسی interaction کے بغیر,At the point of contact between objects / objects کے point of contact پر,D | At the point of contact between objects / objects کے point of contact پر,Easy,1,PRO,1
q_9_phy_ch3_004,1,3.1 Contact Forces,Apply,Which of the following is a contact force?,درج ذیل میں سے کون سی contact force ہے؟,Gravitational force / gravitational force,Electrostatic force / electrostatic force,Friction / friction,Magnetic force / magnetic force,C | Friction / friction,Easy,1,PRO,1
TOPIC_SEP,1,3.1 Non-Contact Forces,Topic,,,,,,,,,,,1
q_9_phy_ch3_005,1,3.1 Non-Contact Forces,Remember,A non-contact force is also called a field force because:,non-contact force کو field force کیوں کہا جاتا ہے؟,It acts only at contact / یہ صرف contact پر act کرتی ہے,It has no direction / اس کی direction نہیں ہوتی,A field is associated with it / اس کے ساتھ field associated ہوتی ہے,It exists only in liquids / یہ صرف liquids میں exist کرتی ہے,C | A field is associated with it / اس کے ساتھ field associated ہوتی ہے,Medium,1,ELITE,1
q_9_phy_ch3_006,1,3.1 Non-Contact Forces,Apply,Which of the following is a non-contact force?,درج ذیل میں سے کون سی non-contact force ہے؟,Air resistance / air resistance,Electrostatic force / electrostatic force,Friction / friction,Tension in a string / string میں tension,B | Electrostatic force / electrostatic force,Easy,1,PRO,1
TOPIC_SEP,1,3.2 Fundamental Forces,Topic,,,,,,,,,,,1
q_9_phy_ch3_007,1,3.2 Fundamental Forces,Remember,How many fundamental forces are listed in nature in this chapter?,chapter میں nature کی fundamental forces کتنی listed ہیں؟,2,4,3,6,B | 4,Easy,1,ULTRA,1
q_9_phy_ch3_008,1,3.2 Fundamental Forces,Remember,Which force holds protons and neutrons together in the nucleus?,nucleus میں protons اور neutrons کو کون سی force hold کرتی ہے؟,Strong nuclear force / strong nuclear force,Gravitational force / gravitational force,Frictional force / frictional force,Air resistance / air resistance,A | Strong nuclear force / strong nuclear force,Easy,1,PRO,1
q_9_phy_ch3_009,1,3.2 Fundamental Forces,Remember,Which force is responsible for beta decay according to the chapter?,chapter کے مطابق beta decay کے لیے کون سی force responsible ہے؟,Strong nuclear force / strong nuclear force,Weak nuclear force / weak nuclear force,Normal force / normal force,Tension force / tension force,B | Weak nuclear force / weak nuclear force,Medium,1,ULTRA,1
q_9_phy_ch3_010,1,3.2 Fundamental Forces,Remember,Dr. Abdus Salam shared the 1979 Nobel Prize for work related to the unification of:,Dr. Abdus Salam نے 1979 Nobel Prize کس forces کی unification سے related work پر share کیا؟,Gravity and friction / gravity اور friction,Weak nuclear and electromagnetic forces / weak nuclear اور electromagnetic forces,Strong nuclear and gravitational forces / strong nuclear اور gravitational forces,Tension and normal forces / tension اور normal forces,B | Weak nuclear and electromagnetic forces / weak nuclear اور electromagnetic forces,Medium,1,ELITE,1
TOPIC_SEP,1,3.2 Universal Gravitation,Topic,,,,,,,,,,,1
q_9_phy_ch3_011,1,3.2 Universal Gravitation,Remember,Newton's law of gravitation states that force is inversely proportional to:,Newton's law of gravitation کے مطابق force کس quantity کے inversely proportional ہے؟,Product of the masses / masses کے product,Sum of the masses / masses کے sum,Time of interaction / interaction کے time,Square of the distance between masses / masses کے درمیان distance کے square,D | Square of the distance between masses / masses کے درمیان distance کے square,Medium,1,PRO,1
q_9_phy_ch3_012,1,3.2 Universal Gravitation,Remember,The value of the gravitational constant given in the chapter is approximately:,chapter میں gravitational constant کی value تقریباً کیا دی گئی ہے؟,6.67 × 10⁻¹¹ N·m²/kg²,9.8 N/kg,10 m/s²,3 × 10⁸ m/s,A | 6.67 × 10⁻¹¹ N·m²/kg²,Hard,1,ULTRA,1
TOPIC_SEP,1,3.3 Free-Body Diagrams,Topic,,,,,,,,,,,1
q_9_phy_ch3_013,1,3.3 Free-Body Diagrams,Remember,A free-body diagram shows:,free-body diagram کیا show کرتا ہے؟,Only the path of motion / صرف motion کا path,Only the mass of the object / صرف object کی mass,Magnitudes and directions of forces acting on an object / object پر acting forces کی magnitudes اور directions,Temperature changes in an object / object میں temperature changes,C | Magnitudes and directions of forces acting on an object / object پر acting forces کی magnitudes اور directions,Easy,1,PRO,1
q_9_phy_ch3_014,1,3.3 Free-Body Diagrams,Understand,"In a free-body diagram, the length of a force arrow represents:",free-body diagram میں force arrow کی length کیا represent کرتی ہے؟,Mass of the object / object کی mass,Magnitude of the force / force کی magnitude,Time of action / action کا time,Unit of acceleration / acceleration کی unit,B | Magnitude of the force / force کی magnitude,Medium,1,ULTRA,1
q_9_phy_ch3_015,1,3.3 Free-Body Diagrams,Apply,A book pushed across a table normally has which four forces shown on its free-body diagram?,table پر push کی گئی book کے free-body diagram میں normally کون سی four forces show ہوتی ہیں؟,Only weight and velocity / صرف weight اور velocity,"Magnetic, nuclear, heat and light forces / magnetic، nuclear، heat اور light forces","Applied force, friction, normal force and weight / applied force، friction، normal force اور weight","Momentum, energy, mass and time / momentum، energy، mass اور time","C | Applied force, friction, normal force and weight / applied force، friction، normal force اور weight",Hard,1,PRO,1
TOPIC_SEP,1,3.4 Newton's First Law and Inertia,Topic,,,,,,,,,,,1
q_9_phy_ch3_016,1,3.4 Newton's First Law and Inertia,Remember,Newton's first law is also called the law of:,Newton's first law کو کس law کا نام بھی دیا جاتا ہے؟,Momentum / momentum,Pressure / pressure,Inertia / inertia,Conservation of energy / conservation of energy,C | Inertia / inertia,Easy,1,PRO,1
