question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,7.1 Kinetic Molecular Theory of Matter,topic_separator,,,,,,1
q_9_phy_ch7_sq_001,1,7.1 Kinetic Molecular Theory of Matter,concept_explanation,State the main assumptions of the kinetic molecular theory of matter and mention the forms of molecular motion.,kinetic molecular theory of matter کے بنیادی assumptions بیان کریں اور molecular motion کی forms لکھیں۔,Medium,2,PRO,1
q_9_phy_ch7_sq_002,1,7.1 Kinetic Molecular Theory of Matter,compare_contrast,"Compare solids, liquids, and gases in terms of molecular arrangement, motion, shape, and volume.",molecular arrangement، motion، shape اور volume کے لحاظ سے solids، liquids اور gases کا موازنہ کریں۔,Hard,2,PRO,1
q_9_phy_ch7_sq_003,1,7.1 Kinetic Molecular Theory of Matter,explain_reason,Explain why a solid has a fixed shape and a fixed volume according to particle theory.,particle theory کے مطابق وضاحت کریں کہ solid کی fixed shape اور fixed volume کیوں ہوتی ہے۔,Medium,2,PRO,1
q_9_phy_ch7_sq_004,1,7.1 Kinetic Molecular Theory of Matter,explain_reason,Explain why a gas has neither a fixed shape nor a fixed volume.,وضاحت کریں کہ gas کی نہ fixed shape ہوتی ہے اور نہ fixed volume۔,Medium,2,PRO,1
q_9_phy_ch7_sq_005,1,7.1 Kinetic Molecular Theory of Matter,compare_contrast,"Compare the spacing and intermolecular forces of particles in solids, liquids, and gases.",solids، liquids اور gases میں particles کی spacing اور intermolecular forces کا موازنہ کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,7.1 Plasma,topic_separator,,,,,,1
q_9_phy_ch7_sq_006,1,7.1 Plasma,definition_function,Define plasma and state why it is called the conducting state of matter.,plasma کی تعریف کریں اور بیان کریں کہ اسے conducting state of matter کیوں کہا جاتا ہے۔,Easy,2,ULTRA,1
q_9_phy_ch7_sq_007,1,7.1 Plasma,list_state,State three natural or technological examples in which matter exists in the plasma state.,تین natural یا technological examples بیان کریں جہاں matter plasma state میں موجود ہوتی ہے۔,Easy,2,ELITE,1
TOPIC_SEP,1,7.2 Temperature and Heat,topic_separator,,,,,,1
q_9_phy_ch7_sq_008,1,7.2 Temperature and Heat,definition_function,Define temperature and state how it determines the direction of thermal-energy flow.,temperature کی تعریف کریں اور بیان کریں کہ یہ thermal-energy flow کی direction کیسے determine کرتی ہے۔,Easy,2,PRO,1
q_9_phy_ch7_sq_009,1,7.2 Temperature and Heat,definition_function,Define heat and state the condition required for heat transfer between two bodies.,heat کی تعریف کریں اور two bodies کے درمیان heat transfer کے لیے required condition بیان کریں۔,Easy,2,PRO,1
q_9_phy_ch7_sq_010,1,7.2 Temperature and Heat,difference,Differentiate between heat and internal energy using any two points.,heat اور internal energy میں any two points کی بنیاد پر فرق بیان کریں۔,Medium,2,PRO,1
TOPIC_SEP,1,7.2 Temperature and Internal Energy,topic_separator,,,,,,1
q_9_phy_ch7_sq_011,1,7.2 Temperature and Internal Energy,definition_function,Define internal energy and state the two molecular-energy components included in it.,internal energy کی تعریف کریں اور اس میں شامل two molecular-energy components بیان کریں۔,Easy,2,ULTRA,1
q_9_phy_ch7_sq_012,1,7.2 Temperature and Internal Energy,cause_effect,Explain the effect of increasing temperature on molecular motion and internal energy.,وضاحت کریں کہ temperature increase ہونے سے molecular motion اور internal energy پر کیا اثر پڑتا ہے۔,Medium,2,PRO,1
q_9_phy_ch7_sq_013,1,7.2 Temperature and Heat,concept_explanation,Explain why all molecules of a gas are not expected to have the same speed.,وضاحت کریں کہ gas کے تمام molecules سے same speed رکھنے کی توقع کیوں نہیں کی جاتی۔,Hard,2,PRO,1
q_9_phy_ch7_sq_014,1,7.2 Temperature and Heat,concept_explanation,Discuss whether the temperature of a vacuum can be defined.,بحث کریں کہ vacuum کا temperature define کیا جا سکتا ہے یا نہیں۔,Hard,2,PRO,1
TOPIC_SEP,1,7.2 Absolute Zero,topic_separator,,,,,,1
q_9_phy_ch7_sq_015,1,7.2 Absolute Zero,definition_unit,Define absolute zero and state its values on the Celsius and Kelvin scales.,absolute zero کی تعریف کریں اور Celsius اور Kelvin scales پر اس کی values بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.3 Thermometers,topic_separator,,,,,,1
q_9_phy_ch7_sq_016,1,7.3 Thermometers,definition_function,Define a thermometric property and state four properties suitable for constructing a thermometer.,thermometric property کی تعریف کریں اور thermometer کی construction کے لیے suitable چار properties بیان کریں۔,Medium,2,PRO,1
q_9_phy_ch7_sq_017,1,7.3 Thermometers,features_characteristics,Enlist four basic thermometric properties required in a good thermometric substance.,اچھی thermometric substance کے لیے required چار basic thermometric properties لکھیں۔,Easy,2,PRO,1
q_9_phy_ch7_sq_018,1,7.3 Thermometers,definition_function,Define a thermometer and state the principle on which it measures temperature.,thermometer کی تعریف کریں اور وہ principle بیان کریں جس پر یہ temperature measure کرتا ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,7.3 Liquid-in-Glass Thermometer,topic_separator,,,,,,1
q_9_phy_ch7_sq_019,1,7.3 Liquid-in-Glass Thermometer,concept_explanation,Explain the working principle of a liquid-in-glass thermometer.,liquid-in-glass thermometer کا working principle explain کریں۔,Medium,2,ELITE,1
q_9_phy_ch7_sq_020,1,7.3 Liquid-in-Glass Thermometer,compare_contrast,"Compare mercury and alcohol as thermometric liquids using expansion, freezing point, boiling point, and visibility.",expansion، freezing point، boiling point اور visibility کے لحاظ سے mercury اور alcohol کا موازنہ کریں۔,Hard,2,PRO,1
q_9_phy_ch7_sq_021,1,7.3 Liquid-in-Glass Thermometer,explain_reason,Explain why water is not suitable for use as a thermometric liquid.,وضاحت کریں کہ water کو thermometric liquid کے طور پر استعمال کرنا suitable کیوں نہیں ہے۔,Medium,2,PRO,1
TOPIC_SEP,1,7.3 Temperature Scales,topic_separator,,,,,,1
q_9_phy_ch7_sq_022,1,7.3 Temperature Scales,compare_contrast,"Compare the ice and steam fixed points on the Celsius, Fahrenheit, and Kelvin temperature scales.",Celsius، Fahrenheit اور Kelvin temperature scales پر ice اور steam fixed points کا موازنہ کریں۔,Medium,2,PRO,1
q_9_phy_ch7_sq_023,1,7.3 Temperature Scales,list_state,Name the three main temperature scales and state the number of equal divisions between their fixed points.,تین main temperature scales کے نام لکھیں اور ان کے fixed points کے درمیان equal divisions کی تعداد بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.3 Conversion of Temperature Scales,topic_separator,,,,,,1
q_9_phy_ch7_sq_024,1,7.3 Conversion of Temperature Scales,formula_relationship,"Write the relationships used to convert temperature among Celsius, Fahrenheit, and Kelvin scales.",Celsius، Fahrenheit اور Kelvin scales کے درمیان temperature convert کرنے کے relationships لکھیں۔,Hard,2,ULTRA,1
q_9_phy_ch7_sq_025,1,7.3 Conversion of Temperature Scales,numerical_short,Calculate the temperature at which the Celsius and Fahrenheit scales have the same numerical reading.,وہ temperature معلوم کریں جس پر Celsius اور Fahrenheit scales کی numerical reading same ہوتی ہے۔,Hard,2,PRO,1
q_9_phy_ch7_sq_026,1,7.3 Conversion of Temperature Scales,numerical_short,Convert the normal human-body temperature of 98.6 °F into Celsius and Kelvin scales.,normal human-body temperature کو Celsius اور Kelvin scales میں convert کریں: 98.6 °F,Medium,2,PRO,1
q_9_phy_ch7_sq_027,1,7.3 Conversion of Temperature Scales,numerical_short,Convert 25 °C into the corresponding Fahrenheit and Kelvin temperatures.,درج ذیل temperature کو Fahrenheit اور Kelvin scales میں convert کریں: 25 °C,Medium,2,PRO,1
q_9_phy_ch7_sq_028,1,7.3 Conversion of Temperature Scales,numerical_short,Convert 5 °F into the corresponding Celsius and Kelvin temperatures.,درج ذیل temperature کو Celsius اور Kelvin scales میں convert کریں: 5 °F,Hard,2,PRO,1
TOPIC_SEP,1,7.3 Calibration of Thermometers,topic_separator,,,,,,1
q_9_phy_ch7_sq_029,1,7.3 Calibration of Thermometers,process_steps,Explain how ice and steam points are used as fixed points in the calibration of a thermometer.,وضاحت کریں کہ thermometer کی calibration میں ice اور steam points کو fixed points کے طور پر کیسے use کیا جاتا ہے۔,Easy,2,ELITE,1
TOPIC_SEP,1,7.3 Thermocouple Thermometer,topic_separator,,,,,,1
q_9_phy_ch7_sq_030,1,7.3 Thermocouple Thermometer,process_steps,Describe the construction and working of a thermocouple thermometer.,thermocouple thermometer کی construction اور working بیان کریں۔,Medium,2,PRO,1
q_9_phy_ch7_sq_031,1,7.3 Thermocouple Thermometer,definition_function,Define thermoelectric current and state the condition that produces it in a thermocouple.,thermoelectric current کی تعریف کریں اور وہ condition بیان کریں جو thermocouple میں اسے produce کرتی ہے۔,Easy,2,ELITE,1
q_9_phy_ch7_sq_032,1,7.3 Thermometers,difference,Differentiate between a liquid-in-glass thermometer and a thermocouple thermometer in structure and response.,structure اور response کے لحاظ سے liquid-in-glass thermometer اور thermocouple thermometer میں فرق بیان کریں۔,Medium,2,ULTRA,1
TOPIC_SEP,1,"7.4 Sensitivity, Range and Linearity of Thermometers",topic_separator,,,,,,1
q_9_phy_ch7_sq_033,1,"7.4 Sensitivity, Range and Linearity of Thermometers",definition_function,Define sensitivity of a thermometer and state how scale divisions affect it.,thermometer کی sensitivity کی تعریف کریں اور بیان کریں کہ scale divisions اسے کیسے affect کرتی ہیں۔,Easy,2,PRO,1
q_9_phy_ch7_sq_034,1,"7.4 Sensitivity, Range and Linearity of Thermometers",definition_function,Define the range of a thermometer and give one narrow-range and one long-range example.,thermometer کی range کی تعریف کریں اور ایک narrow-range اور ایک long-range example دیں۔,Easy,2,ELITE,1
q_9_phy_ch7_sq_035,1,"7.4 Sensitivity, Range and Linearity of Thermometers",definition_function,Define linearity of a thermometer and state the scale condition required for linear response.,thermometer کی linearity کی تعریف کریں اور linear response کے لیے required scale condition بیان کریں۔,Easy,2,PRO,1
TOPIC_SEP,1,7.5 Structure of a Liquid-in-Glass Thermometer,topic_separator,,,,,,1
q_9_phy_ch7_sq_036,1,7.5 Structure of a Liquid-in-Glass Thermometer,application_scenario,State two structural modifications that increase the sensitivity of a liquid-in-glass thermometer.,liquid-in-glass thermometer کی sensitivity increase کرنے والی two structural modifications بیان کریں۔,Medium,2,PRO,1
q_9_phy_ch7_sq_037,1,7.5 Structure of a Liquid-in-Glass Thermometer,cause_effect,"Explain how bulb size, capillary bore, and thermometric liquid affect sensitivity and range.",وضاحت کریں کہ bulb size، capillary bore اور thermometric liquid sensitivity اور range کو کیسے affect کرتے ہیں۔,Hard,2,PRO,1
q_9_phy_ch7_sq_038,1,7.5 Structure of a Liquid-in-Glass Thermometer,explain_reason,Explain why the capillary tube of a sensitive thermometer is made narrow and uniform.,وضاحت کریں کہ sensitive thermometer کی capillary tube narrow اور uniform کیوں بنائی جاتی ہے۔,Medium,2,ELITE,1
q_9_phy_ch7_sq_039,1,7.5 Structure of a Liquid-in-Glass Thermometer,explain_reason,Explain why a liquid-in-glass thermometer has a thin-walled bulb and a thick glass stem.,وضاحت کریں کہ liquid-in-glass thermometer میں thin-walled bulb اور thick glass stem کیوں ہوتی ہے۔,Easy,2,ELITE,1
q_9_phy_ch7_sq_040,1,7.3 Temperature Scales,compare_contrast,Compare a temperature increase of 1 °C with an increase of 1 °F.,temperature increase کے لحاظ سے 1 °C اور 1 °F کا موازنہ کریں۔,Easy,2,PRO,1
