question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,5.1 Work,Topic,,,,,,,,,,,1
q_9_phy_ch5_001,1,5.1 Work,Remember,Work is done when a force moves an object through a distance:,work کب done ہوتا ہے جب force object کو distance move کرے؟,Without any displacement / کسی displacement کے بغیر,Only perpendicular to the force / صرف force کے perpendicular,In the direction of the force component / force component کی direction میں,Without applying force / force apply کیے بغیر,C | In the direction of the force component / force component کی direction میں,Easy,1,PRO,1
q_9_phy_ch5_002,1,5.1 Work,Remember,"For force parallel to displacement, work is calculated by:",force displacement کے parallel ہو تو work کس formula سے calculate ہوتا ہے؟,W = F/s,W = mv,W = P/t,W = Fs,D | W = Fs,Easy,1,PRO,1
q_9_phy_ch5_003,1,5.1 Work,Remember,"For a force at angle θ to displacement, work is:",force displacement کے ساتھ θ angle بنائے تو work کیا ہے؟,W = Fs sinθ,W = Fs cosθ,W = F/s cosθ,W = F + s,B | W = Fs cosθ,Hard,1,PRO,1
q_9_phy_ch5_004,1,5.1 Work,Understand,Work done is zero when force is perpendicular to displacement because:,force displacement کے perpendicular ہو تو work zero کیوں ہوتا ہے؟,The force has no magnitude / force کی magnitude نہیں ہوتی,The object has no mass / object کی mass نہیں ہوتی,The displacement becomes negative / displacement negative ہو جاتی ہے,The force component along displacement is zero / displacement کے along force component zero ہوتا ہے,D | The force component along displacement is zero / displacement کے along force component zero ہوتا ہے,Medium,1,PRO,1
q_9_phy_ch5_005,1,5.1 Work,Remember,The SI unit of work is:,work کی SI unit کیا ہے؟,"Watt, W / watt، W","Joule, J / joule، J","Newton, N / newton، N","Pascal, Pa / pascal، Pa","B | Joule, J / joule، J",Easy,1,PRO,1
q_9_phy_ch5_006,1,5.1 Work,Understand,The area under a force-distance graph represents:,force-distance graph کے نیچے area کیا represent کرتا ہے؟,Power / power,Work done / work done,Density / density,Momentum / momentum,B | Work done / work done,Medium,1,ULTRA,1
TOPIC_SEP,1,5.2 Energy,Topic,,,,,,,,,,,1
q_9_phy_ch5_007,1,5.2 Energy,Remember,Energy is defined as the ability to:,energy کی definition کیا ہے؟,Measure time / time measure کرنا,Create mass / mass create کرنا,Do work / work کرنا,Remove all forces / تمام forces remove کرنا,C | Do work / work کرنا,Easy,1,PRO,1
q_9_phy_ch5_008,1,5.2 Energy,Remember,The SI unit of energy is:,energy کی SI unit کیا ہے؟,"Joule, J / joule، J","Watt, W / watt، W",Newton per metre / newton per metre,Kilogram per cubic metre / kilogram per cubic metre,"A | Joule, J / joule، J",Easy,1,ULTRA,1
q_9_phy_ch5_009,1,5.2 Energy,Remember,The two basic forms of mechanical energy are:,mechanical energy کی two basic forms کیا ہیں؟,Kinetic and potential energy / kinetic اور potential energy,Heat and light only / صرف heat اور light,Mass and weight / mass اور weight,Pressure and density / pressure اور density,A | Kinetic and potential energy / kinetic اور potential energy,Easy,1,PRO,1
TOPIC_SEP,1,5.2 Kinetic Energy,Topic,,,,,,,,,,,1
q_9_phy_ch5_010,1,5.2 Kinetic Energy,Remember,Kinetic energy is possessed by a body because of its:,body kinetic energy کس وجہ سے possess کرتی ہے؟,Colour / colour,Motion / motion,Volume only / صرف volume,Temperature scale / temperature scale,B | Motion / motion,Easy,1,PRO,1
q_9_phy_ch5_011,1,5.2 Kinetic Energy,Remember,The formula for kinetic energy is:,kinetic energy کا formula کیا ہے؟,Eₖ = mgh,Eₖ = F/A,Eₖ = mv,Eₖ = ½mv²,D | Eₖ = ½mv²,Medium,1,PRO,1
q_9_phy_ch5_012,1,5.2 Kinetic Energy,Analyze,"If the speed of a car doubles while mass remains constant, its kinetic energy becomes:",car کی speed double ہو اور mass constant رہے تو kinetic energy کیا ہوگی؟,Two times / two times,One-half / one-half,Four times / four times,Unchanged / unchanged,C | Four times / four times,Hard,1,PRO,1
q_9_phy_ch5_013,1,5.2 Kinetic Energy,Apply,A 0.05 kg bullet moves at 300 m/s. Its kinetic energy is:,0.05 kg bullet، 300 m/s سے move کرتی ہے۔ kinetic energy معلوم کریں۔,1125 J,4500 J,1500 J,2250 J,D | 2250 J,Hard,1,PRO,1
TOPIC_SEP,1,5.2 Potential Energy,Topic,,,,,,,,,,,1
q_9_phy_ch5_014,1,5.2 Potential Energy,Remember,Gravitational potential energy is possessed due to a body's:,gravitational potential energy body کس وجہ سے possess کرتی ہے؟,Position in a gravitational field / gravitational field میں position,Speed only / صرف speed,Electric current only / صرف electric current,Pressure only / صرف pressure,A | Position in a gravitational field / gravitational field میں position,Easy,1,PRO,1
q_9_phy_ch5_015,1,5.2 Potential Energy,Remember,The formula for gravitational potential energy is:,gravitational potential energy کا formula کیا ہے؟,Eₚ = ½mv²,Eₚ = F/A,Eₚ = Pt,Eₚ = mgh,D | Eₚ = mgh,Medium,1,PRO,1
TOPIC_SEP,1,5.2 Elastic Potential Energy,Topic,,,,,,,,,,,1
q_9_phy_ch5_016,1,5.2 Elastic Potential Energy,Remember,Energy stored in a stretched or compressed spring is:,stretched یا compressed spring میں stored energy کیا کہلاتی ہے؟,Kinetic energy / kinetic energy,Elastic potential energy / elastic potential energy,Solar energy / solar energy,Sound energy / sound energy,B | Elastic potential energy / elastic potential energy,Easy,1,ULTRA,1
TOPIC_SEP,1,5.2 Energy Transformations,Topic,,,,,,,,,,,1
q_9_phy_ch5_017,1,5.2 Energy Transformations,Understand,"When a falling body loses gravitational potential energy, it mainly gains:",falling body gravitational potential energy lose کرے تو mainly کیا gain کرتی ہے؟,Mass / mass,Electric charge / electric charge,Pressure / pressure,Kinetic energy / kinetic energy,D | Kinetic energy / kinetic energy,Medium,1,PRO,1
q_9_phy_ch5_018,1,5.2 Energy Transformations,Apply,A body of mass m raised through height h gains potential energy equal to:,mass m کی body کو height h تک raise کیا جائے تو gained potential energy کیا ہوگی؟,mv,mg/h,mgh,½mh²,C | mgh,Medium,1,PRO,1
TOPIC_SEP,1,5.3 Conservation of Energy,Topic,,,,,,,,,,,1
q_9_phy_ch5_019,1,5.3 Conservation of Energy,Remember,The law of conservation of energy states that energy can:,law of conservation of energy کیا state کرتا ہے؟,Be created from nothing / nothing سے create ہو سکتی ہے,Be destroyed completely / completely destroy ہو سکتی ہے,"Neither be created nor destroyed, only transformed / نہ create نہ destroy، صرف transform ہو سکتی ہے",Exist only as kinetic energy / صرف kinetic energy کی form میں exist کرتی ہے,"C | Neither be created nor destroyed, only transformed / نہ create نہ destroy، صرف transform ہو سکتی ہے",Easy,1,PRO,1
q_9_phy_ch5_020,1,5.3 Conservation of Energy,Understand,A perpetual-motion machine cannot work because it would violate:,perpetual-motion machine کیوں work نہیں کر سکتی؟,Definition of density / density کی definition,Conservation of energy / conservation of energy,Pascal's law / Pascal's law,Hooke's law / Hooke's law,B | Conservation of energy / conservation of energy,Medium,1,ELITE,1
