question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch17_001,1,17.1 Collision Theory of Reaction Rate,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_001,1,17.1 Collision Theory of Reaction Rate,Long,state_and_explain,"Define reaction rate and explain the collision theory of chemical reactions, including effective collisions, number of particles per unit volume, collision frequency, kinetic energy and activation energy.",reaction rate کی تعریف کریں اور chemical reactions کی collision theory explain کریں، اور effective collisions، particles per unit volume، collision frequency، kinetic energy اور activation energy شامل کریں۔,Medium,5,ULTRA,1
q_10_chem_ch17_lq_002,1,17.1 Collision Theory of Reaction Rate,Long,diagram_based,"Explain activation energy with the help of a labelled potential-energy versus reaction-coordinate graph, showing reactants, high-energy state, products and the energy barrier.",labelled potential-energy versus reaction-coordinate graph کی مدد سے activation energy explain کریں، اور reactants، high-energy state، products اور energy barrier دکھائیں۔,Hard,5,ELITE,1
sep_10_chem_ch17_002,1,17.2 Changes during a Chemical Reaction,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_003,1,17.2 Changes during a Chemical Reaction,Long,cause_effect,Explain apparent changes in mass during chemical reactions carried out in open containers. Discuss reactions involving gas evolution and gas absorption with suitable examples.,open containers میں carried out chemical reactions کے دوران apparent mass changes explain کریں۔ gas evolution اور gas absorption والی reactions کو suitable examples کے ساتھ discuss کریں۔,Medium,5,PRO,1
q_10_chem_ch17_lq_004,1,17.2 Changes during a Chemical Reaction,Long,diagram_based,"Describe how the concentrations of reactants and products change as a reaction proceeds, using a concentration–time graph.",concentration–time graph استعمال کرتے ہوئے بیان کریں کہ reaction proceed ہونے کے ساتھ reactants اور products کی concentrations کیسے change ہوتی ہیں۔,Medium,5,PRO,1
sep_10_chem_ch17_003,1,17.3 Temperature Changes during Chemical Reactions,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_005,1,17.3 Temperature Changes during Chemical Reactions,Long,compare,"Differentiate between exothermic and endothermic reactions in terms of heat flow, temperature change of surroundings and suitable examples.",heat flow، surroundings کے temperature change اور suitable examples کی بنیاد پر exothermic اور endothermic reactions میں فرق بیان کریں۔,Easy,5,PRO,1
sep_10_chem_ch17_004,1,17.4 Factors Affecting Reaction Rate — Concentration,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_006,1,17.4 Factors Affecting Reaction Rate — Concentration,Long,experiment,"Describe an experiment to investigate the effect of hydrochloric-acid concentration on its reaction rate with limestone. Include apparatus, controlled variables, measurements, graph and conclusion.",limestone کے ساتھ hydrochloric acid کی reaction rate پر concentration کے effect کو investigate کرنے والا experiment بیان کریں۔ apparatus، controlled variables، measurements، graph اور conclusion شامل کریں۔,Hard,5,ULTRA,1
q_10_chem_ch17_lq_007,1,17.4 Factors Affecting Reaction Rate — Concentration,Long,explain,Explain the effect of reactant concentration on reaction rate by using collision theory.,collision theory استعمال کرتے ہوئے reaction rate پر reactant concentration کا effect explain کریں۔,Medium,5,PRO,1
sep_10_chem_ch17_005,1,17.4 Factors Affecting Reaction Rate — Pressure and Surface Area,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_008,1,17.4 Factors Affecting Reaction Rate — Pressure and Surface Area,Long,compare,"Discuss the effects of increasing gas pressure and increasing the surface area of a solid on reaction rate, using collision theory and suitable examples.",collision theory اور suitable examples استعمال کرتے ہوئے reaction rate پر gas pressure increase کرنے اور solid کی surface area increase کرنے کے effects discuss کریں۔,Medium,5,PRO,1
sep_10_chem_ch17_006,1,17.4 Factors Affecting Reaction Rate — Surface Area,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_009,1,17.4 Factors Affecting Reaction Rate — Surface Area,Long,explain,"Explain why finely divided solids react faster than large pieces of the same substance, and illustrate the explanation with aluminium or wood.",explain کریں کہ finely divided solids same substance کے large pieces سے faster کیوں react کرتے ہیں، اور aluminium یا wood سے explanation illustrate کریں۔,Easy,5,PRO,1
sep_10_chem_ch17_007,1,17.4 Factors Affecting Reaction Rate — Temperature,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_010,1,17.4 Factors Affecting Reaction Rate — Temperature,Long,cause_effect,"Explain the effect of temperature on the rate of a reaction in terms of particle speed, kinetic energy, collision frequency and the fraction of particles exceeding activation energy.",particle speed، kinetic energy، collision frequency اور activation energy exceed کرنے والے particles کے fraction کی بنیاد پر reaction rate پر temperature کا effect explain کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch17_008,1,17.4 Factors Affecting Reaction Rate — Catalyst,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_011,1,17.4 Factors Affecting Reaction Rate — Catalyst,Long,diagram_based,Explain how a catalyst increases reaction rate by providing an alternative pathway with lower activation energy. Compare catalyzed and uncatalyzed energy profiles.,explain کریں کہ catalyst lower activation energy والا alternative pathway provide کر کے reaction rate کیسے increase کرتا ہے۔ catalyzed اور uncatalyzed energy profiles کا موازنہ کریں۔,Hard,5,ULTRA,1
q_10_chem_ch17_lq_012,1,17.4 Factors Affecting Reaction Rate — Catalyst,Long,application_case,Explain how vanadium(V) oxide lowers the activation energy in the oxidation of sulphur dioxide to sulphur trioxide.,explain کریں کہ sulphur dioxide کی sulphur trioxide میں oxidation کے دوران vanadium(V) oxide activation energy کو کیسے lower کرتا ہے۔,Hard,5,ELITE,1
sep_10_chem_ch17_009,1,17.4 Factors Affecting Reaction Rate — Enzymes,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_013,1,17.4 Factors Affecting Reaction Rate — Enzymes,Long,state_and_explain,"Define enzymes as biological catalysts and explain their catalytic action through active sites, substrate binding, bond weakening, product release and enzyme specificity.",enzymes کو biological catalysts کے طور پر define کریں اور active sites، substrate binding، bond weakening، product release اور enzyme specificity کے ذریعے ان کی catalytic action explain کریں۔,Medium,5,PRO,1
q_10_chem_ch17_lq_014,1,17.4 Factors Affecting Reaction Rate — Enzymes,Long,compare,"Compare ordinary catalysts and enzymes in their effect on activation energy, consumption during reaction and specificity.",activation energy پر effect، reaction کے دوران consumption اور specificity کی بنیاد پر ordinary catalysts اور enzymes کا موازنہ کریں۔,Medium,5,PRO,1
sep_10_chem_ch17_010,1,17.5 Importance of Chemical Kinetics in Food Industry,Topic,topic_separator,,,,,,1
q_10_chem_ch17_lq_015,1,17.5 Importance of Chemical Kinetics in Food Industry,Long,discuss,"Discuss the importance of chemical kinetics in determining ideal harvesting, storage and transportation conditions for fruits and vegetables. Include ripening, enzymatic reactions, oxidation, microbial growth and refrigeration.",fruits اور vegetables کے ideal harvesting، storage اور transportation conditions determine کرنے میں chemical kinetics کی importance discuss کریں۔ ripening، enzymatic reactions، oxidation، microbial growth اور refrigeration شامل کریں۔,Hard,5,ELITE,1
sep_10_chem_ch17_011,1,17.4–17.5 Control and Interpretation of Reaction Rates,Topic,topic_separator,,,,,,1
