question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch16_001,1,16.1 Oxidation Numbers,Topic,topic_separator,,,,,,1
q_10_chem_ch16_lq_001,1,16.1 Oxidation Numbers,Long,state_and_explain,"Define oxidation number and explain the rules used to assign oxidation numbers to atoms in elements, monatomic ions, neutral compounds and polyatomic ions.",oxidation number کی تعریف کریں اور elements، monatomic ions، neutral compounds اور polyatomic ions میں atoms کو oxidation numbers assign کرنے کے rules explain کریں۔,Medium,5,PRO,1
q_10_chem_ch16_lq_002,1,16.1 Oxidation Numbers,Long,discuss,"Discuss the importance of oxidation numbers in identifying redox reactions, oxidizing and reducing agents, and in writing chemical names and formulae.",redox reactions، oxidizing اور reducing agents identify کرنے اور chemical names و formulae لکھنے میں oxidation numbers کی importance discuss کریں۔,Medium,5,PRO,1
sep_10_chem_ch16_002,1,16.1 Oxidation Numbers — Solved Examples,Topic,topic_separator,,,,,,1
q_10_chem_ch16_lq_003,1,16.1 Oxidation Numbers — Solved Examples,Numerical,determine,Determine the oxidation number of sulphur in SO₄²⁻.,درج ذیل ion میں sulphur کا oxidation number determine کریں: SO₄²⁻,Easy,4,ULTRA,1
q_10_chem_ch16_lq_004,1,16.1 Oxidation Numbers — Solved Examples,Numerical,determine,Determine the oxidation number of manganese in KMnO₄.,درج ذیل compound میں manganese کا oxidation number determine کریں: KMnO₄,Easy,4,ULTRA,1
q_10_chem_ch16_lq_005,1,16.1 Oxidation Numbers — Solved Examples,Numerical,determine,Determine the oxidation number of iron in Fe₂O₃.,درج ذیل compound میں iron کا oxidation number determine کریں: Fe₂O₃,Easy,4,ULTRA,1
q_10_chem_ch16_lq_006,1,16.1 Oxidation Numbers,Numerical,determine,"Determine the oxidation numbers of the indicated elements in Al(NO₃)₃, H₂S₂O₇ and Na₂S₂O₃.",درج ذیل compounds میں indicated elements کے oxidation numbers determine کریں: Al(NO₃)₃، H₂S₂O₇ اور Na₂S₂O₃,Hard,4,PRO,1
sep_10_chem_ch16_003,1,16.2–16.3 Writing Formulae of Ionic Compounds,Topic,topic_separator,,,,,,1
q_10_chem_ch16_lq_007,1,16.2–16.3 Writing Formulae of Ionic Compounds,Long,process_procedure,Explain with examples how the formula of an ionic compound is written by using oxidation numbers and the requirement of electrical neutrality.,examples کے ساتھ explain کریں کہ oxidation numbers اور electrical neutrality کی requirement استعمال کر کے ionic compound کی formula کیسے لکھی جاتی ہے۔,Medium,5,PRO,1
