question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,"26.0 Introduction, Types and Importance of Polymers",Topic,,,,,,,,,,,1
q_10_chem_ch26_001,1,"26.0 Introduction, Types and Importance of Polymers",Remember,What are polymers or macromolecules?,polymers یا macromolecules کیا ہوتے ہیں؟,Small ions formed by dissolving salts / small ions جو salts dissolve کرنے سے بنتے ہیں,Extremely large molecules formed by linking many simple molecular units / انتہائی بڑے molecules جو بہت سے simple molecular units کو link کرنے سے بنتے ہیں,Mixtures of unrelated gases / unrelated gases کے mixtures,Single atoms with no chemical bonds / single atoms جن میں chemical bonds نہ ہوں,B | Extremely large molecules formed by linking many simple molecular units / انتہائی بڑے molecules جو بہت سے simple molecular units کو link کرنے سے بنتے ہیں,Easy,1,ULTRA,1
q_10_chem_ch26_002,1,"26.0 Introduction, Types and Importance of Polymers",Remember,What are the small molecular units used to build a polymer called?,polymer بنانے والے small molecular units کو کیا کہا جاتا ہے؟,Catalysts / catalysts,Monomers / monomers,Electrolytes / electrolytes,Radicals / radicals,B | Monomers / monomers,Easy,1,PRO,1
q_10_chem_ch26_003,1,"26.0 Introduction, Types and Importance of Polymers",Remember,What is the process of forming a polymer from monomers called?,monomers سے polymer بنانے کے process کو کیا کہا جاتا ہے؟,Neutralization / neutralization,Distillation / distillation,Fermentation / fermentation,Polymerization / polymerization,D | Polymerization / polymerization,Easy,1,PRO,1
q_10_chem_ch26_004,1,"26.0 Introduction, Types and Importance of Polymers",Understand,Which set contains natural polymers mentioned in the chapter?,کون سا set chapter میں mentioned natural polymers پر مشتمل ہے؟,"Polyethene, PVC and polystyrene / polyethene، PVC اور polystyrene","Nylon, polyester and acrylic / nylon، polyester اور acrylic","Carbohydrates, proteins and nucleic acids / carbohydrates، proteins اور nucleic acids","PET, bakelite and polypropene / PET، bakelite اور polypropene","C | Carbohydrates, proteins and nucleic acids / carbohydrates، proteins اور nucleic acids",Medium,1,PRO,1
q_10_chem_ch26_005,1,"26.0 Introduction, Types and Importance of Polymers",Understand,Which set contains man-made polymeric materials mentioned in the chapter?,کون سا set chapter میں mentioned man-made polymeric materials پر مشتمل ہے؟,"Carbohydrates, proteins and nucleic acids / carbohydrates، proteins اور nucleic acids","Water, salts and metals / water، salts اور metals","Plastics, synthetic fibres and natural rubber / plastics، synthetic fibres اور natural rubber","Glucose, oxygen and carbon dioxide / glucose، oxygen اور carbon dioxide","C | Plastics, synthetic fibres and natural rubber / plastics، synthetic fibres اور natural rubber",Medium,1,PRO,1
q_10_chem_ch26_006,1,"26.0 Introduction, Types and Importance of Polymers",Understand,Why are polymers important in daily life?,polymers daily life میں important کیوں ہیں؟,"They can have high strength, flexibility and resistance to heat and chemicals / ان میں high strength، flexibility اور heat و chemicals کے خلاف resistance ہو سکتی ہے",They are always brittle and chemically weak / وہ ہمیشہ brittle اور chemically weak ہوتے ہیں,They cannot be shaped into useful products / انہیں useful products میں shape نہیں کیا جا سکتا,They exist only as gases / وہ صرف gases کی صورت میں ہوتے ہیں,"A | They can have high strength, flexibility and resistance to heat and chemicals / ان میں high strength، flexibility اور heat و chemicals کے خلاف resistance ہو سکتی ہے",Medium,1,ULTRA,1
q_10_chem_ch26_007,1,"26.0 Introduction, Types and Importance of Polymers",Analyze,Which development described in the chapter shows the growing importance of synthetic polymers?,chapter میں کون سی development synthetic polymers کی بڑھتی importance کو show کرتی ہے؟,The complete replacement of polymers by metals / polymers کا metals سے complete replacement,"The gradual replacement of metals, wood and cotton by man-made synthetic polymers / metals، wood اور cotton کا man-made synthetic polymers سے gradual replacement",The elimination of all plastics from daily life / daily life سے تمام plastics کا elimination,The conversion of natural fibres into gases / natural fibres کا gases میں conversion,"B | The gradual replacement of metals, wood and cotton by man-made synthetic polymers / metals، wood اور cotton کا man-made synthetic polymers سے gradual replacement",Hard,1,ELITE,1
TOPIC_SEP,1,26.1 Addition Polymerization,Topic,,,,,,,,,,,1
q_10_chem_ch26_008,1,26.1 Addition Polymerization,Remember,What type of bond is present in monomers used for addition polymerization?,addition polymerization میں used monomers میں کون سا bond موجود ہوتا ہے؟,Only ionic bonds / صرف ionic bonds,Only ester linkages / صرف ester linkages,A double or triple bond / double یا triple bond,Only amide linkages / صرف amide linkages,C | A double or triple bond / double یا triple bond,Easy,1,PRO,1
q_10_chem_ch26_009,1,26.1 Addition Polymerization,Remember,Which polymer is formed from ethene?,ethene سے کون سا polymer بنتا ہے؟,Polyamide / polyamide,Polyester / polyester,Polyethene or polythene / polyethene یا polythene,Bakelite / bakelite,C | Polyethene or polythene / polyethene یا polythene,Easy,1,ULTRA,1
q_10_chem_ch26_010,1,26.1 Addition Polymerization,Remember,What happens to the C=C double bond of ethene during addition polymerization?,addition polymerization کے دوران ethene کے C=C double bond کے ساتھ کیا ہوتا ہے؟,It changes into an ester linkage / یہ ester linkage میں change ہوتا ہے,It breaks to allow ethene molecules to join / یہ break ہوتا ہے تاکہ ethene molecules join کر سکیں,It changes into an amide linkage / یہ amide linkage میں change ہوتا ہے,It remains unchanged in the polymer chain / polymer chain میں unchanged رہتا ہے,B | It breaks to allow ethene molecules to join / یہ break ہوتا ہے تاکہ ethene molecules join کر سکیں,Easy,1,PRO,1
q_10_chem_ch26_011,1,26.1 Addition Polymerization,Understand,Which conditions are usually used for addition polymerization according to the chapter?,chapter کے مطابق addition polymerization کے لیے عموماً کون سے conditions use ہوتے ہیں؟,Low pressure without a catalyst / low pressure بغیر catalyst,High pressure and a catalyst / high pressure اور catalyst,Only sunlight and water / صرف sunlight اور water,An acid-base titration / acid-base titration,B | High pressure and a catalyst / high pressure اور catalyst,Medium,1,PRO,1
q_10_chem_ch26_012,1,26.1 Addition Polymerization,Understand,What is produced besides the polymer in addition polymerization?,addition polymerization میں polymer کے علاوہ کیا produce ہوتا ہے؟,A water molecule is always formed / water molecule ہمیشہ form ہوتا ہے,Hydrogen chloride is always formed / hydrogen chloride ہمیشہ form ہوتا ہے,Ammonia is always formed / ammonia ہمیشہ form ہوتی ہے,No by-product is formed / کوئی by-product form نہیں ہوتا,D | No by-product is formed / کوئی by-product form نہیں ہوتا,Medium,1,ULTRA,1
q_10_chem_ch26_013,1,26.1 Addition Polymerization,Apply,Which equation represents addition polymerization of ethene?,کون سی equation ethene کی addition polymerization کو represent کرتی ہے؟,nCH₂=CH₂ → [−CH₂−CH₂−]ₙ / nCH₂=CH₂ → [−CH₂−CH₂−]ₙ,nCH₂=CH₂ → [−CO−NH−]ₙ + H₂O / nCH₂=CH₂ → [−CO−NH−]ₙ + H₂O,CH₂=CH₂ + H₂O → CH₃CH₂OH / CH₂=CH₂ + H₂O → CH₃CH₂OH,CH₃CH₂OH → CH₂=CH₂ + H₂O / CH₃CH₂OH → CH₂=CH₂ + H₂O,A | nCH₂=CH₂ → [−CH₂−CH₂−]ₙ / nCH₂=CH₂ → [−CH₂−CH₂−]ₙ,Medium,1,PRO,1
q_10_chem_ch26_014,1,26.1 Addition Polymerization,Analyze,Why does an addition polymer contain single bonds along its polymer backbone?,addition polymer کی backbone میں single bonds کیوں ہوتے ہیں؟,The polymer is formed by esterification / polymer esterification سے بنتا ہے,A water molecule joins every monomer / water molecule ہر monomer کے ساتھ join ہوتا ہے,The multiple bond in each monomer opens when the monomers link together / monomers link ہونے پر ہر monomer کا multiple bond open ہو جاتا ہے,The monomers contain only ionic bonds / monomers میں صرف ionic bonds ہوتے ہیں,C | The multiple bond in each monomer opens when the monomers link together / monomers link ہونے پر ہر monomer کا multiple bond open ہو جاتا ہے,Hard,1,ELITE,1
q_10_chem_ch26_015,1,26.1 Addition Polymerization,Analyze,What is the role of a catalyst in addition polymerization?,addition polymerization میں catalyst کا role کیا ہے؟,It becomes the repeating unit of the polymer / یہ polymer کا repeating unit بن جاتا ہے,It is eliminated as water / یہ water کی صورت میں eliminate ہوتا ہے,It changes the polymer into a natural polymer / یہ polymer کو natural polymer میں change کرتا ہے,It helps the polymerization reaction proceed under the required conditions / یہ required conditions میں polymerization reaction کو proceed کرنے میں help کرتا ہے,D | It helps the polymerization reaction proceed under the required conditions / یہ required conditions میں polymerization reaction کو proceed کرنے میں help کرتا ہے,Hard,1,ELITE,1
TOPIC_SEP,1,26.1 Condensation Polymerization and PET,Topic,,,,,,,,,,,1
