question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,18.1 Arrangement of Ions in Salts,Topic,,,,,,,,,,,1
q_10_chem_ch18_001,1,18.1 Arrangement of Ions in Salts,Remember,What products are formed when an acid neutralizes a base or an alkali?,acid جب base یا alkali کو neutralize کرتا ہے تو کون سے products بنتے ہیں؟,Metal and hydrogen / metal اور hydrogen,Salt and oxygen / salt اور oxygen,Acid and carbon dioxide / acid اور carbon dioxide,Salt and water / salt اور water,D | Salt and water / salt اور water,Easy,1,PRO,1
q_10_chem_ch18_002,1,18.1 Arrangement of Ions in Salts,Remember,Which equation represents the neutralization reaction given for sodium chloride formation?,sodium chloride کی formation کے لیے دی گئی neutralization reaction کون سی ہے؟,NaCl + H₂O → NaOH + HCl / NaCl + H₂O → NaOH + HCl,NaOH + Cl₂ → NaCl + H₂O / NaOH + Cl₂ → NaCl + H₂O,NaOH + HCl → NaCl + H₂O / NaOH + HCl → NaCl + H₂O,Na + HCl → NaOH + Cl₂ / Na + HCl → NaOH + Cl₂,C | NaOH + HCl → NaCl + H₂O / NaOH + HCl → NaCl + H₂O,Easy,1,ULTRA,1
q_10_chem_ch18_003,1,18.1 Arrangement of Ions in Salts,Remember,A salt is described as a chemical combination of which particles?,salt کو کن particles کا chemical combination بیان کیا گیا ہے؟,Positive and negative ions / positive اور negative ions,Neutral atoms only / صرف neutral atoms,Positive ions only / صرف positive ions,Molecules without charges / بغیر charges والے molecules,A | Positive and negative ions / positive اور negative ions,Easy,1,PRO,1
q_10_chem_ch18_004,1,18.1 Arrangement of Ions in Salts,Remember,What force bonds oppositely charged ions together in a salt?,salt میں oppositely charged ions کو کون سی force آپس میں bond کرتی ہے؟,Gravitational force / gravitational force,Magnetic repulsion / magnetic repulsion,Electrostatic force of attraction / electrostatic force of attraction,Nuclear force / nuclear force,C | Electrostatic force of attraction / electrostatic force of attraction,Easy,1,PRO,1
q_10_chem_ch18_005,1,18.1 Arrangement of Ions in Salts,Understand,From where do the positive and negative ions of a salt generally originate?,salt کے positive اور negative ions عموماً کہاں سے آتے ہیں؟,Both ions come only from acids / دونوں ions صرف acids سے آتے ہیں,Positive ions come from bases and negative ions come from acids / positive ions bases سے اور negative ions acids سے آتے ہیں,Positive ions come from acids and negative ions from bases / positive ions acids سے اور negative ions bases سے آتے ہیں,Both ions come only from metals / دونوں ions صرف metals سے آتے ہیں,B | Positive ions come from bases and negative ions come from acids / positive ions bases سے اور negative ions acids سے آتے ہیں,Medium,1,ULTRA,1
q_10_chem_ch18_006,1,18.1 Arrangement of Ions in Salts,Understand,On which two factors does the strength of electrostatic attraction between ions depend?,ions کے درمیان electrostatic attraction کی strength کن دو factors پر depend کرتی ہے؟,Colour and physical state of the salt / salt کا colour اور physical state,Number of neutrons and atmospheric pressure / neutrons کی تعداد اور atmospheric pressure,Shape of the container and volume of water / container کی shape اور water کا volume,Magnitude of ionic charges and distance between the ions / ionic charges کی magnitude اور ions کے درمیان distance,D | Magnitude of ionic charges and distance between the ions / ionic charges کی magnitude اور ions کے درمیان distance,Medium,1,PRO,1
q_10_chem_ch18_007,1,18.1 Arrangement of Ions in Salts,Understand,Why are ionic compounds crystalline solids under ordinary conditions?,ordinary conditions میں ionic compounds crystalline solids کیوں ہوتے ہیں؟,Their ions are completely free to move / ان کے ions مکمل طور پر free to move ہوتے ہیں,They contain no forces between particles / ان کے particles کے درمیان کوئی forces نہیں ہوتیں,Oppositely charged ions are held in an ordered three-dimensional lattice / oppositely charged ions ordered three-dimensional lattice میں held ہوتے ہیں,They exist as separate neutral molecules only / وہ صرف separate neutral molecules کی صورت میں ہوتے ہیں,C | Oppositely charged ions are held in an ordered three-dimensional lattice / oppositely charged ions ordered three-dimensional lattice میں held ہوتے ہیں,Medium,1,ELITE,1
q_10_chem_ch18_008,1,18.1 Arrangement of Ions in Salts,Analyze,Which change would most strongly increase the electrostatic attraction between two oppositely charged ions?,کون سی change دو oppositely charged ions کے درمیان electrostatic attraction کو سب سے زیادہ بڑھائے گی؟,Decreasing ionic charges and increasing the distance / ionic charges کم کرنا اور distance بڑھانا,Keeping charges zero and increasing distance / charges zero رکھنا اور distance بڑھانا,Increasing only the crystal size without changing ions / ions بدلے بغیر صرف crystal size بڑھانا,Increasing ionic charges and decreasing the distance between ions / ionic charges بڑھانا اور ions کے درمیان distance کم کرنا,D | Increasing ionic charges and decreasing the distance between ions / ionic charges بڑھانا اور ions کے درمیان distance کم کرنا,Hard,1,ELITE,1
TOPIC_SEP,1,18.1 Crystal Lattice of Sodium Chloride,Topic,,,,,,,,,,,1
