question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,24.1 Carboxylic Acids and Oxidation of Ethanol,topic_separator,,,,,,1
q_10_chem_ch24_sq_001,1,24.1 Carboxylic Acids and Oxidation of Ethanol,definition_formula,Define carboxylic acids and identify their characteristic functional group.,carboxylic acids کی تعریف کریں اور ان کا characteristic functional group identify کریں۔,Easy,2,ULTRA,1
q_10_chem_ch24_sq_002,1,24.1 Carboxylic Acids and Oxidation of Ethanol,features_characteristics,State why carboxylic acids are generally weaker than mineral acids.,بیان کریں کہ carboxylic acids عموماً mineral acids سے weaker کیوں ہوتے ہیں۔,Easy,2,PRO,1
q_10_chem_ch24_sq_003,1,24.1 Carboxylic Acids and Oxidation of Ethanol,list_state,Name the oxidizing agent used to convert ethanol into ethanoic acid.,ethanol کو ethanoic acid میں convert کرنے کے لیے used oxidizing agent کا نام لکھیں۔,Easy,2,PRO,1
q_10_chem_ch24_sq_004,1,24.1 Carboxylic Acids and Oxidation of Ethanol,sequence,Describe the oxidation sequence of ethanol through ethanal to ethanoic acid.,ethanol کی ethanal کے ذریعے ethanoic acid تک oxidation sequence بیان کریں۔,Medium,2,ELITE,1
q_10_chem_ch24_sq_005,1,24.1 Carboxylic Acids and Oxidation of Ethanol,formula_relationship,Write the equations for oxidation of ethanol to ethanal and then to ethanoic acid using acidified potassium manganate(VII).,acidified potassium manganate(VII) استعمال کرتے ہوئے ethanol کی ethanal اور پھر ethanoic acid میں oxidation کی equations لکھیں۔,Medium,2,PRO,1
q_10_chem_ch24_sq_006,1,24.1 Carboxylic Acids and Oxidation of Ethanol,cause_effect,State the colour change observed when hot acidified potassium manganate(VII) oxidizes ethanol and explain what it indicates.,hot acidified potassium manganate(VII) کے ethanol کو oxidize کرنے پر observed colour change بیان کریں اور explain کریں کہ یہ کیا indicate کرتا ہے۔,Medium,2,PRO,1
q_10_chem_ch24_sq_007,1,24.1 Carboxylic Acids and Oxidation of Ethanol,application_scenario,Predict whether methanol can be oxidized by acidified potassium manganate(VII) in a manner similar to ethanol and justify the prediction.,predict کریں کہ methanol کو acidified potassium manganate(VII) سے ethanol کی طرح oxidize کیا جا سکتا ہے یا نہیں، اور prediction justify کریں۔,Hard,2,ELITE,1
q_10_chem_ch24_sq_008,1,24.1 Carboxylic Acids and Oxidation of Ethanol,concept_explanation,Explain why ethanol may not stop at the ethanal stage under strong oxidation conditions.,وضاحت کریں کہ strong oxidation conditions میں ethanol، ethanal stage پر کیوں stop نہیں کرتا۔,Hard,2,ELITE,1
TOPIC_SEP,1,24.1 Oxidative Fermentation and Vinegar Production,topic_separator,,,,,,1
