question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,23.1 Fermentation of Glucose by Yeast,topic_separator,,,,,,1
q_10_chem_ch23_sq_001,1,23.1 Fermentation of Glucose by Yeast,definition_example,Define fermentation and give two examples of products prepared through fermentation reactions.,fermentation کی تعریف کریں اور fermentation reactions کے ذریعے prepared products کی two examples دیں۔,Easy,2,ULTRA,1
q_10_chem_ch23_sq_002,1,23.1 Fermentation of Glucose by Yeast,function_purpose,State the role of yeast and its enzymes in the fermentation of glucose.,glucose کی fermentation میں yeast اور اس کے enzymes کا role بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch23_sq_003,1,23.1 Fermentation of Glucose by Yeast,formula_relationship,Write the balanced chemical equation for the fermentation of glucose to ethanol and carbon dioxide.,glucose کی ethanol اور carbon dioxide میں fermentation کی balanced chemical equation لکھیں۔,Easy,2,ULTRA,1
q_10_chem_ch23_sq_004,1,23.1 Fermentation of Glucose by Yeast,list_state,"State the temperature, pH condition and atmospheric condition required for maximum ethanol production by fermentation.",fermentation سے maximum ethanol production کے لیے required temperature، pH condition اور atmospheric condition بیان کریں۔,Medium,2,PRO,1
q_10_chem_ch23_sq_005,1,23.1 Fermentation of Glucose by Yeast,explain_reason,Explain why oxygen is excluded during the fermentation of glucose.,وضاحت کریں کہ glucose کی fermentation کے دوران oxygen کو exclude کیوں کیا جاتا ہے۔,Medium,2,ELITE,1
q_10_chem_ch23_sq_006,1,23.1 Fermentation of Glucose by Yeast,cause_effect,Explain the effects of temperatures below and above about 35 °C on the fermentation reaction.,وضاحت کریں کہ approximately 35 °C سے below اور above temperatures fermentation reaction کو کیسے affect کرتے ہیں۔,Medium,2,PRO,1
q_10_chem_ch23_sq_007,1,23.1 Fermentation of Glucose by Yeast,concept_explanation,Explain why yeast is described as a biological catalyst source rather than a reactant consumed in the fermentation equation.,وضاحت کریں کہ yeast کو fermentation equation میں consumed reactant کے بجائے biological catalyst source کیوں describe کیا جاتا ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,"23.1 Fermentation Yield, Mixture and Sugar Industry",topic_separator,,,,,,1
q_10_chem_ch23_sq_008,1,"23.1 Fermentation Yield, Mixture and Sugar Industry",features_characteristics,State the two main products formed during fermentation of glucose and identify which product escapes from the mixture.,glucose fermentation کے two main products بیان کریں اور identify کریں کہ کون سا product mixture سے escape کرتا ہے۔,Easy,2,PRO,1
q_10_chem_ch23_sq_009,1,"23.1 Fermentation Yield, Mixture and Sugar Industry",features_characteristics,State the approximate maximum ethanol concentration obtained directly by fermentation.,fermentation سے directly obtained approximate maximum ethanol concentration بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch23_sq_010,1,"23.1 Fermentation Yield, Mixture and Sugar Industry",explain_reason,Explain why yeast becomes inactive when the ethanol concentration rises above about 15%.,وضاحت کریں کہ ethanol concentration approximately 15% سے above ہونے پر yeast inactive کیوں ہو جاتی ہے۔,Easy,2,ULTRA,1
q_10_chem_ch23_sq_011,1,"23.1 Fermentation Yield, Mixture and Sugar Industry",explain_reason,Explain why ethanol obtained by fermentation is relatively impure.,وضاحت کریں کہ fermentation سے obtained ethanol relatively impure کیوں ہوتی ہے۔,Medium,2,PRO,1
