question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,16.1 Oxidation Number of Atoms in Compounds and Ions,Topic,,,,,,,,,,,1
q_10_chem_ch16_001,1,16.1 Oxidation Number of Atoms in Compounds and Ions,Remember,What is the oxidation number of an atom in a free element?,free element میں موجود atom کا oxidation number کیا ہوتا ہے؟,+1 / +1,−1 / −1,Zero / صفر,Equal to its group number in every case / ہر حالت میں اس کے group number کے برابر,C | Zero / صفر,Easy,1,PRO,1
q_10_chem_ch16_002,1,16.1 Oxidation Number of Atoms in Compounds and Ions,Remember,"For a monatomic ion, the oxidation number is equal to which quantity?",monatomic ion کے لیے oxidation number کس مقدار کے برابر ہوتا ہے؟,The atomic mass of the ion / ion کی atomic mass,The charge on the ion / ion پر موجود charge,The number of neutrons / neutrons کی تعداد,The period number of the element / element کا period number,B | The charge on the ion / ion پر موجود charge,Easy,1,ULTRA,1
q_10_chem_ch16_003,1,16.1 Oxidation Number of Atoms in Compounds and Ions,Understand,What is the sum of oxidation numbers of all atoms in a neutral compound?,neutral compound میں تمام atoms کے oxidation numbers کا مجموعہ کیا ہوتا ہے؟,Equal to the number of atoms / atoms کی تعداد کے برابر,Always +1 / ہمیشہ +1,Zero / صفر,Equal to the charge on a polyatomic ion / polyatomic ion کے charge کے برابر,C | Zero / صفر,Medium,1,PRO,1
q_10_chem_ch16_004,1,16.1 Oxidation Number of Atoms in Compounds and Ions,Apply,What is the oxidation number of manganese in K₂MnO₄?,K₂MnO₄ میں manganese کا oxidation number کیا ہے؟,+6 / +6,+7 / +7,+5 / +5,−6 / −6,A | +6 / +6,Medium,1,PRO,1
q_10_chem_ch16_005,1,16.1 Oxidation Number of Atoms in Compounds and Ions,Analyze,Hydrogen has oxidation number +1 in HCl but −1 in NaH. Which rule explains this difference?,HCl میں hydrogen کا oxidation number +1 لیکن NaH میں −1 ہے۔ کون سا rule اس فرق کی وضاحت کرتا ہے؟,Hydrogen is always +1 in every compound / hydrogen ہر compound میں ہمیشہ +1 ہوتا ہے,Hydrogen is +1 with more electronegative atoms and −1 with less electronegative atoms / hydrogen زیادہ electronegative atoms کے ساتھ +1 اور کم electronegative atoms کے ساتھ −1 ہوتا ہے,Hydrogen is always −1 in every binary compound / hydrogen ہر binary compound میں ہمیشہ −1 ہوتا ہے,Hydrogen takes the oxidation number of oxygen / hydrogen، oxygen کا oxidation number اختیار کرتا ہے,B | Hydrogen is +1 with more electronegative atoms and −1 with less electronegative atoms / hydrogen زیادہ electronegative atoms کے ساتھ +1 اور کم electronegative atoms کے ساتھ −1 ہوتا ہے,Hard,1,ELITE,1
TOPIC_SEP,1,16.2–16.3 Writing Chemical Formulae of Ionic Compounds,Topic,,,,,,,,,,,1
q_10_chem_ch16_006,1,16.2–16.3 Writing Chemical Formulae of Ionic Compounds,Remember,What is the chemical formula of calcium chloride derived from Ca²⁺ and Cl⁻?,Ca²⁺ اور Cl⁻ سے حاصل ہونے والی calcium chloride کی chemical formula کیا ہے؟,Ca₂Cl / Ca₂Cl,CaCl / CaCl,Ca₂Cl₂ / Ca₂Cl₂,CaCl₂ / CaCl₂,D | CaCl₂ / CaCl₂,Easy,1,PRO,1
q_10_chem_ch16_007,1,16.2–16.3 Writing Chemical Formulae of Ionic Compounds,Remember,What is the formula of potassium permanganate?,potassium permanganate کی formula کیا ہے؟,K₂MnO₄ / K₂MnO₄,KMn₂O₄ / KMn₂O₄,K(MnO₄)₂ / K(MnO₄)₂,KMnO₄ / KMnO₄,D | KMnO₄ / KMnO₄,Easy,1,ULTRA,1
q_10_chem_ch16_008,1,16.2–16.3 Writing Chemical Formulae of Ionic Compounds,Understand,Why are brackets used around a polyatomic ion in a formula such as (NH₄)₂CO₃?,(NH₄)₂CO₃ جیسی formula میں polyatomic ion کے گرد brackets کیوں لگائے جاتے ہیں؟,To show that the compound is covalent / یہ دکھانے کے لیے کہ compound covalent ہے,To show that more than one complete polyatomic ion is present / یہ دکھانے کے لیے کہ ایک سے زیادہ مکمل polyatomic ions موجود ہیں,To indicate that the ion has no charge / یہ ظاہر کرنے کے لیے کہ ion پر کوئی charge نہیں,To separate metals from non-metals alphabetically / metals اور non-metals کو حروفِ تہجی کے لحاظ سے الگ کرنے کے لیے,B | To show that more than one complete polyatomic ion is present / یہ دکھانے کے لیے کہ ایک سے زیادہ مکمل polyatomic ions موجود ہیں,Medium,1,ELITE,1
q_10_chem_ch16_009,1,16.2–16.3 Writing Chemical Formulae of Ionic Compounds,Apply,Which formula correctly represents aluminium sulphate?,aluminium sulphate کو کون سی formula درست طور پر ظاہر کرتی ہے؟,AlSO₄ / AlSO₄,Al₂(SO₄)₃ / Al₂(SO₄)₃,Al₃(SO₄)₂ / Al₃(SO₄)₂,Al₂SO₄ / Al₂SO₄,B | Al₂(SO₄)₃ / Al₂(SO₄)₃,Medium,1,PRO,1
