question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,22.1 Alkenes and Their Preparation,topic_separator,,,,,,1
q_10_chem_ch22_sq_001,1,22.1 Alkenes and Their Preparation,definition_formula,Define alkenes and state their general formula and characteristic carbon-carbon bond.,alkenes کی تعریف کریں اور ان کی general formula اور characteristic carbon-carbon bond بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_002,1,22.1 Alkenes and Their Preparation,definition_function,Define dehydration of an alcohol and identify the reagent and temperature used to prepare ethene from ethanol.,alcohol کی dehydration کی تعریف کریں اور ethanol سے ethene prepare کرنے کے لیے used reagent اور temperature identify کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_003,1,22.1 Alkenes and Their Preparation,definition_function,Define dehydrohalogenation and state the reagent used to convert chloroethane into ethene.,dehydrohalogenation کی تعریف کریں اور chloroethane کو ethene میں convert کرنے کے لیے used reagent بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_004,1,22.1 Alkenes and Their Preparation,formula_relationship,Write the balanced equation for preparing ethene by dehydration of ethanol.,ethanol کی dehydration سے ethene prepare کرنے کی balanced equation لکھیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_005,1,22.1 Alkenes and Their Preparation,formula_relationship,Write the equation for preparing ethene by dehydrohalogenation of chloroethane with alcoholic potassium hydroxide.,alcoholic potassium hydroxide کے ساتھ chloroethane کی dehydrohalogenation سے ethene prepare کرنے کی equation لکھیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_006,1,22.1 Alkenes and Their Preparation,difference,"Differentiate between dehydration and dehydrohalogenation in terms of starting material, eliminated molecule and reagent.",starting material، eliminated molecule اور reagent کی بنیاد پر dehydration اور dehydrohalogenation میں فرق بیان کریں۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_007,1,22.1 Alkenes and Their Preparation,explain_reason,Explain why dehydration and dehydrohalogenation are classified as elimination reactions.,وضاحت کریں کہ dehydration اور dehydrohalogenation کو elimination reactions کیوں classify کیا جاتا ہے۔,Hard,2,ELITE,1
q_10_chem_ch22_sq_008,1,22.1 Alkenes and Their Preparation,application_scenario,A saturated compound loses HCl and forms a carbon-carbon double bond. Identify the reaction type and explain how the product becomes unsaturated.,saturated compound HCl lose کر کے carbon-carbon double bond بناتا ہے۔ reaction type identify کریں اور explain کریں کہ product unsaturated کیسے بنتا ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,22.1 Cracking of Alkanes,topic_separator,,,,,,1
q_10_chem_ch22_sq_009,1,22.1 Cracking of Alkanes,definition_function,Define cracking and state the types of products formed from high-molecular-mass alkanes.,cracking کی تعریف کریں اور high-molecular-mass alkanes سے formed products کی types بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_010,1,22.1 Cracking of Alkanes,list_state,"State the temperature, catalyst and oxygen condition used for cracking large alkane molecules.",large alkane molecules کی cracking کے لیے used temperature، catalyst اور oxygen condition بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_011,1,22.1 Cracking of Alkanes,formula_relationship,"Write the cracking equation in which C₁₅H₃₂ forms ethene, propene and octane.",وہ cracking equation لکھیں جس میں C₁₅H₃₂ سے ethene، propene اور octane بنتے ہیں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_012,1,22.1 Cracking of Alkanes,explain_reason,Explain why kerosene oil and diesel oil are cracked in petroleum refineries.,وضاحت کریں کہ petroleum refineries میں kerosene oil اور diesel oil کو crack کیوں کیا جاتا ہے۔,Medium,2,PRO,1
q_10_chem_ch22_sq_013,1,22.1 Cracking of Alkanes,function_purpose,State the commercial importance of smaller alkanes and alkenes obtained by cracking.,cracking سے obtained smaller alkanes اور alkenes کی commercial importance بیان کریں۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_014,1,22.1 Cracking of Alkanes,compare_contrast,Compare the molecular sizes and main uses of the starting alkanes and the products of cracking.,starting alkanes اور cracking products کے molecular sizes اور main uses کا موازنہ کریں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_015,1,22.1 Cracking of Alkanes,concept_explanation,Explain why cracking can simultaneously improve fuel supply and provide raw materials for the chemical industry.,وضاحت کریں کہ cracking fuel supply improve کرنے کے ساتھ chemical industry کے لیے raw materials بھی کیسے provide کرتی ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",topic_separator,,,,,,1
q_10_chem_ch22_sq_016,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",definition_function,Define an addition reaction and state why alkenes readily undergo this type of reaction.,addition reaction کی تعریف کریں اور بیان کریں کہ alkenes یہ reaction readily کیوں undergo کرتے ہیں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_017,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",formula_relationship,Write the equation for catalytic hydrogenation of ethene to ethane and identify the catalyst.,ethene کی ethane میں catalytic hydrogenation کی equation لکھیں اور catalyst identify کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_018,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",formula_relationship,Write the equation for addition of bromine to ethene and name the product.,ethene میں bromine addition کی equation لکھیں اور product کا نام بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_019,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",definition_function,Define hydration of an alkene and state the catalyst and approximate temperature used.,alkene کی hydration کی تعریف کریں اور used catalyst اور approximate temperature بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_020,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",compare_contrast,"Compare hydrogenation, halogenation and hydrohalogenation of ethene in terms of reagent and product type.",reagent اور product type کی بنیاد پر ethene کی hydrogenation، halogenation اور hydrohalogenation کا موازنہ کریں۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_021,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",explain_reason,Explain why the carbon-carbon double bond is responsible for the high reactivity of alkenes.,وضاحت کریں کہ carbon-carbon double bond alkenes کی high reactivity کا سبب کیوں ہے۔,Medium,2,PRO,1
q_10_chem_ch22_sq_022,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",application_scenario,Predict the product formed when propene reacts with bromine and write its structural formula.,propene کے bromine کے ساتھ reaction سے formed product predict کریں اور اس کی structural formula لکھیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_023,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",application_scenario,Show how chlorine and hydrogen chloride add separately to ethene and name both products.,show کریں کہ chlorine اور hydrogen chloride separately ethene میں کیسے add ہوتے ہیں اور both products کے نام لکھیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_024,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",concept_explanation,"Explain how hydrogen addition changes an unsaturated alkene into a saturated alkane, using ethene as an example.",ethene کی example سے explain کریں کہ hydrogen addition unsaturated alkene کو saturated alkane میں کیسے change کرتی ہے۔,Hard,2,ELITE,1
q_10_chem_ch22_sq_025,1,"22.2 Addition, Hydration and Hydrohalogenation of Alkenes",concept_explanation,Explain how hydration of but-1-ene changes both the functional group and saturation of the molecule.,وضاحت کریں کہ but-1-ene کی hydration molecule کے functional group اور saturation دونوں کو کیسے change کرتی ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,22.2 Tests for Unsaturation and Oxidation,topic_separator,,,,,,1
q_10_chem_ch22_sq_026,1,22.2 Tests for Unsaturation and Oxidation,process_steps,Describe the bromine-water test used to distinguish an alkene from an alkane.,alkene کو alkane سے distinguish کرنے کے لیے bromine-water test بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_027,1,22.2 Tests for Unsaturation and Oxidation,process_steps,Describe the cold dilute alkaline KMnO₄ test for an unsaturated hydrocarbon.,unsaturated hydrocarbon کے لیے cold dilute alkaline KMnO₄ test بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_028,1,22.2 Tests for Unsaturation and Oxidation,formula_relationship,"Write the equation for oxidation of ethene by cold dilute alkaline KMnO₄ to ethane-1,2-diol.","cold dilute alkaline KMnO₄ کے ذریعے ethene کی ethane-1,2-diol میں oxidation کی equation لکھیں۔",Easy,2,PRO,1
q_10_chem_ch22_sq_029,1,22.2 Tests for Unsaturation and Oxidation,compare_contrast,Compare the colour changes observed when an alkene reacts with bromine water and alkaline potassium permanganate.,alkene کے bromine water اور alkaline potassium permanganate کے ساتھ reaction میں observed colour changes کا موازنہ کریں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_030,1,22.2 Tests for Unsaturation and Oxidation,explain_reason,Explain why alkanes do not rapidly decolourize bromine water or cold dilute KMnO₄ under the same conditions.,وضاحت کریں کہ same conditions میں alkanes bromine water یا cold dilute KMnO₄ کو rapidly decolourize کیوں نہیں کرتے۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_031,1,22.2 Tests for Unsaturation and Oxidation,application_scenario,Two colourless hydrocarbons are labelled A and B. A discharges bromine colour but B does not. Identify the likely type of each hydrocarbon and justify the answer.,two colourless hydrocarbons A اور B labelled ہیں۔ A bromine colour discharge کرتا ہے مگر B نہیں۔ each hydrocarbon کی likely type identify کریں اور answer justify کریں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_032,1,22.2 Tests for Unsaturation and Oxidation,concept_explanation,Predict whether ethyne will decolourize cold KMnO₄ and justify the prediction from its bonding and degree of unsaturation.,predict کریں کہ ethyne cold KMnO₄ کو decolourize کرے گا یا نہیں، اور اس کی bonding اور degree of unsaturation سے prediction justify کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,22.3 Alkynes and Ethyne,topic_separator,,,,,,1
q_10_chem_ch22_sq_033,1,22.3 Alkynes and Ethyne,definition_formula,Define alkynes and state their general formula and characteristic bond.,alkynes کی تعریف کریں اور ان کی general formula اور characteristic bond بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_034,1,22.3 Alkynes and Ethyne,list_state,"Write the names and condensed formulae of ethyne, propyne, but-1-yne and but-2-yne.",ethyne، propyne، but-1-yne اور but-2-yne کے names اور condensed formulae لکھیں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_035,1,22.3 Alkynes and Ethyne,function_purpose,State two important uses of ethyne.,ethyne کے two important uses بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_036,1,22.3 Alkynes and Ethyne,formula_relationship,Write the balanced combustion equation for ethyne in oxygen.,oxygen میں ethyne combustion کی balanced equation لکھیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_037,1,22.3 Alkynes and Ethyne,explain_reason,Explain why the oxyacetylene flame is suitable for welding and cutting metals.,وضاحت کریں کہ oxyacetylene flame metals کی welding اور cutting کے لیے suitable کیوں ہے۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_038,1,22.3 Alkynes and Ethyne,process_steps,Describe how calcium carbide and atmospheric moisture produce acetylene used for artificial fruit ripening.,بیان کریں کہ calcium carbide اور atmospheric moisture artificial fruit ripening کے لیے used acetylene کیسے produce کرتے ہیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_039,1,22.3 Alkynes and Ethyne,advantages_disadvantages,Explain the purpose and health risk associated with using calcium carbide for artificial fruit ripening.,artificial fruit ripening کے لیے calcium carbide use کرنے کے purpose اور associated health risk کی وضاحت کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,22.4 Sources of Organic Compounds and Fossil Fuels,topic_separator,,,,,,1
q_10_chem_ch22_sq_040,1,22.4 Sources of Organic Compounds and Fossil Fuels,list_state,Name the three major fossil-fuel sources of organic compounds.,organic compounds کے three major fossil-fuel sources کے نام لکھیں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_041,1,22.4 Sources of Organic Compounds and Fossil Fuels,definition_function,State the main constituent of natural gas and identify the type of hydrocarbons mainly obtained from natural gas and petroleum.,natural gas کا main constituent بیان کریں اور natural gas و petroleum سے mainly obtained hydrocarbons کی type identify کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_042,1,22.4 Sources of Organic Compounds and Fossil Fuels,compare_contrast,"Compare coal, petroleum and natural gas as sources of aromatic and aliphatic hydrocarbons.",aromatic اور aliphatic hydrocarbons کے sources کے طور پر coal، petroleum اور natural gas کا موازنہ کریں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_043,1,22.4 Sources of Organic Compounds and Fossil Fuels,features_characteristics,Describe where petroleum and natural gas are commonly found underground and how they are recovered.,بیان کریں کہ petroleum اور natural gas underground commonly کہاں found ہوتے ہیں اور انہیں recover کیسے کیا جاتا ہے۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_044,1,22.4 Sources of Organic Compounds and Fossil Fuels,function_purpose,State the compounds obtained from coal tar and petroleum and give one industrial use of each source.,coal tar اور petroleum سے obtained compounds بیان کریں اور each source کا one industrial use دیں۔,Medium,2,PRO,1
q_10_chem_ch22_sq_045,1,22.4 Sources of Organic Compounds and Fossil Fuels,concept_explanation,"Explain why petroleum is considered both a fuel resource and a raw-material source for plastics, perfumes, drugs and dyes.",وضاحت کریں کہ petroleum کو fuel resource اور plastics، perfumes، drugs و dyes کے raw-material source دونوں کے طور پر کیوں consider کیا جاتا ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,22.5 Fractional Distillation and Refining of Petroleum,topic_separator,,,,,,1
q_10_chem_ch22_sq_046,1,22.5 Fractional Distillation and Refining of Petroleum,definition_function,Define refining of petroleum and state the separation principle used in fractional distillation.,petroleum refining کی تعریف کریں اور fractional distillation میں used separation principle بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch22_sq_047,1,22.5 Fractional Distillation and Refining of Petroleum,process_steps,State the first treatment applied to crude oil before it is heated for fractional distillation.,fractional distillation کے لیے heating سے پہلے crude oil پر applied first treatment بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_048,1,22.5 Fractional Distillation and Refining of Petroleum,features_characteristics,"Describe the main structural features of a petroleum fractionating column, including shelves, holes and bubble caps.",petroleum fractionating column کی main structural features بیان کریں، اور shelves، holes اور bubble caps شامل کریں۔,Easy,2,PRO,1
q_10_chem_ch22_sq_049,1,22.5 Fractional Distillation and Refining of Petroleum,sequence,Describe the fractional distillation of petroleum from heating crude oil to collection of the separated fractions.,crude oil heating سے separated fractions collection تک petroleum کی fractional distillation بیان کریں۔,Medium,2,ELITE,1
q_10_chem_ch22_sq_050,1,22.5 Fractional Distillation and Refining of Petroleum,explain_reason,Explain why high-boiling fractions condense lower in the column while low-boiling fractions rise higher.,وضاحت کریں کہ high-boiling fractions column میں lower condense کیوں ہوتے ہیں جبکہ low-boiling fractions higher rise کرتے ہیں۔,Medium,2,PRO,1
