question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch18_001,1,18.1 Arrangement of Ions in Salts,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_001,1,18.1 Arrangement of Ions in Salts,Long,state_and_explain,Define a salt and explain how oppositely charged ions form a three-dimensional crystal lattice through electrostatic attraction.,salt کی تعریف کریں اور explain کریں کہ oppositely charged ions electrostatic attraction کے ذریعے three-dimensional crystal lattice کیسے form کرتے ہیں۔,Medium,5,PRO,1
q_10_chem_ch18_lq_002,1,18.1 Arrangement of Ions in Salts,Long,diagram_based,"Explain the crystal lattice of sodium chloride with a labelled diagram, including the arrangement and coordination of sodium and chloride ions.",labelled diagram کے ساتھ sodium chloride کی crystal lattice explain کریں، اور sodium اور chloride ions کی arrangement اور coordination شامل کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch18_002,1,18.2 Melting Points of Ionic Compounds,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_003,1,18.2 Melting Points of Ionic Compounds,Long,cause_effect,"Explain why ionic salts are crystalline solids with high melting points under ordinary conditions. Relate the explanation to ionic charge, ionic size and electrostatic force.",explain کریں کہ ordinary conditions میں ionic salts crystalline solids اور high melting points کیوں رکھتے ہیں۔ explanation کو ionic charge، ionic size اور electrostatic force کے ساتھ relate کریں۔,Medium,5,PRO,1
q_10_chem_ch18_lq_004,1,18.2 Melting Points of Ionic Compounds,Long,compare,Compare the expected melting points of NaCl and MgCl₂ by considering the charges and sizes of the ions.,ions کے charges اور sizes consider کرتے ہوئے NaCl اور MgCl₂ کے expected melting points کا موازنہ کریں۔,Hard,5,ELITE,1
sep_10_chem_ch18_003,1,18.3 Electrical Conductivity of Ionic Compounds,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_005,1,18.3 Electrical Conductivity of Ionic Compounds,Long,compare,Explain why ionic compounds do not conduct electricity in the solid state but conduct in molten state and aqueous solution.,explain کریں کہ ionic compounds solid state میں electricity conduct کیوں نہیں کرتے مگر molten state اور aqueous solution میں conduct کرتے ہیں۔,Medium,5,PRO,1
sep_10_chem_ch18_004,1,18.4 Soluble and Insoluble Salts,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_006,1,18.4 Soluble and Insoluble Salts,Long,classification,"Describe the general solubility rules for sodium, potassium, ammonium and nitrate salts, chlorides, sulphates, carbonates and hydroxides, including important exceptions.",sodium، potassium، ammonium اور nitrate salts، chlorides، sulphates، carbonates اور hydroxides کے general solubility rules important exceptions کے ساتھ بیان کریں۔,Medium,5,ULTRA,1
q_10_chem_ch18_lq_007,1,18.4 Soluble and Insoluble Salts,Long,application_case,"Use the solubility rules to classify lead(II) chloride, barium sulphate, calcium sulphate, magnesium carbonate, sodium carbonate and calcium hydroxide as soluble, insoluble or partially soluble.",solubility rules استعمال کرتے ہوئے lead(II) chloride، barium sulphate، calcium sulphate، magnesium carbonate، sodium carbonate اور calcium hydroxide کو soluble، insoluble یا partially soluble classify کریں۔,Hard,5,ELITE,1
sep_10_chem_ch18_005,1,18.5 Preparation of Soluble Salts by Titration,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_008,1,18.5 Preparation of Soluble Salts by Titration,Long,experiment,"Describe the preparation, separation and purification of pure sodium sulphate crystals by titration of sodium hydroxide with sulphuric acid.",sodium hydroxide کو sulphuric acid کے ساتھ titrate کر کے pure sodium sulphate crystals کی preparation، separation اور purification بیان کریں۔,Hard,5,ULTRA,1
q_10_chem_ch18_lq_009,1,18.5 Preparation of Soluble Salts by Titration,Long,explain,Explain why the titration used to find the neutralizing volumes is first performed with an indicator and then repeated without the indicator during salt preparation.,explain کریں کہ salt preparation کے دوران neutralizing volumes find کرنے کے لیے titration پہلے indicator کے ساتھ اور پھر indicator کے بغیر repeat کیوں کی جاتی ہے۔,Medium,5,PRO,1
sep_10_chem_ch18_006,1,18.5 Preparation of Soluble Salts from Insoluble Reactants,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_010,1,18.5 Preparation of Soluble Salts from Insoluble Reactants,Long,process_procedure,"Describe the general preparation of a soluble salt by reacting an acid with an excess metal, insoluble oxide, insoluble hydroxide or insoluble carbonate. Include filtration, evaporation, crystallization and drying.",acid کو excess metal، insoluble oxide، insoluble hydroxide یا insoluble carbonate کے ساتھ react کر کے soluble salt prepare کرنے کا general method بیان کریں۔ filtration، evaporation، crystallization اور drying شامل کریں۔,Hard,5,ULTRA,1
q_10_chem_ch18_lq_011,1,18.5 Preparation of Soluble Salts from Insoluble Reactants,Long,experiment,Describe the laboratory preparation of pure zinc sulphate crystals from zinc metal and dilute sulphuric acid.,zinc metal اور dilute sulphuric acid سے pure zinc sulphate crystals کی laboratory preparation بیان کریں۔,Medium,5,PRO,1
sep_10_chem_ch18_007,1,18.5 Preparation of Soluble Salts,Topic,topic_separator,,,,,,1
q_10_chem_ch18_lq_012,1,18.5 Preparation of Soluble Salts,Long,application_case,"Explain how K₂SO₄, CuCl₂ and CaCl₂ can be prepared, selecting a suitable acid and reactant for each salt and stating the purification method.",explain کریں کہ K₂SO₄، CuCl₂ اور CaCl₂ کیسے prepare کیے جا سکتے ہیں، اور each salt کے لیے suitable acid اور reactant select کر کے purification method بیان کریں۔,Hard,5,ELITE,1
q_10_chem_ch18_lq_013,1,18.5 Preparation of Soluble Salts,Long,compare,Compare the preparation of soluble salts by titration and by reaction with an excess insoluble reactant.,titration اور excess insoluble reactant کے ساتھ reaction کے ذریعے soluble salts کی preparation کا موازنہ کریں۔,Medium,5,PRO,1
