question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,20.1–20.2 Test for Water and Purity,Topic,,,,,,,,,,,1
q_10_chem_ch20_001,1,20.1–20.2 Test for Water and Purity,Remember,Which colour change occurs when water is added to anhydrous copper(II) sulphate?,anhydrous copper(II) sulphate میں water add کرنے سے کون سی colour change ہوتی ہے؟,White to blue / white سے blue,Blue to white / blue سے white,Green to red / green سے red,Colourless to black / colourless سے black,A | White to blue / white سے blue,Easy,1,PRO,1
q_10_chem_ch20_002,1,20.1–20.2 Test for Water and Purity,Remember,What is the boiling point of pure water under standard conditions?,standard conditions میں pure water کا boiling point کیا ہے؟,100 °C / 100 °C,0 °C / 0 °C,50 °C / 50 °C,120 °C / 120 °C,A | 100 °C / 100 °C,Easy,1,PRO,1
q_10_chem_ch20_003,1,20.1–20.2 Test for Water and Purity,Remember,What is the melting point of pure water under standard conditions?,standard conditions میں pure water کا melting point کیا ہے؟,−10 °C / −10 °C,50 °C / 50 °C,100 °C / 100 °C,0 °C / 0 °C,D | 0 °C / 0 °C,Easy,1,ULTRA,1
q_10_chem_ch20_004,1,20.1–20.2 Test for Water and Purity,Understand,How do dissolved impurities generally affect the boiling point of water?,dissolved impurities عموماً water کے boiling point کو کیسے affect کرتی ہیں؟,They lower the boiling point to 0 °C / وہ boiling point کو 0 °C تک lower کرتی ہیں,They raise the boiling point slightly / وہ boiling point کو slightly raise کرتی ہیں,They have no effect under any condition / ان کا کسی condition میں کوئی effect نہیں,They always make water boil at room temperature / وہ water کو ہمیشہ room temperature پر boil کراتی ہیں,B | They raise the boiling point slightly / وہ boiling point کو slightly raise کرتی ہیں,Medium,1,PRO,1
q_10_chem_ch20_005,1,20.1–20.2 Test for Water and Purity,Understand,How do impurities generally affect the melting point of water?,impurities عموماً water کے melting point کو کیسے affect کرتی ہیں؟,They raise it above 100 °C / وہ اسے 100 °C سے above raise کرتی ہیں,They keep it exactly at 0 °C / وہ اسے بالکل 0 °C پر رکھتی ہیں,They lower the melting point below 0 °C / وہ melting point کو 0 °C سے below lower کرتی ہیں,They convert the sample into steam / وہ sample کو steam میں بدل دیتی ہیں,C | They lower the melting point below 0 °C / وہ melting point کو 0 °C سے below lower کرتی ہیں,Medium,1,PRO,1
q_10_chem_ch20_006,1,20.1–20.2 Test for Water and Purity,Understand,Why is testing for water important in food and pharmaceutical industries?,food اور pharmaceutical industries میں water test کرنا کیوں important ہے؟,Water always increases product mass without affecting quality / water ہمیشہ quality کو affect کیے بغیر product mass بڑھاتا ہے,Water can affect product quality and safety / water product quality اور safety کو affect کر سکتا ہے,Water prevents all chemical reactions / water تمام chemical reactions روکتا ہے,Water changes every medicine into a metal / water ہر medicine کو metal میں بدل دیتا ہے,B | Water can affect product quality and safety / water product quality اور safety کو affect کر سکتا ہے,Medium,1,ELITE,1
q_10_chem_ch20_007,1,20.1–20.2 Test for Water and Purity,Analyze,A water sample boils above 100 °C and its ice begins to melt below 0 °C at standard pressure. What is the best conclusion?,standard pressure پر water sample 100 °C سے above boil کرتا ہے اور اس کی ice 0 °C سے below melt ہونا شروع کرتی ہے۔ بہترین conclusion کیا ہے؟,The sample is perfectly pure / sample بالکل pure ہے,The sample contains impurities / sample میں impurities موجود ہیں,The sample contains only distilled water molecules / sample میں صرف distilled water molecules ہیں,The physical constants prove that no dissolved substance is present / physical constants ثابت کرتے ہیں کہ کوئی dissolved substance موجود نہیں,B | The sample contains impurities / sample میں impurities موجود ہیں,Hard,1,ELITE,1
TOPIC_SEP,1,20.3 Distilled Water and Tap Water,Topic,,,,,,,,,,,1
q_10_chem_ch20_008,1,20.3 Distilled Water and Tap Water,Remember,Which minerals are commonly present in tap water?,tap water میں commonly کون سے minerals موجود ہوتے ہیں؟,Gold and silver metals / gold اور silver metals,Only pure sodium metal / صرف pure sodium metal,Salts of calcium and magnesium / calcium اور magnesium کے salts,Sulphur and phosphorus elements only / صرف sulphur اور phosphorus elements,C | Salts of calcium and magnesium / calcium اور magnesium کے salts,Easy,1,PRO,1
q_10_chem_ch20_009,1,20.3 Distilled Water and Tap Water,Remember,What is the pH of distilled water stated in the chapter?,باب میں distilled water کا pH کتنا stated ہے؟,7 / 7,6.5 / 6.5,8.5 / 8.5,10 / 10,A | 7 / 7,Easy,1,PRO,1
q_10_chem_ch20_010,1,20.3 Distilled Water and Tap Water,Remember,Which process produces distilled water?,کون سا process distilled water بناتا ہے؟,Adding chlorine and leaving water in sunlight / chlorine add کر کے water کو sunlight میں چھوڑنا,Passing water only through sand / water کو صرف sand سے pass کرنا,Freezing tap water and discarding the ice / tap water freeze کر کے ice discard کرنا,Heating water to steam and condensing the steam back to liquid / water کو steam تک heat کر کے steam کو دوبارہ liquid میں condense کرنا,D | Heating water to steam and condensing the steam back to liquid / water کو steam تک heat کر کے steam کو دوبارہ liquid میں condense کرنا,Easy,1,ULTRA,1
