question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch26_001,1,26.1 Polymer Basics and Classification,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_001,1,26.1 Polymer Basics and Classification,Long,state_and_explain,"Define polymers, monomers and polymerization. Explain why polymers are important in daily life and give examples of natural and man-made polymers.",polymers، monomers اور polymerization کی تعریف کریں۔ explain کریں کہ polymers daily life میں important کیوں ہیں اور natural اور man-made polymers کی examples دیں۔,Medium,5,PRO,1
sep_10_chem_ch26_002,1,26.1 Addition Polymerization,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_002,1,26.1 Addition Polymerization,Long,process_procedure,"Describe addition polymerization of ethene to polyethene, including double-bond breaking, repeating unit, conditions, catalyst and absence of a by-product.",ethene کی polyethene میں addition polymerization بیان کریں، اور double-bond breaking، repeating unit، conditions، catalyst اور by-product کی absence شامل کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch26_003,1,26.1 Addition Polymers,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_003,1,26.1 Addition Polymers,Long,diagram_based,"Draw the repeating units of polyethene, polypropylene and polystyrene from their monomers and identify the side groups retained in each polymer.",ان کے monomers سے polyethene، polypropylene اور polystyrene کی repeating units draw کریں اور each polymer میں retained side groups identify کریں۔,Hard,5,ELITE,1
sep_10_chem_ch26_004,1,26.1 Condensation Polymerization and PET,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_004,1,26.1 Condensation Polymerization and PET,Long,process_procedure,"Explain the formation of PET from ethane-1,2-diol and terephthalic acid, showing the ester linkage, repeating unit and eliminated water molecule.","ethane-1,2-diol اور terephthalic acid سے PET formation explain کریں، اور ester linkage، repeating unit اور eliminated water molecule show کریں۔",Hard,5,ULTRA,1
sep_10_chem_ch26_005,1,26.1 Formation of Polyamide,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_005,1,26.1 Formation of Polyamide,Long,process_procedure,"Describe the formation of a polyamide from butanedioic acid and butane-1,4-diamine, showing the amide linkage, repeating unit and loss of water.","butanedioic acid اور butane-1,4-diamine سے polyamide formation بیان کریں، اور amide linkage، repeating unit اور water loss show کریں۔",Hard,5,ULTRA,1
sep_10_chem_ch26_006,1,26.1 Addition and Condensation Polymerization,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_006,1,26.1 Addition and Condensation Polymerization,Long,compare,"Differentiate between addition and condensation polymerization in monomers, functional groups, by-products, polymer backbone, linkages and examples.",monomers، functional groups، by-products، polymer backbone، linkages اور examples کی بنیاد پر addition اور condensation polymerization میں فرق بیان کریں۔,Medium,5,ULTRA,1
sep_10_chem_ch26_007,1,26.2 Deducing Monomers from Addition Polymers,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_007,1,26.2 Deducing Monomers from Addition Polymers,Long,algorithm_explanation,"Describe the method used to deduce an alkene monomer from the repeating unit of an addition polymer, and apply it to polyethene and PVC.",addition polymer کی repeating unit سے alkene monomer deduce کرنے کا method بیان کریں، اور اسے polyethene اور PVC پر apply کریں۔,Hard,5,ELITE,1
sep_10_chem_ch26_008,1,26.2 Deducing Monomers from Polyesters,Topic,topic_separator,,,,,,1
q_10_chem_ch26_lq_008,1,26.2 Deducing Monomers from Polyesters,Long,algorithm_explanation,Explain how ester linkages are broken to deduce the dicarboxylic acid and diol monomers of a polyester.,explain کریں کہ polyester کے dicarboxylic acid اور diol monomers deduce کرنے کے لیے ester linkages کو کیسے break کیا جاتا ہے۔,Hard,5,ELITE,1
sep_10_chem_ch26_009,1,26.2 Deducing Monomers from Polyamides,Topic,topic_separator,,,,,,1
