question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch21_001,1,21.1 Organic Compounds and Their Classification,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_001,1,21.1 Organic Compounds and Their Classification,Long,state_and_explain,"Define organic chemistry and organic compounds. Explain why carbon oxides, carbonates and hydrogen carbonates are conventionally studied as inorganic compounds.",organic chemistry اور organic compounds کی تعریف کریں۔ explain کریں کہ carbon oxides، carbonates اور hydrogen carbonates کو conventionally inorganic compounds کے طور پر کیوں study کیا جاتا ہے۔,Medium,5,PRO,1
q_10_chem_ch21_lq_002,1,21.1 Organic Compounds and Their Classification,Long,classification,Classify organic compounds as open-chain and closed-chain compounds. Further classify open-chain compounds as straight or branched and closed-chain compounds as carbocyclic or heterocyclic.,organic compounds کو open-chain اور closed-chain compounds میں classify کریں۔ مزید open-chain compounds کو straight یا branched اور closed-chain compounds کو carbocyclic یا heterocyclic میں classify کریں۔,Medium,5,ULTRA,1
sep_10_chem_ch21_002,1,"21.1 Cyclic, Alicyclic and Aromatic Compounds",Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_003,1,"21.1 Cyclic, Alicyclic and Aromatic Compounds",Long,compare,"Differentiate between alicyclic and aromatic compounds in ring structure, bonding and general characteristics, using cyclohexane and benzene as examples.",ring structure، bonding اور general characteristics کی بنیاد پر alicyclic اور aromatic compounds میں فرق بیان کریں، اور cyclohexane اور benzene کو examples کے طور پر use کریں۔,Hard,5,ELITE,1
sep_10_chem_ch21_003,1,21.2 Structural Formulae,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_004,1,21.2 Structural Formulae,Long,compare,"Explain structural formulae and compare displayed formulae with condensed structural formulae, giving suitable examples.",structural formulae explain کریں اور suitable examples کے ساتھ displayed formulae کا condensed structural formulae سے موازنہ کریں۔,Medium,5,PRO,1
q_10_chem_ch21_lq_005,1,21.2 Structural Formulae,Long,diagram_based,"Draw the displayed and condensed structural formulae of butan-2-ol, ethyl ethanoate, 2-methylpropane, but-2-ene and pentane.",butan-2-ol، ethyl ethanoate، 2-methylpropane، but-2-ene اور pentane کی displayed اور condensed structural formulae draw کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch21_004,1,21.3 Homologous Series,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_006,1,21.3 Homologous Series,Long,state_and_explain,"Define a homologous series and explain its main characteristics, including general formula, functional group, CH₂ difference, similar chemical properties, trends in physical properties and similar methods of preparation.",homologous series کی تعریف کریں اور اس کی main characteristics explain کریں، جن میں general formula، functional group، CH₂ difference، similar chemical properties، physical properties کے trends اور similar methods of preparation شامل ہوں۔,Medium,5,ULTRA,1
q_10_chem_ch21_lq_007,1,21.3 Homologous Series,Long,application_case,"Use the general formulae of alkanes, alkenes, alkynes, alcohols and carboxylic acids to write the molecular formula of a selected member containing a given number of carbon atoms.",alkanes، alkenes، alkynes، alcohols اور carboxylic acids کی general formulae استعمال کرتے ہوئے given number of carbon atoms والے selected member کی molecular formula لکھیں۔,Hard,5,ELITE,1
sep_10_chem_ch21_005,1,21.4 Structural Isomerism,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_008,1,21.4 Structural Isomerism,Long,state_and_explain,"Define structural isomerism and explain why butane and higher organic compounds can have more than one structural formula while methane, ethane and propane cannot.",structural isomerism کی تعریف کریں اور explain کریں کہ butane اور higher organic compounds ایک سے زیادہ structural formulae کیوں رکھتے ہیں جبکہ methane، ethane اور propane نہیں رکھتے۔,Medium,5,PRO,1
q_10_chem_ch21_lq_009,1,21.4 Structural Isomerism,Long,diagram_based,Draw and name the structural isomers of C₅H₁₂ and the positional isomers of C₄H₈ represented by but-1-ene and but-2-ene.,C₅H₁₂ کے structural isomers اور C₄H₈ کے positional isomers، یعنی but-1-ene اور but-2-ene، draw اور name کریں۔,Hard,5,ULTRA,1
q_10_chem_ch21_lq_010,1,21.4 Structural Isomerism,Long,compare,"Compare n-butane and 2-methylpropane in molecular formula, structural formula and physical properties.",molecular formula، structural formula اور physical properties کی بنیاد پر n-butane اور 2-methylpropane کا موازنہ کریں۔,Medium,5,PRO,1
sep_10_chem_ch21_006,1,21.5 Functional Groups,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_011,1,21.5 Functional Groups,Long,state_and_explain,Define a functional group and explain how it determines the characteristic chemical properties of a homologous series.,functional group کی تعریف کریں اور explain کریں کہ یہ homologous series کی characteristic chemical properties کیسے determine کرتا ہے۔,Easy,5,PRO,1
q_10_chem_ch21_lq_012,1,21.5 Functional Groups,Long,classification,"Describe and illustrate the hydroxyl, aldehyde, ketone, carboxyl, amino, amide and ester functional groups with one example of each family.",hydroxyl، aldehyde، ketone، carboxyl، amino، amide اور ester functional groups کو describe اور illustrate کریں، اور each family کی one example دیں۔,Medium,5,ULTRA,1
q_10_chem_ch21_lq_013,1,21.5 Functional Groups,Long,compare,"Differentiate among the functional groups present in aldehydes, ketones and carboxylic acids, and state the structural feature common to them.",aldehydes، ketones اور carboxylic acids میں present functional groups میں فرق بیان کریں اور ان میں common structural feature state کریں۔,Medium,5,PRO,1
q_10_chem_ch21_lq_014,1,21.5 Functional Groups,Long,compare,Differentiate between alcohols and phenols on the basis of the position of the hydroxyl group and molecular structure.,hydroxyl group کی position اور molecular structure کی بنیاد پر alcohols اور phenols میں فرق بیان کریں۔,Easy,5,PRO,1
sep_10_chem_ch21_007,1,21.6 IUPAC Nomenclature — General Rules,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_015,1,21.6 IUPAC Nomenclature — General Rules,Long,process_procedure,"Explain the root, suffix and prefix used in IUPAC nomenclature and describe how the longest continuous carbon chain is selected.",IUPAC nomenclature میں used root، suffix اور prefix explain کریں اور بیان کریں کہ longest continuous carbon chain کیسے select کی جاتی ہے۔,Medium,5,PRO,1
sep_10_chem_ch21_008,1,21.6 IUPAC Nomenclature — Alkanes and Alkyl Groups,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_016,1,21.6 IUPAC Nomenclature — Alkanes and Alkyl Groups,Long,process_procedure,Describe the IUPAC rules for naming straight-chain alkanes and explain the formation and naming of alkyl groups from alkanes.,straight-chain alkanes کو name کرنے کے IUPAC rules بیان کریں اور alkanes سے alkyl groups کی formation اور naming explain کریں۔,Medium,5,PRO,1
sep_10_chem_ch21_009,1,21.6 IUPAC Nomenclature — Alkenes,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_017,1,21.6 IUPAC Nomenclature — Alkenes,Long,process_procedure,"Describe the IUPAC rules for naming alkenes, including selection and numbering of the longest chain and indication of the double-bond position.",alkenes کو name کرنے کے IUPAC rules بیان کریں، جن میں longest chain کی selection و numbering اور double-bond position کی indication شامل ہو۔,Medium,5,ULTRA,1
sep_10_chem_ch21_010,1,21.6 IUPAC Nomenclature — Alcohols,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_018,1,21.6 IUPAC Nomenclature — Alcohols,Long,process_procedure,"Give the IUPAC rules for naming alcohols and apply them to propan-1-ol, propan-2-ol, butan-1-ol and butan-2-ol.",alcohols کو name کرنے کے IUPAC rules دیں اور انہیں propan-1-ol، propan-2-ol، butan-1-ol اور butan-2-ol پر apply کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch21_011,1,21.6 IUPAC Nomenclature — Carboxylic Acids,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_019,1,21.6 IUPAC Nomenclature — Carboxylic Acids,Long,process_procedure,Describe the IUPAC naming of carboxylic acids and compare their common and systematic names from methanoic acid to butanoic acid.,carboxylic acids کی IUPAC naming بیان کریں اور methanoic acid سے butanoic acid تک ان کے common اور systematic names کا موازنہ کریں۔,Medium,5,PRO,1
sep_10_chem_ch21_012,1,21.6 Esters and Their Naming,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_020,1,21.6 Esters and Their Naming,Long,state_and_explain,"Define esters, explain their preparation from an alcohol and a carboxylic acid, and describe the method used to name an ester.",esters کی تعریف کریں، alcohol اور carboxylic acid سے ان کی preparation explain کریں، اور ester کو name کرنے کا method بیان کریں۔,Medium,5,ULTRA,1
sep_10_chem_ch21_013,1,21.6 Identification and Naming of Organic Compounds,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_021,1,21.6 Identification and Naming of Organic Compounds,Long,application_case,"Identify the organic family and give the IUPAC name for compounds represented by CH₃CH₂CH₂OH, CH₃CH₂CHO, CH₃CH₂CH₂COOH and CH₃CH₂COOCH₃.",CH₃CH₂CH₂OH، CH₃CH₂CHO، CH₃CH₂CH₂COOH اور CH₃CH₂COOCH₃ سے represented compounds کی organic family identify کریں اور IUPAC name دیں۔,Hard,5,ELITE,1
sep_10_chem_ch21_014,1,21.6 Saturated and Unsaturated Compounds,Topic,topic_separator,,,,,,1
q_10_chem_ch21_lq_022,1,21.6 Saturated and Unsaturated Compounds,Long,compare,"Differentiate between saturated and unsaturated hydrocarbons in bonding, general reactivity and examples.",bonding، general reactivity اور examples کی بنیاد پر saturated اور unsaturated hydrocarbons میں فرق بیان کریں۔,Easy,5,PRO,1
