question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,22.1 Nature and Formula of Alkenes,Topic,,,,,,,,,,,1
q_10_chem_ch22_001,1,22.1 Nature and Formula of Alkenes,Remember,What type of hydrocarbons are alkenes?,alkenes کس type کے hydrocarbons ہوتے ہیں؟,Saturated hydrocarbons / saturated hydrocarbons,Unsaturated hydrocarbons / unsaturated hydrocarbons,Aromatic salts / aromatic salts,Ionic hydrocarbons / ionic hydrocarbons,B | Unsaturated hydrocarbons / unsaturated hydrocarbons,Easy,1,PRO,1
q_10_chem_ch22_002,1,22.1 Nature and Formula of Alkenes,Remember,Which bond is present in every alkene?,ہر alkene میں کون سا bond موجود ہوتا ہے؟,At least one carbon-carbon double bond / کم از کم one carbon-carbon double bond,Only carbon-carbon single bonds / صرف carbon-carbon single bonds,At least one carbon-carbon triple bond / کم از کم one carbon-carbon triple bond,An ionic carbon-carbon bond / ionic carbon-carbon bond,A | At least one carbon-carbon double bond / کم از کم one carbon-carbon double bond,Easy,1,ULTRA,1
q_10_chem_ch22_003,1,22.1 Nature and Formula of Alkenes,Remember,What is the general formula of alkenes?,alkenes کی general formula کیا ہے؟,CₙH₂ₙ / CₙH₂ₙ,CₙH₂ₙ₊₂ / CₙH₂ₙ₊₂,CₙH₂ₙ₋₂ / CₙH₂ₙ₋₂,CₙH₂ₙ₊₁OH / CₙH₂ₙ₊₁OH,A | CₙH₂ₙ / CₙH₂ₙ,Easy,1,PRO,1
q_10_chem_ch22_004,1,22.1 Nature and Formula of Alkenes,Understand,Why are alkenes generally more reactive than alkanes?,alkenes عموماً alkanes سے زیادہ reactive کیوں ہوتے ہیں؟,They contain no carbon atoms / ان میں carbon atoms نہیں ہوتے,They contain only very strong ionic bonds / ان میں صرف بہت strong ionic bonds ہوتے ہیں,They cannot react with other substances / وہ دوسرے substances کے ساتھ react نہیں کر سکتے,Their carbon-carbon double bond readily undergoes addition reactions / ان کا carbon-carbon double bond آسانی سے addition reactions دیتا ہے,D | Their carbon-carbon double bond readily undergoes addition reactions / ان کا carbon-carbon double bond آسانی سے addition reactions دیتا ہے,Medium,1,PRO,1
q_10_chem_ch22_005,1,22.1 Nature and Formula of Alkenes,Understand,Which substance is described as a plant hormone that induces fruit ripening?,کون سا substance plant hormone کے طور پر بیان ہوا ہے جو fruit ripening induce کرتا ہے؟,Methane / methane,Ethyne / ethyne,Octane / octane,Ethene or ethylene / ethene یا ethylene,D | Ethene or ethylene / ethene یا ethylene,Medium,1,ULTRA,1
q_10_chem_ch22_006,1,22.1 Nature and Formula of Alkenes,Analyze,Which compound is expected to undergo an addition reaction?,کون سا compound addition reaction دینے کی توقع رکھتا ہے؟,CH₃−CH₃ / CH₃−CH₃,CH₂=CH₂ / CH₂=CH₂,CH₄ / CH₄,CH₃−CH₂−CH₃ / CH₃−CH₂−CH₃,B | CH₂=CH₂ / CH₂=CH₂,Hard,1,ELITE,1
TOPIC_SEP,1,22.1 Preparation of Alkenes by Elimination Reactions,Topic,,,,,,,,,,,1
q_10_chem_ch22_007,1,22.1 Preparation of Alkenes by Elimination Reactions,Remember,What is dehydration of an alcohol?,alcohol کی dehydration کیا ہوتی ہے؟,Addition of hydrogen / hydrogen کا addition,Removal of carbon dioxide / carbon dioxide کا removal,Addition of a halogen / halogen کا addition,Removal of a water molecule / water molecule کا removal,D | Removal of a water molecule / water molecule کا removal,Easy,1,PRO,1
q_10_chem_ch22_008,1,22.1 Preparation of Alkenes by Elimination Reactions,Remember,Which dehydrating agent is used to convert ethanol into ethene?,ethanol کو ethene میں convert کرنے کے لیے کون سا dehydrating agent استعمال ہوتا ہے؟,Dilute hydrochloric acid / dilute hydrochloric acid,Aqueous sodium chloride / aqueous sodium chloride,Nickel metal / nickel metal,Concentrated sulphuric acid / concentrated sulphuric acid,D | Concentrated sulphuric acid / concentrated sulphuric acid,Easy,1,ULTRA,1
q_10_chem_ch22_009,1,22.1 Preparation of Alkenes by Elimination Reactions,Remember,Which reagent is used for dehydrohalogenation of an alkyl halide?,alkyl halide کی dehydrohalogenation کے لیے کون سا reagent استعمال ہوتا ہے؟,Potassium hydroxide dissolved in water only / صرف water میں dissolved potassium hydroxide,Aqueous bromine / aqueous bromine,Concentrated nitric acid / concentrated nitric acid,Potassium hydroxide dissolved in ethanol / ethanol میں dissolved potassium hydroxide,D | Potassium hydroxide dissolved in ethanol / ethanol میں dissolved potassium hydroxide,Easy,1,PRO,1
q_10_chem_ch22_010,1,22.1 Preparation of Alkenes by Elimination Reactions,Understand,What is removed during dehydrohalogenation?,dehydrohalogenation کے دوران کیا remove ہوتا ہے؟,"A hydrogen halide molecule, HX / hydrogen halide molecule، HX",A water molecule only / صرف water molecule,A hydrogen molecule only / صرف hydrogen molecule,A carbon dioxide molecule / carbon dioxide molecule,"A | A hydrogen halide molecule, HX / hydrogen halide molecule، HX",Medium,1,PRO,1
q_10_chem_ch22_011,1,22.1 Preparation of Alkenes by Elimination Reactions,Understand,Why are dehydration and dehydrohalogenation called elimination reactions?,dehydration اور dehydrohalogenation کو elimination reactions کیوں کہا جاتا ہے؟,Two reactants combine to form one product / two reactants combine ہو کر one product بناتے ہیں,An alkene gains hydrogen to form an alkane / alkene hydrogen gain کر کے alkane بناتا ہے,A solid breaks into ions in water / solid water میں ions میں break ہوتا ہے,A small molecule is removed from a saturated compound to form an unsaturated compound / saturated compound سے small molecule remove ہو کر unsaturated compound بنتا ہے,D | A small molecule is removed from a saturated compound to form an unsaturated compound / saturated compound سے small molecule remove ہو کر unsaturated compound بنتا ہے,Medium,1,ULTRA,1
q_10_chem_ch22_012,1,22.1 Preparation of Alkenes by Elimination Reactions,Apply,Which products are formed when chloroethane is heated with alcoholic KOH?,chloroethane کو alcoholic KOH کے ساتھ heat کرنے پر کون سے products بنتے ہیں؟,"Ethane, KOH and HCl / ethane، KOH اور HCl",Ethanol and chlorine / ethanol اور chlorine,Ethyne and hydrogen / ethyne اور hydrogen,"Ethene, KCl and H₂O / ethene، KCl اور H₂O","D | Ethene, KCl and H₂O / ethene، KCl اور H₂O",Medium,1,PRO,1
q_10_chem_ch22_013,1,22.1 Preparation of Alkenes by Elimination Reactions,Analyze,Which molecule is eliminated when bromoethane reacts with alcoholic KOH to form ethene?,bromoethane alcoholic KOH کے ساتھ react کر کے ethene بنائے تو کون سا molecule eliminate ہوتا ہے؟,HBr / HBr,Br₂ / Br₂,H₂ / H₂,H₂O / H₂O,A | HBr / HBr,Hard,1,ELITE,1
q_10_chem_ch22_014,1,22.1 Preparation of Alkenes by Elimination Reactions,Analyze,Which equation correctly represents dehydration of ethanol?,کون سی equation ethanol کی dehydration کو درست represent کرتی ہے؟,CH₂=CH₂ + H₂ → CH₃CH₃ / CH₂=CH₂ + H₂ → CH₃CH₃,CH₃CH₂OH → CH₂=CH₂ + H₂O / CH₃CH₂OH → CH₂=CH₂ + H₂O,CH₃CH₂OH + Br₂ → CH₃CH₂Br + H₂O / CH₃CH₂OH + Br₂ → CH₃CH₂Br + H₂O,CH₃CH₃ → CH₃CH₂OH / CH₃CH₃ → CH₃CH₂OH,B | CH₃CH₂OH → CH₂=CH₂ + H₂O / CH₃CH₂OH → CH₂=CH₂ + H₂O,Hard,1,PRO,1
TOPIC_SEP,1,22.1 Cracking of Alkanes,Topic,,,,,,,,,,,1
q_10_chem_ch22_015,1,22.1 Cracking of Alkanes,Remember,What is cracking?,cracking کیا ہے؟,Conversion of alkenes into salts / alkenes کو salts میں convert کرنا,Conversion of high-molecular-mass alkanes into smaller alkanes and alkenes / high-molecular-mass alkanes کو smaller alkanes اور alkenes میں convert کرنا,Separation of gases by filtration / gases کو filtration سے separate کرنا,Removal of water from alcohol only / صرف alcohol سے water remove کرنا,B | Conversion of high-molecular-mass alkanes into smaller alkanes and alkenes / high-molecular-mass alkanes کو smaller alkanes اور alkenes میں convert کرنا,Easy,1,PRO,1
q_10_chem_ch22_016,1,22.1 Cracking of Alkanes,Remember,Which catalyst is used in the cracking example given in the chapter?,باب میں دی گئی cracking example میں کون سا catalyst استعمال ہوتا ہے؟,Nickel / nickel,Iron oxide / iron oxide,Zeolite / zeolite,Phosphoric acid / phosphoric acid,C | Zeolite / zeolite,Easy,1,ULTRA,1
q_10_chem_ch22_017,1,22.1 Cracking of Alkanes,Understand,Under which conditions is cracking carried out?,cracking کن conditions میں کی جاتی ہے؟,At low temperature in excess oxygen / low temperature پر excess oxygen میں,In water without heating / water میں بغیر heating,"At high temperature, without oxygen, in the presence of a catalyst / high temperature پر، oxygen کے بغیر، catalyst کی presence میں",At room temperature with bromine / room temperature پر bromine کے ساتھ,"C | At high temperature, without oxygen, in the presence of a catalyst / high temperature پر، oxygen کے بغیر، catalyst کی presence میں",Medium,1,PRO,1
q_10_chem_ch22_018,1,22.1 Cracking of Alkanes,Understand,Why is cracking commercially important?,cracking commercially important کیوں ہے؟,It converts all fuels into bitumen / یہ تمام fuels کو bitumen میں convert کرتی ہے,It removes all hydrocarbons from petroleum / یہ petroleum سے تمام hydrocarbons remove کرتی ہے,It produces only water and oxygen / یہ صرف water اور oxygen بناتی ہے,It produces useful fuels and alkenes used as chemical starting materials / یہ useful fuels اور chemical starting materials کے طور پر استعمال ہونے والے alkenes بناتی ہے,D | It produces useful fuels and alkenes used as chemical starting materials / یہ useful fuels اور chemical starting materials کے طور پر استعمال ہونے والے alkenes بناتی ہے,Medium,1,ULTRA,1
q_10_chem_ch22_019,1,22.1 Cracking of Alkanes,Apply,Which products are stated to form when kerosene oil or diesel oil is cracked?,kerosene oil یا diesel oil کی cracking سے کون سے products stated ہیں؟,Only bitumen / صرف bitumen,Sulphuric acid and ammonia / sulphuric acid اور ammonia,"Petrol, alkenes and hydrogen gas / petrol، alkenes اور hydrogen gas",Carbonates and water / carbonates اور water,"C | Petrol, alkenes and hydrogen gas / petrol، alkenes اور hydrogen gas",Medium,1,PRO,1
q_10_chem_ch22_020,1,22.1 Cracking of Alkanes,Analyze,A refinery needs more petrol and ethene from heavy petroleum fractions. Which process should be used?,refinery کو heavy petroleum fractions سے زیادہ petrol اور ethene چاہیے۔ کون سا process استعمال ہونا چاہیے؟,Hydrogenation / hydrogenation,Chlorination / chlorination,Simple filtration / simple filtration,Catalytic cracking / catalytic cracking,D | Catalytic cracking / catalytic cracking,Hard,1,ELITE,1
TOPIC_SEP,1,22.2 Addition Reactions of Alkenes,Topic,,,,,,,,,,,1
q_10_chem_ch22_021,1,22.2 Addition Reactions of Alkenes,Remember,What is an addition reaction?,addition reaction کیا ہوتی ہے؟,A reaction in which one molecule is removed / reaction جس میں one molecule remove ہوتا ہے,A reaction producing only gases / reaction جو صرف gases بناتی ہے,A reaction in which reactants combine to form a single new product / reaction جس میں reactants combine ہو کر single new product بناتے ہیں,A reaction in which a salt precipitates / reaction جس میں salt precipitate ہوتا ہے,C | A reaction in which reactants combine to form a single new product / reaction جس میں reactants combine ہو کر single new product بناتے ہیں,Easy,1,PRO,1
q_10_chem_ch22_022,1,22.2 Addition Reactions of Alkenes,Remember,Which catalyst is used for hydrogenation of alkenes?,alkenes کی hydrogenation کے لیے کون سا catalyst استعمال ہوتا ہے؟,Zeolite / zeolite,Nickel / nickel,Iron with aluminium oxide / iron with aluminium oxide,Potassium hydroxide / potassium hydroxide,B | Nickel / nickel,Easy,1,ULTRA,1
q_10_chem_ch22_023,1,22.2 Addition Reactions of Alkenes,Remember,What product forms when ethene reacts with hydrogen?,ethene hydrogen کے ساتھ react کرے تو کون سا product بنتا ہے؟,Ethyne / ethyne,Ethane / ethane,Ethanol / ethanol,Ethylene glycol / ethylene glycol,B | Ethane / ethane,Easy,1,PRO,1
q_10_chem_ch22_024,1,22.2 Addition Reactions of Alkenes,Remember,What is the product when ethene reacts with hydrogen bromide?,ethene hydrogen bromide کے ساتھ react کرے تو کون سا product بنتا ہے؟,"1,2-Dibromoethane / 1,2-dibromoethane",Ethanol / ethanol,Bromoethane / bromoethane,Ethane / ethane,C | Bromoethane / bromoethane,Easy,1,PRO,1
q_10_chem_ch22_025,1,22.2 Addition Reactions of Alkenes,Understand,What is catalytic hydrogenation also called?,catalytic hydrogenation کو اور کیا کہا جاتا ہے؟,Catalytic oxidation / catalytic oxidation,Catalytic reduction / catalytic reduction,Dehydration / dehydration,Fractional distillation / fractional distillation,B | Catalytic reduction / catalytic reduction,Medium,1,PRO,1
q_10_chem_ch22_026,1,22.2 Addition Reactions of Alkenes,Understand,Why do alkenes undergo addition reactions readily?,alkenes readily addition reactions کیوں دیتے ہیں؟,They contain only ionic bonds / ان میں صرف ionic bonds ہوتے ہیں,The carbon-carbon double bond can open to form new single bonds / carbon-carbon double bond open ہو کر new single bonds بنا سکتا ہے,Their carbon atoms have no valencies / ان کے carbon atoms کی valencies نہیں ہوتیں,They are chemically inert / وہ chemically inert ہوتے ہیں,B | The carbon-carbon double bond can open to form new single bonds / carbon-carbon double bond open ہو کر new single bonds بنا سکتا ہے,Medium,1,ULTRA,1
