question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch14_001,1,14.1 Internal Energy,Topic,topic_separator,,,,,,1
q_10_chem_ch14_lq_001,1,14.1 Internal Energy,Long,compare,"Explain the solid, liquid and gaseous states in terms of particle arrangement, intermolecular forces, particle motion, shape and volume according to kinetic particle theory.",حرکی ذراتی نظریے کے مطابق ٹھوس، مائع اور گیس کی حالتوں کو ذرات کی ترتیب، بین الذراتی قوتوں، ذرات کی حرکت، شکل اور حجم کے لحاظ سے بیان کریں۔,Medium,5,PRO,1
q_10_chem_ch14_lq_002,1,14.1 Internal Energy,Long,state_and_explain,Define internal energy and explain its kinetic-energy and potential-energy components. Also discuss the effect of supplying heat to a system.,داخلی توانائی کی تعریف کریں اور اس کے حرکی توانائی اور مخفی توانائی کے اجزا کی وضاحت کریں۔ نیز نظام کو حرارت فراہم کرنے کے اثرات بیان کریں۔,Easy,5,ULTRA,1
sep_10_chem_ch14_002,1,14.2 Interconversion of Physical States,Topic,topic_separator,,,,,,1
q_10_chem_ch14_lq_003,1,14.2 Interconversion of Physical States,Long,explain,Explain why phase changes occur in matter in terms of kinetic energy and intermolecular forces.,حرکی توانائی اور بین الذراتی قوتوں کی بنیاد پر وضاحت کریں کہ مادے میں حالت کی تبدیلیاں کیوں واقع ہوتی ہیں۔,Medium,5,PRO,1
q_10_chem_ch14_lq_004,1,14.2 Interconversion of Physical States,Long,application_case,Explain why ice melts when pressure is exerted on it.,وضاحت کریں کہ برف پر دباؤ ڈالنے سے وہ کیوں پگھلتی ہے۔,Hard,5,PRO,1
q_10_chem_ch14_lq_005,1,14.2 Interconversion of Physical States,Long,compare,"Compare melting with freezing and boiling with condensation in terms of particle motion, energy transfer and transition temperature.",ذرات کی حرکت، توانائی کی منتقلی اور تبدیلی کے درجۂ حرارت کے لحاظ سے پگھلنے کا جماؤ سے اور ابلنے کا تکاثف سے موازنہ کریں۔,Medium,5,ULTRA,1
sep_10_chem_ch14_003,1,14.3 Heating and Cooling Curves,Topic,topic_separator,,,,,,1
q_10_chem_ch14_lq_006,1,14.3 Heating and Cooling Curves,Long,explain,Explain why heating and cooling curves for phase changes follow the same path in opposite directions.,وضاحت کریں کہ حالت کی تبدیلیوں کے لیے heating اور cooling curves مخالف سمتوں میں ایک ہی راستہ کیوں اختیار کرتے ہیں۔,Medium,5,PRO,1
q_10_chem_ch14_lq_007,1,14.3 Heating and Cooling Curves,Long,diagram_based,Draw a heating curve for water showing the physical changes that occur as temperature increases.,water کے لیے heating curve بنائیں اور درجۂ حرارت بڑھنے کے ساتھ ہونے والی جسمانی تبدیلیاں دکھائیں۔,Medium,5,PRO,1
sep_10_chem_ch14_004,1,14.4 Evaporation and Boiling,Topic,topic_separator,,,,,,1
