question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_chem_ch25_001,1,25.1 Nutrition and Healthy Eating,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_001,1,25.1 Nutrition and Healthy Eating,Long,state_and_explain,"Define biochemistry, nutrition and nutrients, and explain the importance of nutrition in maintaining health and preventing disease.",biochemistry، nutrition اور nutrients کی تعریف کریں اور health maintain کرنے اور disease prevent کرنے میں nutrition کی importance explain کریں۔,Medium,5,PRO,1
sep_10_chem_ch25_002,1,25.1 Main Nutrient Classes,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_002,1,25.1 Main Nutrient Classes,Long,compare,"Compare carbohydrates, lipids, proteins, vitamins and minerals in their major functions and recommended daily intake for a healthy adult where stated.",major functions اور جہاں stated ہو recommended daily intake کی بنیاد پر carbohydrates، lipids، proteins، vitamins اور minerals کا موازنہ کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch25_003,1,25.1 Healthy Eating and Balanced Diet,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_003,1,25.1 Healthy Eating and Balanced Diet,Long,discuss,"Explain the principles of healthy eating and discuss how a balanced diet supports growth, healthy body weight, brain function, immunity and disease prevention.",healthy eating کے principles explain کریں اور discuss کریں کہ balanced diet growth، healthy body weight، brain function، immunity اور disease prevention کو کیسے support کرتی ہے۔,Medium,5,ULTRA,1
sep_10_chem_ch25_004,1,25.2 Classification and Structure of Carbohydrates,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_004,1,25.2 Classification and Structure of Carbohydrates,Long,classification,"Classify carbohydrates as monosaccharides, oligosaccharides and polysaccharides, and explain the elements and functional groups present in carbohydrates.",carbohydrates کو monosaccharides، oligosaccharides اور polysaccharides میں classify کریں، اور carbohydrates میں present elements اور functional groups explain کریں۔,Medium,5,PRO,1
sep_10_chem_ch25_005,1,25.2 Glucose and Fructose,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_005,1,25.2 Glucose and Fructose,Long,diagram_based,"Draw the open-chain structures of glucose and fructose and compare them in functional group, molecular formula and natural sources.",glucose اور fructose کی open-chain structures draw کریں اور functional group، molecular formula اور natural sources کی بنیاد پر ان کا موازنہ کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch25_006,1,25.2 Important Carbohydrates,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_006,1,25.2 Important Carbohydrates,Long,compare,"Compare sucrose, maltose and lactose in molecular formula, natural source and biological or commercial importance.",molecular formula، natural source اور biological یا commercial importance کی بنیاد پر sucrose، maltose اور lactose کا موازنہ کریں۔,Medium,5,PRO,1
sep_10_chem_ch25_007,1,25.2 Polymeric Carbohydrates,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_007,1,25.2 Polymeric Carbohydrates,Long,compare,"Explain the structures, sources and functions of starch, cellulose and glycogen as polymeric carbohydrates.",polymeric carbohydrates کے طور پر starch، cellulose اور glycogen کی structures، sources اور functions explain کریں۔,Medium,5,PRO,1
sep_10_chem_ch25_008,1,25.3 Functions and Structure of Proteins,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_008,1,25.3 Functions and Structure of Proteins,Long,discuss,"Describe the composition, sources and major functions of proteins, including fibrous proteins, hormones, enzymes and haemoglobin.",proteins کی composition، sources اور major functions بیان کریں، اور fibrous proteins، hormones، enzymes اور haemoglobin شامل کریں۔,Medium,5,ULTRA,1
sep_10_chem_ch25_009,1,25.3 Amino Acids and Peptide Linkage,Topic,topic_separator,,,,,,1
q_10_chem_ch25_lq_009,1,25.3 Amino Acids and Peptide Linkage,Long,diagram_based,"Draw the general structure of an amino acid and construct a peptide linkage between two amino acids, showing the eliminated water molecule.",amino acid کی general structure draw کریں اور two amino acids کے درمیان peptide linkage construct کریں، اور eliminated water molecule show کریں۔,Hard,5,ULTRA,1
sep_10_chem_ch25_010,1,25.3 Formation of Polypeptides and Proteins,Topic,topic_separator,,,,,,1
