question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,20.1–20.2 Test for Water and Purity,topic_separator,,,,,,1
q_10_chem_ch20_sq_001,1,20.1–20.2 Test for Water and Purity,process_steps,Describe the chemical test for the presence of water using anhydrous copper(II) sulphate.,anhydrous copper(II) sulphate استعمال کرتے ہوئے water کی presence کا chemical test بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch20_sq_002,1,20.1–20.2 Test for Water and Purity,formula_relationship,Write the equation showing the conversion of anhydrous copper(II) sulphate into hydrated copper(II) sulphate.,anhydrous copper(II) sulphate کی hydrated copper(II) sulphate میں conversion کی equation لکھیں۔,Easy,2,PRO,1
q_10_chem_ch20_sq_003,1,20.1–20.2 Test for Water and Purity,list_state,Name the two physical constants used to check the purity of water and state their values for pure water at standard conditions.,water کی purity check کرنے کے لیے used two physical constants کے نام لکھیں اور standard conditions پر pure water کے لیے ان کی values بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch20_sq_004,1,20.1–20.2 Test for Water and Purity,explain_reason,Explain how dissolved impurities affect the boiling point and melting point of water.,وضاحت کریں کہ dissolved impurities water کے boiling point اور melting point کو کیسے affect کرتی ہیں۔,Medium,2,PRO,1
q_10_chem_ch20_sq_005,1,20.1–20.2 Test for Water and Purity,application_scenario,A water sample boils slightly above 100 °C and begins to melt below 0 °C at standard pressure. Comment on its purity.,standard pressure پر water sample 100 °C سے slightly above boil ہوتی ہے اور 0 °C سے below melt ہونا شروع کرتی ہے۔ اس کی purity پر comment کریں۔,Medium,2,ELITE,1
q_10_chem_ch20_sq_006,1,20.1–20.2 Test for Water and Purity,concept_explanation,Explain why boiling-point and melting-point tests for water purity must be interpreted with reference to pressure conditions.,وضاحت کریں کہ water purity کے boiling-point اور melting-point tests کو pressure conditions کے reference سے interpret کرنا کیوں ضروری ہے۔,Hard,2,ELITE,1
TOPIC_SEP,1,20.3 Distilled Water and Tap Water,topic_separator,,,,,,1
q_10_chem_ch20_sq_007,1,20.3 Distilled Water and Tap Water,difference,"Differentiate between tap water and distilled water using composition, pH and electrical conductivity.",composition، pH اور electrical conductivity کی بنیاد پر tap water اور distilled water میں فرق بیان کریں۔,Easy,2,ULTRA,1
q_10_chem_ch20_sq_008,1,20.3 Distilled Water and Tap Water,process_steps,Describe how water is distilled in a laboratory.,بیان کریں کہ laboratory میں water کو distill کیسے کیا جاتا ہے۔,Easy,2,PRO,1
q_10_chem_ch20_sq_009,1,20.3 Distilled Water and Tap Water,list_state,State three practical uses of distilled water.,distilled water کے three practical uses بیان کریں۔,Easy,2,PRO,1
q_10_chem_ch20_sq_010,1,20.3 Distilled Water and Tap Water,explain_reason,Explain why tap water conducts electricity whereas distilled water is a poor conductor.,وضاحت کریں کہ tap water electricity conduct کرتی ہے جبکہ distilled water poor conductor کیوں ہے۔,Medium,2,ELITE,1
q_10_chem_ch20_sq_011,1,20.3 Distilled Water and Tap Water,explain_reason,Explain why distilled water is preferred for accurate laboratory measurements and medical equipment.,وضاحت کریں کہ accurate laboratory measurements اور medical equipment کے لیے distilled water کیوں preferred ہے۔,Medium,2,PRO,1
q_10_chem_ch20_sq_012,1,20.3 Distilled Water and Tap Water,compare_contrast,Compare the advantages and limitations of using distilled water and tap water for drinking and laboratory work.,drinking اور laboratory work کے لیے distilled water اور tap water کے advantages اور limitations کا موازنہ کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,20.4 Natural Water and Dissolved Oxygen,topic_separator,,,,,,1
q_10_chem_ch20_sq_013,1,20.4 Natural Water and Dissolved Oxygen,list_state,Name two useful and four harmful substances that may be present in water obtained from natural sources.,natural sources سے obtained water میں present two useful اور four harmful substances کے نام لکھیں۔,Easy,2,PRO,1
