question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_bio_ch9_001,1,9.1 Infectious and Non-Infectious Diseases,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_001,1,9.1 Infectious and Non-Infectious Diseases,Long,classification,Describe infectious and non-infectious diseases and explain their major types with suitable examples.,متعدی اور غیر متعدی بیماریوں کی وضاحت کریں اور ان کی اہم اقسام کو مناسب مثالوں سمیت بیان کریں۔,Medium,5,PRO,1
sep_10_bio_ch9_002,1,9.1 Vector-Borne Diseases,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_002,1,9.1 Vector-Borne Diseases,Long,describe,"Describe vector-borne diseases with suitable examples. For each example, identify the causative agent, vector, and major body parts or systems affected.",ویکٹر سے پھیلنے والی بیماریوں کو مناسب مثالوں سمیت بیان کریں۔ ہر مثال کے لیے causative agent، vector اور متاثر ہونے والے اہم جسمانی حصوں یا نظاموں کی نشاندہی کریں۔,Hard,5,PRO,1
sep_10_bio_ch9_003,1,9.3 Roles of T-Cells and B-Cells in Immunity,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_003,1,9.3 Roles of T-Cells and B-Cells in Immunity,Long,compare,Describe and compare the roles of T-cells and B-cells in acquired immunity.,حاصل شدہ قوتِ مدافعت میں T-cells اور B-cells کے کردار بیان کریں اور ان کا تقابل کریں۔,Medium,5,PRO,1
sep_10_bio_ch9_004,1,9.3 Blood Clotting,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_004,1,9.3 Blood Clotting,Long,process_procedure,"Write a detailed note on blood clotting. Explain platelet activation, formation of a platelet plug, conversion of prothrombin into thrombin, conversion of fibrinogen into fibrin, clot contraction, and removal of the clot after repair of the vessel.",خون جمنے کے عمل پر تفصیلی نوٹ لکھیں۔ platelet activation، platelet plug کی تشکیل، prothrombin کی thrombin میں تبدیلی، fibrinogen کی fibrin میں تبدیلی، clot contraction اور خون کی نالی کی مرمت کے بعد clot کے خاتمے کی وضاحت کریں۔,Hard,5,PRO,1
sep_10_bio_ch9_005,1,9.1 Zoonotic Diseases,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_005,1,9.1 Zoonotic Diseases,Long,compare,"Explain zoonotic diseases and compare anthrax, bird flu, and Ebola in terms of causative agent, infection sites, and methods of transmission.",حیوانی ماخذ کی بیماریوں کی وضاحت کریں اور anthrax، bird flu اور Ebola کا causative agent، infection sites اور طریقۂ منتقلی کے لحاظ سے تقابل کریں۔,Medium,5,ULTRA,1
sep_10_bio_ch9_006,1,9.1 Allergies and Their Major Types,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_006,1,9.1 Allergies and Their Major Types,Long,classification,"Define allergy and allergen and explain the role of histamine in allergic reactions. Describe the major types of allergies, their common triggers, and their symptoms, including anaphylactic shock.",الرجی اور allergen کی تعریف کریں اور allergic reactions میں histamine کا کردار بیان کریں۔ الرجی کی اہم اقسام، ان کے عام محرکات اور علامات کی وضاحت کریں، جس میں anaphylactic shock بھی شامل ہو۔,Medium,5,ULTRA,1
sep_10_bio_ch9_007,1,9.2 Types of Pathogens and Their Transmission,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_007,1,9.2 Types of Pathogens and Their Transmission,Long,classification,"Classify the major types of pathogens and explain their common methods of transmission. Support your answer with suitable examples of viral, bacterial, fungal, and parasitic diseases.",پیتھوجنز کی اہم اقسام کی درجہ بندی کریں اور ان کے عام طریقۂ منتقلی کی وضاحت کریں۔ اپنے جواب کی تائید وائرل، بیکٹیریائی، فنگل اور طفیلی بیماریوں کی مناسب مثالوں سے کریں۔,Easy,5,ULTRA,1
sep_10_bio_ch9_008,1,9.3 First and Second Lines of Defence,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_008,1,9.3 First and Second Lines of Defence,Long,compare,"Compare the first and second lines of defence. Explain the protective roles of skin, mucous membranes, macrophages, neutrophils, natural killer cells, protective proteins, inflammation, and fever.",دفاع کی پہلی اور دوسری لائنوں کا تقابل کریں۔ جلد، mucous membranes، macrophages، neutrophils، natural killer cells، protective proteins، inflammation اور fever کے حفاظتی کردار بیان کریں۔,Medium,5,ULTRA,1
sep_10_bio_ch9_009,1,9.3 Innate and Acquired Immunity,Topic,topic_separator,,,,,,1
q_10_bio_ch9_lq_009,1,9.3 Innate and Acquired Immunity,Long,compare,"Differentiate between innate and acquired immunity. Explain the first, second, and third lines of defence and compare active immunity with passive immunity.",فطری اور حاصل شدہ قوتِ مدافعت میں فرق بیان کریں۔ دفاع کی پہلی، دوسری اور تیسری لائنوں کی وضاحت کریں اور active immunity کا passive immunity سے تقابل کریں۔,Easy,5,ELITE,1
