question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,9.1 Disease and Illness,topic_separator,,,,,,1
q_10_bio_ch9_sq_001,1,9.1 Disease and Illness,definition_function,Define disease and state how it affects the normal functioning of the body or mind.,بیماری کی تعریف کریں اور بیان کریں کہ یہ جسم یا ذہن کے معمول کے افعال کو کیسے متاثر کرتی ہے۔,Easy,2,PRO,1
q_10_bio_ch9_sq_002,1,9.1 Disease and Illness,definition_function,Define illness and state how it is related to a person's experience of disease.,علالت کی تعریف کریں اور بیان کریں کہ یہ بیماری کے ذاتی تجربے سے کیسے متعلق ہے۔,Easy,2,ULTRA,1
q_10_bio_ch9_sq_003,1,9.1 Disease and Illness,list_state,Enlist any four factors that may cause disease.,بیماری پیدا کرنے والے کوئی چار عوامل لکھیں۔,Medium,2,PRO,1
q_10_bio_ch9_sq_004,1,9.1 Disease and Illness,process_steps,State the main sources of information used by a doctor to diagnose a disease.,بیماری کی تشخیص کے لیے ڈاکٹر کے استعمال کردہ معلومات کے بنیادی ذرائع بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch9_sq_005,1,9.1 Disease and Illness,compare_contrast,"Compare disease and illness in terms of physical condition, personal experience, and response to health problems.",بیماری اور علالت کا جسمانی حالت، ذاتی تجربے اور صحت کے مسائل کے ردِعمل کے لحاظ سے تقابل کریں۔,Hard,2,ELITE,1
TOPIC_SEP,1,9.1 Infectious and Non-Infectious Diseases,topic_separator,,,,,,1
q_10_bio_ch9_sq_006,1,9.1 Infectious and Non-Infectious Diseases,definition_example,Define an infectious disease and give one suitable example.,متعدی بیماری کی تعریف کریں اور ایک مناسب مثال دیں۔,Easy,2,PRO,1
q_10_bio_ch9_sq_007,1,9.1 Infectious and Non-Infectious Diseases,definition_example,Define a non-infectious disease and give one suitable example.,غیر متعدی بیماری کی تعریف کریں اور ایک مناسب مثال دیں۔,Easy,2,ULTRA,1
q_10_bio_ch9_sq_008,1,9.1 Infectious and Non-Infectious Diseases,difference,Differentiate between infectious and non-infectious diseases using two points.,متعدی اور غیر متعدی بیماریوں میں دو نکات کی بنیاد پر فرق بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch9_sq_009,1,9.1 Infectious and Non-Infectious Diseases,classification,"Classify dengue, tuberculosis, candidiasis, and malaria according to the type of pathogen causing each disease.",ڈینگی، تپِ دق، کینڈیڈیاسس اور ملیریا کو ہر بیماری پیدا کرنے والے پیتھوجن کی قسم کے مطابق درجہ بند کریں۔,Medium,2,PRO,1
