question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_bio_ch3_001,1,3.1 Blood and Its Components,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_001,1,3.1 Blood and Its Components,Long,describe,"Describe the major components of human blood and explain the functions of plasma, red blood cells, white blood cells, and platelets.",انسانی خون کے بنیادی اجزا بیان کریں اور plasma، red blood cells، white blood cells اور platelets کے افعال کی وضاحت کریں۔,Easy,5,PRO,1
sep_10_bio_ch3_002,1,3.1 Transport Functions of Blood,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_002,1,3.1 Transport Functions of Blood,Long,explain,"Explain how blood transports respiratory gases, nutrients, hormones, waste products, and other materials throughout the human body.",وضاحت کریں کہ خون respiratory gases، nutrients، hormones، waste products اور دیگر مادّوں کو انسانی جسم میں کس طرح منتقل کرتا ہے۔,Hard,5,PRO,1
sep_10_bio_ch3_003,1,3.2 Structure of the Human Heart,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_003,1,3.2 Structure of the Human Heart,Long,diagram_based,"Explain the structure of the human heart with a labelled diagram. Include the pericardium, septum, atria, ventricles, valves, and major blood vessels connected with the heart.",انسانی دل کی ساخت کی وضاحت لیبل شدہ خاکے سمیت کریں۔ pericardium، septum، atria، ventricles، valves اور دل سے منسلک بڑی خون کی نالیوں کو شامل کریں۔,Medium,5,PRO,1
sep_10_bio_ch3_004,1,3.5 Harmful Effects of Smoking Related to Heart Diseases,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_004,1,3.5 Harmful Effects of Smoking Related to Heart Diseases,Long,cause_effect,"Explain the harmful effects of smoking related to heart diseases, including its effects on arteries, blood clot formation, blood pressure, heart rate, oxygen delivery, and overall cardiovascular health.",دل کی بیماریوں سے متعلق تمباکو نوشی کے نقصان دہ اثرات بیان کریں، جن میں arteries، blood clot formation، blood pressure، heart rate، oxygen delivery اور مجموعی cardiovascular health پر اثرات شامل ہوں۔,Medium,5,PRO,1
sep_10_bio_ch3_005,1,3.3 Blood Vessels,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_005,1,3.3 Blood Vessels,Long,compare,"Compare an artery, a vein, and a capillary in terms of structure, direction of blood flow, type of blood generally carried, wall thickness, lumen, valves, and function.",artery، vein اور capillary کا ساخت، خون کے بہاؤ کی سمت، عموماً لے جانے والے خون کی نوعیت، دیوار کی موٹائی، lumen، valves اور فعل کے لحاظ سے تقابل کریں۔,Medium,5,PRO,1
sep_10_bio_ch3_006,1,3.1 Blood Clotting by Platelets,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_006,1,3.1 Blood Clotting by Platelets,Long,process_procedure,"Describe the process of blood clotting after damage to a blood vessel. Explain the roles of platelets, fibrinogen, fibrin, red blood cells, and the clot.",خون کی نالی کو نقصان پہنچنے کے بعد blood clotting کا عمل بیان کریں۔ platelets، fibrinogen، fibrin، red blood cells اور clot کے کردار کی وضاحت کریں۔,Medium,5,ULTRA,1
sep_10_bio_ch3_007,1,3.2 Pulmonary and Systemic Circulation,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_007,1,3.2 Pulmonary and Systemic Circulation,Long,process_procedure,"Trace the complete circulation of blood through the right side of the heart, lungs, left side of the heart, and body tissues. Differentiate between pulmonary and systemic circulation.",دل کے دائیں حصے، پھیپھڑوں، دل کے بائیں حصے اور جسمانی بافتوں سے خون کی مکمل گردش کا راستہ بیان کریں۔ pulmonary اور systemic circulation میں فرق واضح کریں۔,Hard,5,ULTRA,1
sep_10_bio_ch3_008,1,3.2 Heartbeat,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_008,1,3.2 Heartbeat,Long,process_procedure,"Describe one complete heartbeat. Explain systole and diastole, the movement of blood during each phase, and the origin of the 'lubb' and 'dubb' heart sounds.",ایک مکمل heartbeat بیان کریں۔ systole اور diastole، ہر مرحلے میں خون کی حرکت اور 'lubb' و 'dubb' آوازوں کی پیدائش کی وضاحت کریں۔,Medium,5,ULTRA,1
sep_10_bio_ch3_009,1,3.4 Arterial and Venous Systems,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_009,1,3.4 Arterial and Venous Systems,Long,classification,"Describe the major arteries and veins of pulmonary and systemic circulation. Explain the roles of the pulmonary trunk, pulmonary arteries, aorta, dorsal aorta, venae cavae, pulmonary veins, hepatic portal vein, renal vessels, and femoral vessels.",pulmonary اور systemic circulation کی بڑی arteries اور veins بیان کریں۔ pulmonary trunk، pulmonary arteries، aorta، dorsal aorta، venae cavae، pulmonary veins، hepatic portal vein، renal vessels اور femoral vessels کے کردار کی وضاحت کریں۔,Easy,5,ELITE,1
sep_10_bio_ch3_010,1,3.5 Cardiovascular Disorders,Topic,topic_separator,,,,,,1
q_10_bio_ch3_lq_010,1,3.5 Cardiovascular Disorders,Long,compare,"Compare coronary heart disease, myocardial infarction, and angina pectoris in terms of their causes, symptoms, treatment, complications, and prevention.",coronary heart disease، myocardial infarction اور angina pectoris کا وجوہات، علامات، علاج، پیچیدگیوں اور بچاؤ کے لحاظ سے تقابل کریں۔,Medium,5,ULTRA,1
