question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_bio_ch2_001,1,"2.1 Breathing, Gaseous Exchange and Cellular Respiration",Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_001,1,"2.1 Breathing, Gaseous Exchange and Cellular Respiration",Long,compare,"Differentiate among breathing, gaseous exchange, and cellular respiration. Explain how these three processes are related to one another.",breathing، gaseous exchange اور cellular respiration میں فرق بیان کریں۔ وضاحت کریں کہ یہ تینوں عمل ایک دوسرے سے کیسے متعلق ہیں۔,Medium,5,ULTRA,1
sep_10_bio_ch2_002,1,"2.1 Lungs, Pleura and Blood Circulation in Lungs",Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_002,1,"2.1 Lungs, Pleura and Blood Circulation in Lungs",Long,diagram_based,"Describe the structure of the lungs and pleura. Explain pulmonary blood circulation around the alveoli and the exchange of oxygen and carbon dioxide, with a labelled diagram.",پھیپھڑوں اور pleura کی ساخت بیان کریں۔ alveoli کے گرد pulmonary blood circulation اور آکسیجن و کاربن ڈائی آکسائیڈ کے تبادلے کی وضاحت لیبل شدہ خاکے سمیت کریں۔,Hard,5,ULTRA,1
sep_10_bio_ch2_003,1,2.2 Mechanism of Breathing,Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_003,1,2.2 Mechanism of Breathing,Long,process_procedure,"Explain the processes of inhalation and exhalation step by step, including the actions of the intercostal muscles and diaphragm and the resulting changes in chest volume and pressure.",inhalation اور exhalation کے عمل مرحلہ وار بیان کریں، جس میں intercostal muscles اور diaphragm کی حرکات اور سینے کے حجم و دباؤ میں پیدا ہونے والی تبدیلیاں شامل ہوں۔,Medium,5,PRO,1
sep_10_bio_ch2_004,1,2.1 Human Air Passageway,Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_004,1,2.1 Human Air Passageway,Long,describe,Write a detailed note on the major parts of the human air passageway and explain the function of each part.,انسانی air passageway کے اہم حصوں پر تفصیلی نوٹ لکھیں اور ہر حصے کا فعل بیان کریں۔,Medium,5,PRO,1
sep_10_bio_ch2_005,1,"2.1 Trachea, Bronchi and Alveoli",Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_005,1,"2.1 Trachea, Bronchi and Alveoli",Long,describe,"Describe the locations and functions of the trachea, bronchi, and alveoli.",trachea، bronchi اور alveoli کے مقامات اور افعال بیان کریں۔,Easy,5,PRO,1
sep_10_bio_ch2_006,1,2.3 Lung Cancer and Harmful Effects of Smoking,Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_006,1,2.3 Lung Cancer and Harmful Effects of Smoking,Long,cause_effect,Discuss the possible causes of lung cancer. Explain the harmful effects of smoking apart from lung cancer.,پھیپھڑوں کے سرطان کی ممکنہ وجوہات بیان کریں۔ پھیپھڑوں کے سرطان کے علاوہ تمباکو نوشی کے نقصان دہ اثرات کی وضاحت کریں۔,Hard,5,PRO,1
sep_10_bio_ch2_007,1,2.2 Rate of Breathing and Composition of Inspired and Expired Air,Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_007,1,2.2 Rate of Breathing and Composition of Inspired and Expired Air,Long,state_and_explain,"Explain how the breathing rate is regulated at rest and during exercise. Compare inspired and expired air in terms of oxygen, carbon dioxide, nitrogen, water vapours, temperature, and dust particles.",وضاحت کریں کہ آرام اور ورزش کے دوران breathing rate کیسے منظم ہوتی ہے۔ inspired air اور expired air کا آکسیجن، کاربن ڈائی آکسائیڈ، نائٹروجن، آبی بخارات، درجہ حرارت اور گرد کے ذرات کے لحاظ سے تقابل کریں۔,Medium,5,ELITE,1
sep_10_bio_ch2_008,1,2.3 Respiratory Disorders — Bronchitis and Emphysema,Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_008,1,2.3 Respiratory Disorders — Bronchitis and Emphysema,Long,compare,"Compare bronchitis and emphysema in terms of the respiratory structures affected, causes, symptoms, and treatment.",bronchitis اور emphysema کا متاثرہ تنفسی ساختوں، وجوہات، علامات اور علاج کے لحاظ سے تقابل کریں۔,Medium,5,ELITE,1
sep_10_bio_ch2_009,1,2.3 Respiratory Disorders — Pneumonia and Asthma,Topic,topic_separator,,,,,,1
q_10_bio_ch2_lq_009,1,2.3 Respiratory Disorders — Pneumonia and Asthma,Long,compare,"Compare pneumonia and asthma in terms of the respiratory structures affected, causes, symptoms, and treatment.",pneumonia اور asthma کا متاثرہ تنفسی ساختوں، وجوہات، علامات اور علاج کے لحاظ سے تقابل کریں۔,Medium,5,ULTRA,1
