question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,3.1 Blood and Its Components,topic_separator,,,,,,1
q_10_bio_ch3_sq_001,1,3.1 Blood and Its Components,definition_function,Define blood as a connective tissue and state its main transport function.,خون کی رابطی بافت کے طور پر تعریف کریں اور اس کا بنیادی ترسیلی فعل بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch3_sq_002,1,3.1 Blood and Its Components,list_state,State the approximate percentages of plasma and cell-like components in blood and mention the average blood volume of an adult.,خون میں پلازما اور خلیاتی اجزا کے اندازاً فیصد بیان کریں اور بالغ انسان میں خون کی اوسط مقدار لکھیں۔,Easy,2,ULTRA,1
q_10_bio_ch3_sq_003,1,3.1 Blood and Its Components,function_purpose,"Explain how blood transports oxygen, carbon dioxide, nutrients, hormones, and waste products through the body.",وضاحت کریں کہ خون جسم میں آکسیجن، کاربن ڈائی آکسائیڈ، غذائی اجزا، ہارمونز اور فاضل مادّوں کی ترسیل کیسے کرتا ہے۔,Medium,2,PRO,1
q_10_bio_ch3_sq_004,1,3.1 Blood and Its Components,classification,Enlist the three main components of the human blood circulatory system and state the general role of each.,انسانی دورانِ خون کے نظام کے تین بنیادی اجزا لکھیں اور ہر ایک کا عمومی کردار بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch3_sq_005,1,3.1 Blood and Its Components,explain_reason,Explain why oxygenated blood is kept separate from deoxygenated blood in the human heart.,وضاحت کریں کہ انسانی دل میں آکسیجنی خون کو غیر آکسیجنی خون سے الگ کیوں رکھا جاتا ہے۔,Hard,2,PRO,1
TOPIC_SEP,1,3.1 Blood Plasma,topic_separator,,,,,,1
q_10_bio_ch3_sq_006,1,3.1 Blood Plasma,definition_function,"Define blood plasma and state its approximate composition of water, proteins, and other substances.",خون کے پلازما کی تعریف کریں اور اس میں پانی، پروٹینز اور دیگر مادّوں کی اندازاً مقدار بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch3_sq_007,1,3.1 Blood Plasma,function_purpose,"State the functions of antibodies, fibrinogen, and albumin present in plasma.",پلازما میں موجود اینٹی باڈیز، فائبرینوجن اور البیومن کے افعال بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch3_sq_008,1,3.1 Blood Plasma,difference,Differentiate between plasma and serum with reference to fibrinogen.,فائبرینوجن کے حوالے سے پلازما اور سیرم میں فرق بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch3_sq_009,1,3.1 Blood Plasma,classification,"Classify the main dissolved substances transported by plasma into salts, nutrients, wastes, hormones, and respiratory gases.",پلازما کے ذریعے منتقل ہونے والے بنیادی حل شدہ مادّوں کو نمکیات، غذائی اجزا، فاضل مادّوں، ہارمونز اور تنفسی گیسوں میں درجہ بند کریں۔,Medium,2,ELITE,1
q_10_bio_ch3_sq_010,1,3.1 Blood Plasma,compare_contrast,Compare the transport of oxygen and carbon dioxide by plasma and red blood cells.,پلازما اور سرخ خون کے خلیات کے ذریعے آکسیجن اور کاربن ڈائی آکسائیڈ کی ترسیل کا تقابل کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,3.1 Red Blood Cells (Erythrocytes),topic_separator,,,,,,1
q_10_bio_ch3_sq_011,1,3.1 Red Blood Cells (Erythrocytes),features_characteristics,Describe the shape of a red blood cell and name the pigment present in it.,سرخ خون کے خلیے کی شکل بیان کریں اور اس میں موجود رنگ دار مادّے کا نام لکھیں۔,Easy,2,ULTRA,1
q_10_bio_ch3_sq_012,1,3.1 Red Blood Cells (Erythrocytes),list_state,"State the normal number, adult site of formation, and average life span of red blood cells.",سرخ خون کے خلیات کی معمول کی تعداد، بالغ انسان میں بننے کا مقام اور اوسط عمر بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch3_sq_013,1,3.1 Red Blood Cells (Erythrocytes),function_purpose,State the functions of red blood cells and explain the role of haemoglobin in oxygen transport.,سرخ خون کے خلیات کے افعال بیان کریں اور آکسیجن کی ترسیل میں ہیموگلوبن کا کردار واضح کریں۔,Medium,2,PRO,1
q_10_bio_ch3_sq_014,1,3.1 Red Blood Cells (Erythrocytes),compare_contrast,Compare the sites of red blood cell formation before birth and in adults.,پیدائش سے پہلے اور بالغ انسان میں سرخ خون کے خلیات بننے کے مقامات کا تقابل کریں۔,Medium,2,ELITE,1
q_10_bio_ch3_sq_015,1,3.1 Red Blood Cells (Erythrocytes),sequence,Trace the life history of a red blood cell from its formation to its removal from the body.,سرخ خون کے خلیے کی تشکیل سے لے کر جسم سے اس کے اخراج تک اس کی زندگی کا سلسلہ بیان کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,3.1 White Blood Cells (Leukocytes),topic_separator,,,,,,1
q_10_bio_ch3_sq_016,1,3.1 White Blood Cells (Leukocytes),features_characteristics,"State the colour, shape, site of formation, and normal number of white blood cells.",سفید خون کے خلیات کا رنگ، شکل، بننے کا مقام اور معمول کی تعداد بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch3_sq_017,1,3.1 White Blood Cells (Leukocytes),classification,Classify white blood cells into granulocytes and agranulocytes and name their main types.,سفید خون کے خلیات کو گرینیولوسائٹس اور ایگرینیولوسائٹس میں درجہ بند کریں اور ان کی بنیادی اقسام کے نام لکھیں۔,Easy,2,PRO,1
q_10_bio_ch3_sq_018,1,3.1 White Blood Cells (Leukocytes),function_purpose,"State the defensive functions of neutrophils, eosinophils, and basophils.",نیوٹروفِلز، ایوسینوفِلز اور بیسوفِلز کے دفاعی افعال بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch3_sq_019,1,3.1 White Blood Cells (Leukocytes),compare_contrast,Compare monocytes and lymphocytes in terms of their role in body defence.,جسمانی دفاع میں مونو سائٹس اور لمفوسائٹس کے کردار کا تقابل کریں۔,Medium,2,ULTRA,1
q_10_bio_ch3_sq_020,1,3.1 White Blood Cells (Leukocytes),concept_explanation,Explain how macrophages and antibodies contribute to protection against pathogens.,وضاحت کریں کہ میکروفیجز اور اینٹی باڈیز پیتھوجنز کے خلاف تحفظ میں کیسے حصہ لیتے ہیں۔,Hard,2,PRO,1
TOPIC_SEP,1,3.1 Platelets (Thrombocytes) and Blood Clotting,topic_separator,,,,,,1
q_10_bio_ch3_sq_021,1,3.1 Platelets (Thrombocytes) and Blood Clotting,features_characteristics,"Describe platelets by stating their origin, nuclear condition, life span, and normal number in blood.",پلیٹ لیٹس کی اصل، مرکزے کی حالت، عمر اور خون میں معمول کی تعداد بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch3_sq_022,1,3.1 Platelets (Thrombocytes) and Blood Clotting,function_purpose,State the roles of platelets and fibrinogen in the clotting of blood.,خون جمنے میں پلیٹ لیٹس اور فائبرینوجن کے کردار بیان کریں۔,Easy,2,PRO,1
