question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,1.1 Nutrition and Its Importance,Topic,,,,,,,,,,,1
q_10_bio_ch1_001,1,1.1 Nutrition and Its Importance,Remember,What does nutrition describe in organisms?,جانداروں میں غذائیت کس عمل کو بیان کرتی ہے؟,Getting and using nutrients / غذائی اجزا حاصل کرنا اور استعمال کرنا,Removing waste from the body / جسم سے فضلہ خارج کرنا,Producing only body heat / صرف جسمانی حرارت پیدا کرنا,Moving food through the oesophagus / غذا کو غذائی نالی میں آگے بڑھانا,A | Getting and using nutrients / غذائی اجزا حاصل کرنا اور استعمال کرنا,Easy,1,ULTRA,1
q_10_bio_ch1_002,1,1.1 Nutrition and Its Importance,Remember,Which mode of nutrition occurs when organisms obtain food by consuming other organisms or organic matter?,وہ کون سی غذائیت ہے جس میں جاندار دوسرے جانداروں یا نامیاتی مادے سے غذا حاصل کرتے ہیں؟,Autotrophic nutrition / خود غذائی غذائیت,Absorption / جذب,Heterotrophic nutrition / غیر خود غذائی غذائیت,Assimilation / جذب شدہ غذائی اجزا کا استعمال,C | Heterotrophic nutrition / غیر خود غذائی غذائیت,Easy,1,ULTRA,1
q_10_bio_ch1_003,1,1.1 Nutrition and Its Importance,Remember,Which step of animal nutrition means taking food and drinks through the mouth?,حیوانی غذائیت کا کون سا مرحلہ منہ کے ذریعے خوراک اور مشروبات لینے کو کہتے ہیں؟,Ingestion / غذا کا اندر لینا,Digestion / ہاضمہ,Absorption / جذب,Egestion / غیر ہضم شدہ غذا کا اخراج,A | Ingestion / غذا کا اندر لینا,Easy,1,ULTRA,1
q_10_bio_ch1_004,1,1.1 Nutrition and Its Importance,Remember,Which step moves nutrients from digested food into the blood or lymph?,کون سا مرحلہ ہضم شدہ غذا سے غذائی اجزا کو خون یا لمف میں منتقل کرتا ہے؟,Absorption / جذب,Ingestion / غذا کا اندر لینا,Assimilation / جذب شدہ غذائی اجزا کا استعمال,Egestion / غیر ہضم شدہ غذا کا اخراج,A | Absorption / جذب,Easy,1,ULTRA,1
q_10_bio_ch1_005,1,1.1 Nutrition and Its Importance,Understand,What happens during assimilation?,Assimilation کے دوران کیا ہوتا ہے؟,Food is taken through the mouth / غذا منہ کے ذریعے لی جاتی ہے,Undigested material is removed from the body / غیر ہضم شدہ مادہ جسم سے خارج ہوتا ہے,Food is moved into the stomach by peristalsis / غذا پرِسٹالسس کے ذریعے معدے میں جاتی ہے,Absorbed nutrients are used in cells and tissues / جذب شدہ غذائی اجزا خلیات اور بافتوں میں استعمال ہوتے ہیں,D | Absorbed nutrients are used in cells and tissues / جذب شدہ غذائی اجزا خلیات اور بافتوں میں استعمال ہوتے ہیں,Medium,1,ULTRA,1
q_10_bio_ch1_006,1,1.1 Nutrition and Its Importance,Analyze,Why must food polymers be broken down during digestion?,ہاضمے کے دوران غذائی پولیمر کو توڑنا کیوں ضروری ہے؟,They can enter cells only after becoming larger molecules / وہ صرف بڑے سالمات بننے کے بعد خلیات میں داخل ہو سکتے ہیں,They must be changed into insoluble fibres before absorption / جذب سے پہلے انہیں ناقابل حل ریشوں میں بدلنا ضروری ہے,They are removed directly through the anus without digestion / وہ بغیر ہضم ہوئے براہ راست مقعد سے خارج ہوتے ہیں,They are too large to pass through cell membranes and must become smaller soluble monomers / وہ خلیاتی جھلی سے گزرنے کے لیے بہت بڑے ہوتے ہیں، اس لیے انہیں چھوٹے حل پذیر مونومر میں بدلنا پڑتا ہے,D | They are too large to pass through cell membranes and must become smaller soluble monomers / وہ خلیاتی جھلی سے گزرنے کے لیے بہت بڑے ہوتے ہیں، اس لیے انہیں چھوٹے حل پذیر مونومر میں بدلنا پڑتا ہے,Hard,1,PRO,1
TOPIC_SEP,1,1.2 Human Digestive System - Oral Cavity and Swallowing,Topic,,,,,,,,,,,1
q_10_bio_ch1_007,1,1.2 Human Digestive System - Oral Cavity and Swallowing,Remember,Where does the alimentary canal begin and end?,غذائی نالی کا مکمل راستہ کہاں سے شروع اور کہاں ختم ہوتا ہے؟,It begins at the stomach and ends at the rectum / یہ معدے سے شروع اور مستقيم پر ختم ہوتا ہے,It begins at the mouth and ends at the anus / یہ منہ سے شروع اور مقعد پر ختم ہوتا ہے,It begins at the pharynx and ends at the colon / یہ حلق سے شروع اور قولون پر ختم ہوتا ہے,It begins at the oesophagus and ends at the small intestine / یہ غذائی نالی سے شروع اور چھوٹی آنت پر ختم ہوتا ہے,B | It begins at the mouth and ends at the anus / یہ منہ سے شروع اور مقعد پر ختم ہوتا ہے,Easy,1,ULTRA,1
q_10_bio_ch1_008,1,1.2 Human Digestive System - Oral Cavity and Swallowing,Remember,In which part of the digestive system does mechanical digestion begin?,نظامِ ہاضمہ کے کس حصے میں میکانی ہاضمہ شروع ہوتا ہے؟,Oesophagus / غذائی نالی,Stomach / معدہ,Oral cavity / دہنی گہا,Large intestine / بڑی آنت,C | Oral cavity / دہنی گہا,Easy,1,PRO,1
