question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,9.1 Disease: Definition and Diagnosis,Topic,,,,,,,,,,,1
q_10_bio_ch9_001,1,9.1 Disease: Definition and Diagnosis,Remember,What is a disease?,بیماری کیا ہے؟,A temporary increase in physical activity / جسمانی سرگرمی میں عارضی اضافہ,A specific condition that affects the normal functioning of the body or mind / ایک مخصوص حالت جو جسم یا ذہن کے معمول کے افعال کو متاثر کرے,The complete absence of microorganisms / خرد جانداروں کا مکمل فقدان,A normal response to daily exercise / روزمرہ ورزش کے لیے معمول کا ردِعمل,B | A specific condition that affects the normal functioning of the body or mind / ایک مخصوص حالت جو جسم یا ذہن کے معمول کے افعال کو متاثر کرے,Easy,1,PRO,1
q_10_bio_ch9_002,1,9.1 Disease: Definition and Diagnosis,Remember,Which term means the subjective experience of being unwell due to disease?,بیماری کی وجہ سے خود کو ناساز محسوس کرنے کے ذاتی تجربے کے لیے کون سی اصطلاح استعمال ہوتی ہے؟,Immunity / قوتِ مدافعت,Illness / علالت,Inflammation / سوزش,Coagulation / خون کا جمنا,B | Illness / علالت,Easy,1,ULTRA,1
q_10_bio_ch9_003,1,9.1 Disease: Definition and Diagnosis,Understand,Which information is commonly used to diagnose a disease?,بیماری کی تشخیص کے لیے عام طور پر کون سی معلومات استعمال کی جاتی ہیں؟,"Physical examination, medical history, and laboratory tests / جسمانی معائنہ، طبی تاریخ، اور لیبارٹری ٹیسٹ",Only the patient's age / صرف مریض کی عمر,Only the colour of clothes / صرف کپڑوں کا رنگ,Only the patient's height / صرف مریض کا قد,"A | Physical examination, medical history, and laboratory tests / جسمانی معائنہ، طبی تاریخ، اور لیبارٹری ٹیسٹ",Medium,1,PRO,1
q_10_bio_ch9_004,1,9.1 Disease: Definition and Diagnosis,Remember,Which of the following is listed as a factor that can cause disease?,درج ذیل میں سے کون سا بیماری پیدا کرنے والا عامل باب میں درج ہے؟,Infections / انفیکشنز,Normal digestion / معمول کا ہاضمہ,Balanced breathing / متوازن تنفس,Normal heartbeat / معمول کی دل کی دھڑکن,A | Infections / انفیکشنز,Easy,1,ULTRA,1
q_10_bio_ch9_005,1,9.1 Disease: Definition and Diagnosis,Analyze,Which statement correctly distinguishes illness from disease?,کون سا بیان علالت اور بیماری میں درست فرق بیان کرتا ہے؟,"Illness is the subjective feeling of being unwell, while disease is the condition affecting body or mind function / علالت خود کو ناساز محسوس کرنے کا ذاتی تجربہ ہے جبکہ بیماری جسم یا ذہن کے افعال کو متاثر کرنے والی حالت ہے","Illness is always infectious, while disease is always genetic / علالت ہمیشہ متعدی جبکہ بیماری ہمیشہ جینیاتی ہوتی ہے","Illness is a laboratory test, while disease is a medical history / علالت لیبارٹری ٹیسٹ جبکہ بیماری طبی تاریخ ہے",Illness and disease both mean only fever / علالت اور بیماری دونوں کا مطلب صرف بخار ہے,"A | Illness is the subjective feeling of being unwell, while disease is the condition affecting body or mind function / علالت خود کو ناساز محسوس کرنے کا ذاتی تجربہ ہے جبکہ بیماری جسم یا ذہن کے افعال کو متاثر کرنے والی حالت ہے",Hard,1,ULTRA,1
TOPIC_SEP,1,9.1 Infectious Diseases,Topic,,,,,,,,,,,1
q_10_bio_ch9_006,1,9.1 Infectious Diseases,Remember,A doctor finds bacteria in a patient's blood sample. What type of disease is the patient suffering from?,ڈاکٹر کو مریض کے خون کے نمونے میں بیکٹیریا ملتے ہیں۔ مریض کس قسم کی بیماری میں مبتلا ہے؟,Infectious disease / متعدی بیماری,Non-infectious disease / غیر متعدی بیماری,Genetic disorder / جینیاتی خرابی,Nutritional deficiency / غذائی کمی,A | Infectious disease / متعدی بیماری,Easy,1,PRO,1
q_10_bio_ch9_007,1,9.1 Infectious Diseases,Remember,Which of the following is an example of an infectious disease?,درج ذیل میں سے کون سی متعدی بیماری کی مثال ہے؟,Diabetes / ذیابیطس,Hypertension / بلند فشارِ خون,Influenza / انفلوئنزا,Osteoporosis / ہڈیوں کا بھربھرا پن,C | Influenza / انفلوئنزا,Easy,1,PRO,1
q_10_bio_ch9_008,1,9.1 Infectious Diseases,Understand,What characterizes an infectious disease?,متعدی بیماری کی بنیادی خصوصیت کیا ہے؟,It is always inherited from parents / یہ ہمیشہ والدین سے وراثت میں ملتی ہے,It results only from aging / یہ صرف بڑھاپے کی وجہ سے ہوتی ہے,It can spread from one person to another or from the environment / یہ ایک شخص سے دوسرے شخص یا ماحول سے پھیل سکتی ہے,It cannot involve microorganisms / اس میں خرد جاندار شامل نہیں ہو سکتے,C | It can spread from one person to another or from the environment / یہ ایک شخص سے دوسرے شخص یا ماحول سے پھیل سکتی ہے,Medium,1,PRO,1
