question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_bio_ch5_001,1,5.1 Structure of Neuron,Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_001,1,5.1 Structure of Neuron,Long,diagram_based,"Describe the structure of a neuron and support your answer with a labelled diagram showing the cell body, nucleus, dendrites, axon, myelin sheath, Schwann cells, and nodes of Ranvier.",نیورون کی ساخت بیان کریں اور اپنے جواب کی تائید ایک لیبل شدہ خاکے سے کریں جس میں cell body، nucleus، dendrites، axon، myelin sheath، Schwann cells اور nodes of Ranvier دکھائے گئے ہوں۔,Easy,5,PRO,1
sep_10_bio_ch5_002,1,5.1 Types of Neurons,Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_002,1,5.1 Types of Neurons,Long,compare,"Compare sensory neurons, inter-neurons, and motor neurons by describing their similarities, locations, and functions in the transmission of nerve impulses.",sensory neurons، inter-neurons اور motor neurons کا ان کی مماثلتوں، مقامات اور nerve impulses کی ترسیل میں افعال کے لحاظ سے تقابل کریں۔,Medium,5,PRO,1
sep_10_bio_ch5_003,1,5.2 Major Divisions of the Brain,Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_003,1,5.2 Major Divisions of the Brain,Long,describe,"Describe the major functions of the forebrain, midbrain, and hindbrain. Include the important parts of each division and their principal roles.",forebrain، midbrain اور hindbrain کے اہم افعال بیان کریں۔ ہر حصے کے اہم اجزا اور ان کے بنیادی کردار شامل کریں۔,Medium,5,PRO,1
sep_10_bio_ch5_004,1,5.2 Reflex Action and Reflex Arc,Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_004,1,5.2 Reflex Action and Reflex Arc,Long,process_procedure,Define reflex action and describe one example of it. Identify and explain the components of the reflex arc involved in the selected example.,reflex action کی تعریف کریں اور اس کی ایک مثال بیان کریں۔ منتخب مثال میں شامل reflex arc کے اجزا کی نشاندہی اور وضاحت کریں۔,Medium,5,PRO,1
sep_10_bio_ch5_005,1,5.3 Pituitary Gland,Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_005,1,5.3 Pituitary Gland,Long,classification,State the hormones secreted or released by the anterior and posterior lobes of the pituitary gland and explain the principal function of each hormone.,pituitary gland کے anterior اور posterior lobes سے خارج یا جاری ہونے والے hormones بیان کریں اور ہر hormone کا بنیادی فعل واضح کریں۔,Hard,5,PRO,1
sep_10_bio_ch5_006,1,"5.3 Adrenal Glands, Pancreas, Ovaries and Testes",Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_006,1,"5.3 Adrenal Glands, Pancreas, Ovaries and Testes",Long,elaborate,"Write detailed notes on the adrenal glands, pancreas, ovaries, and testes, including the important hormones produced by each gland and their major functions.",adrenal glands، pancreas، ovaries اور testes پر تفصیلی نوٹس لکھیں، جن میں ہر gland کے پیدا کردہ اہم hormones اور ان کے بنیادی افعال شامل ہوں۔,Hard,5,PRO,1
sep_10_bio_ch5_007,1,5.1 Coordinated Action and Types of Coordination,Topic,topic_separator,,,,,,1
q_10_bio_ch5_lq_007,1,5.1 Coordinated Action and Types of Coordination,Long,compare,"Explain the components of a coordinated action, including stimulus, receptor, coordinator, effector, and response. Compare nervous coordination with endocrine coordination.",coordinated action کے اجزا یعنی stimulus، receptor، coordinator، effector اور response کی وضاحت کریں۔ nervous coordination اور endocrine coordination کا تقابل کریں۔,Medium,5,ULTRA,1
sep_10_bio_ch5_008,1,5.1 Synapse and Neurotransmitters,Topic,topic_separator,,,,,,1
