question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,4.1 Human Urinary System,Topic,,,,,,,,,,,1
q_10_bio_ch4_001,1,4.1 Human Urinary System,Understand,What is the main role of the human urinary system?,انسانی نظامِ اخراجِ بول کا بنیادی کردار کیا ہے؟,To digest food and absorb nutrients / غذا ہضم کرنا اور غذائی اجزا جذب کرنا,To exchange respiratory gases / تنفسی گیسوں کا تبادلہ کرنا,To coordinate body responses through nerve impulses / اعصابی پیغامات کے ذریعے جسمانی ردِعمل میں ہم آہنگی پیدا کرنا,To regulate the internal environment and remove waste products and excess substances / جسم کے اندرونی ماحول کو منظم کرنا اور فاضل و زائد مادّوں کو خارج کرنا,D | To regulate the internal environment and remove waste products and excess substances / جسم کے اندرونی ماحول کو منظم کرنا اور فاضل و زائد مادّوں کو خارج کرنا,Easy,1,PRO,1
q_10_bio_ch4_002,1,4.1 Human Urinary System,Remember,Which set correctly lists the main parts of the human urinary system?,کون سا مجموعہ انسانی نظامِ اخراجِ بول کے بنیادی حصوں کو درست طور پر بیان کرتا ہے؟,"A liver, gall bladder, pancreas, and intestine / جگر، پتا، لبلبہ اور آنت","A pair of lungs, trachea, bronchi, and diaphragm / پھیپھڑوں کا ایک جوڑا، ٹریکیا، برونکائی اور ڈایافرام","A heart, arteries, veins, and capillaries / دل، شریانیں، وریدیں اور شعری رگیں","A pair of kidneys, a pair of ureters, a urinary bladder, and a urethra / گردوں کا ایک جوڑا، یوریٹرز کا ایک جوڑا، مثانہ اور یوریتھرا","D | A pair of kidneys, a pair of ureters, a urinary bladder, and a urethra / گردوں کا ایک جوڑا، یوریٹرز کا ایک جوڑا، مثانہ اور یوریتھرا",Easy,1,PRO,1
q_10_bio_ch4_003,1,4.1 Human Urinary System,Remember,Which organ temporarily stores urine?,کون سا عضو پیشاب کو عارضی طور پر ذخیرہ کرتا ہے؟,Kidney / گردہ,Ureter / یوریٹر,Urinary bladder / مثانہ,Urethra / یوریتھرا,C | Urinary bladder / مثانہ,Easy,1,PRO,1
q_10_bio_ch4_004,1,4.1 Human Urinary System,Understand,Which tube carries urine from the urinary bladder to the outside?,کون سی نالی مثانے سے پیشاب کو جسم سے باہر لے جاتی ہے؟,Ureter / یوریٹر,Renal artery / رینل شریان,Renal vein / رینل ورید,Urethra / یوریتھرا,D | Urethra / یوریتھرا,Easy,1,PRO,1
TOPIC_SEP,1,4.1 The Kidneys,Topic,,,,,,,,,,,1
q_10_bio_ch4_005,1,4.1 The Kidneys,Remember,Which substances are removed from blood by the kidneys?,گردے خون سے کون سے مادّے خارج کرتے ہیں؟,"Oxygen, antibodies, and hormones / آکسیجن، اینٹی باڈیز اور ہارمونز","Glucose, amino acids, and vitamins only / صرف گلوکوز، امینو ایسڈز اور وٹامنز",Carbon dioxide from the lungs only / صرف پھیپھڑوں سے کاربن ڈائی آکسائیڈ,"Extra water, salts, and nitrogenous wastes / زائد پانی، نمکیات اور نائٹروجنی فاضل مادّے","D | Extra water, salts, and nitrogenous wastes / زائد پانی، نمکیات اور نائٹروجنی فاضل مادّے",Easy,1,ULTRA,1
q_10_bio_ch4_006,1,4.1 The Kidneys,Understand,What is the function of renal arteries?,رینل شریانوں کا کام کیا ہے؟,They carry urine from kidneys to the bladder / یہ گردوں سے پیشاب مثانے تک لے جاتی ہیں,They supply the kidneys with blood containing metabolic wastes / یہ گردوں کو میٹابولک فاضل مادّوں والا خون فراہم کرتی ہیں,They carry filtered blood from kidneys to the heart / یہ گردوں سے صاف شدہ خون دل تک لے جاتی ہیں,They store urine inside the kidneys / یہ گردوں کے اندر پیشاب ذخیرہ کرتی ہیں,B | They supply the kidneys with blood containing metabolic wastes / یہ گردوں کو میٹابولک فاضل مادّوں والا خون فراہم کرتی ہیں,Medium,1,PRO,1
q_10_bio_ch4_007,1,4.1 The Kidneys,Understand,What is the function of renal veins?,رینل وریدوں کا کام کیا ہے؟,They supply kidneys with unfiltered blood / یہ گردوں کو غیر صاف شدہ خون فراہم کرتی ہیں,They carry urine to the urinary bladder / یہ پیشاب کو مثانے تک لے جاتی ہیں,They carry filtered blood from the kidneys back to the circulation / یہ گردوں سے صاف شدہ خون واپس نظامِ دوران میں لے جاتی ہیں,They carry urine to the outside / یہ پیشاب کو جسم سے باہر لے جاتی ہیں,C | They carry filtered blood from the kidneys back to the circulation / یہ گردوں سے صاف شدہ خون واپس نظامِ دوران میں لے جاتی ہیں,Easy,1,ULTRA,1
q_10_bio_ch4_008,1,4.1 The Kidneys,Remember,Where are the kidneys located?,گردے جسم میں کہاں واقع ہوتے ہیں؟,In the abdominal cavity below the diaphragm on the sides of the vertebral column / پیٹ کی گہا میں ڈایافرام کے نیچے ریڑھ کی ہڈی کے دونوں اطراف,Inside the chest cavity between the lungs / سینے کی گہا میں پھیپھڑوں کے درمیان,Inside the pelvic cavity below the urinary bladder / پیڑو کی گہا میں مثانے کے نیچے,In the cranial cavity above the spinal cord / کھوپڑی کی گہا میں حرام مغز کے اوپر,A | In the abdominal cavity below the diaphragm on the sides of the vertebral column / پیٹ کی گہا میں ڈایافرام کے نیچے ریڑھ کی ہڈی کے دونوں اطراف,Medium,1,ULTRA,1
