question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,"2 — Respiration, Gaseous Exchange and Breathing",Topic,,,,,,,,,,,1
q_10_bio_ch2_001,1,"2 — Respiration, Gaseous Exchange and Breathing",Remember,What is cellular respiration?,Cellular respiration کیا ہے؟,The movement of air into and out of lungs / ہوا کا پھیپھڑوں میں داخل اور خارج ہونا,The process in which cells oxidize food to obtain energy / وہ عمل جس میں خلیے غذا کو آکسیڈائز کر کے توانائی حاصل کرتے ہیں,The exchange of nutrients between blood and cells / خون اور خلیوں کے درمیان غذائی اجزا کا تبادلہ,The transport of oxygen by blood vessels / خون کی نالیوں کے ذریعے آکسیجن کی ترسیل,B | The process in which cells oxidize food to obtain energy / وہ عمل جس میں خلیے غذا کو آکسیڈائز کر کے توانائی حاصل کرتے ہیں,Easy,1,ULTRA,1
q_10_bio_ch2_002,1,"2 — Respiration, Gaseous Exchange and Breathing",Remember,"In aerobic respiration, which gas is utilized?",Aerobic respiration میں کون سی گیس استعمال ہوتی ہے؟,Nitrogen / نائٹروجن,Carbon dioxide / کاربن ڈائی آکسائیڈ,Oxygen / آکسیجن,Water vapour / آبی بخارات,C | Oxygen / آکسیجن,Easy,1,ULTRA,1
q_10_bio_ch2_003,1,"2 — Respiration, Gaseous Exchange and Breathing",Understand,Which substances are produced during aerobic respiration according to the chapter?,باب کے مطابق aerobic respiration کے دوران کون سے مادے پیدا ہوتے ہیں؟,Oxygen and glucose / آکسیجن اور گلوکوز,Nitrogen and water / نائٹروجن اور پانی,Carbon dioxide and water / کاربن ڈائی آکسائیڈ اور پانی,Glucose and carbon dioxide / گلوکوز اور کاربن ڈائی آکسائیڈ,C | Carbon dioxide and water / کاربن ڈائی آکسائیڈ اور پانی,Medium,1,ULTRA,1
q_10_bio_ch2_004,1,"2 — Respiration, Gaseous Exchange and Breathing",Remember,What is gaseous exchange?,Gaseous exchange کیا ہے؟,The exchange of oxygen in inhaled air for carbon dioxide in blood / سانس کے ساتھ اندر آنے والی ہوا کی آکسیجن کا خون کی کاربن ڈائی آکسائیڈ سے تبادلہ,The oxidation of glucose inside cells / خلیوں کے اندر گلوکوز کی آکسیڈیشن,The movement of food through the alimentary canal / غذائی نالی میں خوراک کی حرکت,The pumping of blood by the heart / دل کے ذریعے خون پمپ ہونا,A | The exchange of oxygen in inhaled air for carbon dioxide in blood / سانس کے ساتھ اندر آنے والی ہوا کی آکسیجن کا خون کی کاربن ڈائی آکسائیڈ سے تبادلہ,Easy,1,PRO,1
q_10_bio_ch2_005,1,"2 — Respiration, Gaseous Exchange and Breathing",Understand,"During gaseous exchange, oxygen moves from the air into the:",Gaseous exchange کے دوران آکسیجن ہوا سے کہاں منتقل ہوتی ہے؟,Tracheal cartilage / ٹریكیا کی کارٹلیج,Pleural fluid / پلورل فلوئڈ,Blood / خون,Diaphragm / ڈایافرام,C | Blood / خون,Medium,1,PRO,1
q_10_bio_ch2_006,1,"2 — Respiration, Gaseous Exchange and Breathing",Analyze,Which statement correctly distinguishes breathing from respiration?,کون سا بیان breathing اور respiration میں درست فرق ظاہر کرتا ہے؟,Both breathing and respiration are only chemical processes / Breathing اور respiration دونوں صرف کیمیائی عمل ہیں,"Breathing occurs in cells, while respiration occurs only in lungs / Breathing خلیوں میں جبکہ respiration صرف پھیپھڑوں میں ہوتی ہے","Breathing produces glucose, while respiration moves air / Breathing گلوکوز بناتی ہے جبکہ respiration ہوا کو حرکت دیتی ہے","Breathing is a physical process, while respiration is a chemical process / Breathing ایک جسمانی عمل ہے جبکہ respiration ایک کیمیائی عمل ہے","D | Breathing is a physical process, while respiration is a chemical process / Breathing ایک جسمانی عمل ہے جبکہ respiration ایک کیمیائی عمل ہے",Hard,1,ULTRA,1
TOPIC_SEP,1,2.1 — Nostrils and Nasal Cavity,Topic,,,,,,,,,,,1
q_10_bio_ch2_007,1,2.1 — Nostrils and Nasal Cavity,Remember,The connected tubes through which air reaches the lungs are collectively called the:,وہ جڑی ہوئی نالیاں جن سے ہوا پھیپھڑوں تک پہنچتی ہے مجموعی طور پر کیا کہلاتی ہیں؟,Pleural cavity / پلورل کیویٹی,Thoracic wall / چھاتی کی دیوار,Air passageway / ہوائی راستہ,Blood pathway / خون کا راستہ,C | Air passageway / ہوائی راستہ,Easy,1,ULTRA,1
q_10_bio_ch2_008,1,2.1 — Nostrils and Nasal Cavity,Remember,The nasal cavity consists of two narrow cavities between the nostrils and the:,Nasal cavity نتھنوں اور کس حصے کے درمیان دو تنگ گہاوں پر مشتمل ہوتی ہے؟,Alveoli / ہوائی تھیلیاں,Pharynx / حلق,Diaphragm / ڈایافرام,Bronchioles / برونکیولز,B | Pharynx / حلق,Medium,1,ELITE,1
q_10_bio_ch2_009,1,2.1 — Nostrils and Nasal Cavity,Understand,What is the main function of fine hairs in the nasal cavity?,Nasal cavity میں باریک بالوں کا بنیادی کام کیا ہے؟,To produce vocal sounds / آواز پیدا کرنا,To trap large dust particles / گرد کے بڑے ذرات کو روکنا,To exchange respiratory gases / تنفسی گیسوں کا تبادلہ کرنا,To contract the ribcage / پسلیوں کے پنجرے کو سکیڑنا,B | To trap large dust particles / گرد کے بڑے ذرات کو روکنا,Medium,1,ULTRA,1
q_10_bio_ch2_010,1,2.1 — Nostrils and Nasal Cavity,Understand,What does mucus in the nasal cavity mainly trap?,Nasal cavity میں mucus بنیادی طور پر کس چیز کو روکتا ہے؟,Red blood cells / سرخ خون کے خلیے,Small dust particles / گرد کے چھوٹے ذرات,Pleural fluid / پلورل فلوئڈ,Large food particles / خوراک کے بڑے ذرات,B | Small dust particles / گرد کے چھوٹے ذرات,Medium,1,ULTRA,1
q_10_bio_ch2_011,1,2.1 — Nostrils and Nasal Cavity,Apply,Air entering through the nose is warmed and kept nearly at body temperature mainly by the:,ناک سے داخل ہونے والی ہوا کو گرم کرنے اور تقریباً جسمانی درجہ حرارت پر رکھنے میں بنیادی کردار کس کا ہے؟,Cartilage of the bronchi / برونکائی کی کارٹلیج,Capillaries around alveoli / ہوائی تھیلیوں کے گرد کیپلریز,Pleural membrane / پلورل جھلی,Mucus of the nasal cavity / Nasal cavity کا mucus,D | Mucus of the nasal cavity / Nasal cavity کا mucus,Hard,1,ELITE,1
TOPIC_SEP,1,2.1 — Pharynx and Larynx,Topic,,,,,,,,,,,1
q_10_bio_ch2_012,1,2.1 — Pharynx and Larynx,Remember,The nasal cavity opens into the:,Nasal cavity کس حصے میں کھلتی ہے؟,Alveolus / ہوائی تھیلی,Diaphragm / ڈایافرام,Pleura / پلورا,Pharynx / حلق,D | Pharynx / حلق,Easy,1,ULTRA,1
q_10_bio_ch2_013,1,2.1 — Pharynx and Larynx,Understand,Why is the pharynx called a common passage?,Pharynx کو مشترکہ راستہ کیوں کہا جاتا ہے؟,It connects both lungs directly / یہ دونوں پھیپھڑوں کو براہ راست ملاتا ہے,It contains both pleural membranes / اس میں دونوں پلورل جھلیاں ہوتی ہیں,Both food and air pass through it / خوراک اور ہوا دونوں اس سے گزرتے ہیں,It carries both oxygenated and deoxygenated blood / یہ آکسیجنی اور غیر آکسیجنی دونوں خون لے جاتا ہے,C | Both food and air pass through it / خوراک اور ہوا دونوں اس سے گزرتے ہیں,Medium,1,PRO,1
q_10_bio_ch2_014,1,2.1 — Pharynx and Larynx,Remember,The opening in the floor of the pharynx that leads to the larynx is called the:,Pharynx کے فرش میں larynx کی طرف جانے والا سوراخ کیا کہلاتا ہے؟,Nostril / نتھنا,Glottis / گلوٹس,Alveolus / ہوائی تھیلی,Bronchiole / برونکیول,B | Glottis / گلوٹس,Easy,1,ULTRA,1
q_10_bio_ch2_015,1,2.1 — Pharynx and Larynx,Understand,What is the function of the epiglottis?,Epiglottis کا کام کیا ہے؟,It prevents food and liquid from entering the windpipe and lungs / یہ خوراک اور مائع کو سانس کی نالی اور پھیپھڑوں میں جانے سے روکتا ہے,It produces mucus in the nasal cavity / یہ nasal cavity میں mucus بناتا ہے,It pumps air into the alveoli / یہ ہوا کو ہوائی تھیلیوں میں پمپ کرتا ہے,It reduces friction around the lungs / یہ پھیپھڑوں کے گرد رگڑ کم کرتا ہے,A | It prevents food and liquid from entering the windpipe and lungs / یہ خوراک اور مائع کو سانس کی نالی اور پھیپھڑوں میں جانے سے روکتا ہے,Medium,1,PRO,1
q_10_bio_ch2_016,1,2.1 — Pharynx and Larynx,Remember,Which organ is also called the voice box?,کس عضو کو voice box بھی کہا جاتا ہے؟,Pharynx / حلق,Trachea / سانس کی نالی,Larynx / حنجرہ,Bronchiole / برونکیول,C | Larynx / حنجرہ,Easy,1,PRO,1
TOPIC_SEP,1,"2.1 — Trachea, Bronchi, Bronchioles and Alveoli",Topic,,,,,,,,,,,1
q_10_bio_ch2_017,1,"2.1 — Trachea, Bronchi, Bronchioles and Alveoli",Remember,What is the approximate length of the trachea given in the textbook?,درسی کتاب کے مطابق trachea کی تقریباً لمبائی کتنی ہے؟,7 cm / 7 سینٹی میٹر,16 cm / 16 سینٹی میٹر,25 cm / 25 سینٹی میٹر,12 cm / 12 سینٹی میٹر,D | 12 cm / 12 سینٹی میٹر,Easy,1,ELITE,1
q_10_bio_ch2_018,1,"2.1 — Trachea, Bronchi, Bronchioles and Alveoli",Remember,The trachea ends in two branches called:,Trachea آخر میں دو شاخوں میں تقسیم ہوتی ہے جنہیں کیا کہتے ہیں؟,Alveoli / ہوائی تھیلیاں,Pleurae / پلورا جھلیاں,Capillaries / کیپلریز,Bronchi / برونکائی,D | Bronchi / برونکائی,Easy,1,PRO,1
q_10_bio_ch2_019,1,"2.1 — Trachea, Bronchi, Bronchioles and Alveoli",Understand,What is the function of the C-shaped cartilages in the trachea?,Trachea میں C-shaped cartilages کا کام کیا ہے؟,They exchange oxygen and carbon dioxide / یہ آکسیجن اور کاربن ڈائی آکسائیڈ کا تبادلہ کرتی ہیں,They prevent the trachea from collapsing / یہ trachea کو بند یا پچکنے سے روکتی ہیں,They produce pleural fluid / یہ pleural fluid بناتی ہیں,They contract during inhalation / یہ inhalation کے دوران سکڑتی ہیں,B | They prevent the trachea from collapsing / یہ trachea کو بند یا پچکنے سے روکتی ہیں,Medium,1,PRO,1
q_10_bio_ch2_020,1,"2.1 — Trachea, Bronchi, Bronchioles and Alveoli",Analyze,Which structural comparison between trachea and bronchi is correct?,Trachea اور bronchi کی ساخت کے بارے میں کون سا تقابل درست ہے؟,"Trachea has no cartilage, while bronchi have C-shaped cartilage / Trachea میں cartilage نہیں جبکہ bronchi میں C-shaped cartilage ہوتی ہے","Trachea has C-shaped cartilages, while bronchi have plate-like cartilages / Trachea میں C-shaped cartilages جبکہ bronchi میں plate-like cartilages ہوتی ہیں",Both trachea and bronchi lack cartilage / Trachea اور bronchi دونوں میں cartilage نہیں ہوتی,"Trachea has plate-like cartilage, while bronchi have no cartilage / Trachea میں plate-like cartilage جبکہ bronchi میں cartilage نہیں ہوتی","B | Trachea has C-shaped cartilages, while bronchi have plate-like cartilages / Trachea میں C-shaped cartilages جبکہ bronchi میں plate-like cartilages ہوتی ہیں",Hard,1,ULTRA,1
