question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,1.1 Nutrition and Its Importance,topic_separator,,,,,,1
q_10_bio_ch1_sq_001,1,1.1 Nutrition and Its Importance,definition_function,"Define nutrition and state its importance for growth, health, and repair of the body.",غذائیت کی تعریف کریں اور جسم کی نشوونما، صحت اور مرمت کے لیے اس کی اہمیت بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch1_sq_002,1,1.1 Nutrition and Its Importance,sequence,Enlist the five main steps of nutrition in animals in their correct sequence.,حیوانات میں غذائیت کے پانچ بنیادی مراحل درست ترتیب سے لکھیں۔,Easy,2,PRO,1
q_10_bio_ch1_sq_003,1,1.1 Nutrition and Its Importance,difference,Differentiate between autotrophic and heterotrophic nutrition using two points.,خود غذائی اور غیر خود غذائی غذائیت میں دو نکات کی بنیاد پر فرق بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch1_sq_004,1,1.1 Nutrition and Its Importance,definition_function,"Define digestion and explain why carbohydrates, proteins, and fats must be broken into smaller molecules.",ہاضمے کی تعریف کریں اور وضاحت کریں کہ کاربوہائیڈریٹس، پروٹینز اور چکنائیوں کو چھوٹے سالمات میں توڑنا کیوں ضروری ہے۔,Easy,2,PRO,1
q_10_bio_ch1_sq_005,1,1.1 Nutrition and Its Importance,difference,Differentiate between absorption and assimilation in animal nutrition.,حیوانی غذائیت میں جذب اور انجذاب میں فرق بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_006,1,1.1 Nutrition and Its Importance,definition_function,Define egestion and state the type of material removed from the body through this process.,اخراجِ فضلہ کی تعریف کریں اور اس عمل کے ذریعے جسم سے خارج ہونے والے مادّے کی نوعیت بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.2 Human Digestive System: General Organization,topic_separator,,,,,,1
q_10_bio_ch1_sq_007,1,1.2 Human Digestive System: General Organization,features_characteristics,Describe the general organization of the human digestive system and identify its two main groups of organs.,انسانی نظامِ ہاضمہ کی عمومی تنظیم بیان کریں اور اس کے اعضا کے دو بنیادی گروہوں کی نشاندہی کریں۔,Easy,2,ULTRA,1
q_10_bio_ch1_sq_008,1,1.2 Human Digestive System: General Organization,list_state,Enlist the major accessory organs of the human digestive system and state their common role.,انسانی نظامِ ہاضمہ کے اہم معاون اعضا لکھیں اور ان کا مشترک کردار بیان کریں۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.2 Human Digestive System: Oral Cavity,topic_separator,,,,,,1
q_10_bio_ch1_sq_009,1,1.2 Human Digestive System: Oral Cavity,concept_explanation,Explain the role of the oral cavity in mechanical and partial chemical digestion.,میکانی اور جزوی کیمیائی ہاضمے میں منہ کی گہا کا کردار بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_010,1,1.2 Human Digestive System: Oral Cavity,function_purpose,"State the functions of teeth, tongue, and taste buds in the oral cavity.",منہ کی گہا میں دانتوں، زبان اور ذائقہ محسوس کرنے والی کلیوں کے افعال بیان کریں۔,Easy,2,ELITE,1
q_10_bio_ch1_sq_011,1,1.2 Human Digestive System: Oral Cavity,function_purpose,State the role of salivary glands in digestion and name the enzyme present in saliva.,ہاضمے میں لعابی غدود کا کردار بیان کریں اور لعاب میں موجود خامرے کا نام لکھیں۔,Easy,2,PRO,1
q_10_bio_ch1_sq_012,1,1.2 Human Digestive System: Oral Cavity,process_steps,Explain how salivary amylase acts on starch in the oral cavity and name the product formed.,وضاحت کریں کہ منہ کی گہا میں لعابی ایمائلیز نشاستہ پر کیسے عمل کرتا ہے اور بننے والی مصنوعہ کا نام لکھیں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_013,1,1.2 Human Digestive System: Oral Cavity,definition_function,Define a bolus and explain how it is formed in the oral cavity.,بولس کی تعریف کریں اور وضاحت کریں کہ یہ منہ کی گہا میں کیسے بنتا ہے۔,Easy,2,ULTRA,1
TOPIC_SEP,1,1.2 Human Digestive System: Pharynx and Oesophagus,topic_separator,,,,,,1
q_10_bio_ch1_sq_014,1,1.2 Human Digestive System: Pharynx and Oesophagus,difference,Differentiate between swallowing and peristalsis in terms of their mechanism and role.,نگلنے اور پریسٹالسس میں طریقۂ کار اور کردار کے لحاظ سے فرق بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_015,1,1.2 Human Digestive System: Pharynx and Oesophagus,process_steps,"Explain the roles of the palate, tongue, and epiglottis during swallowing.",نگلنے کے دوران تالو، زبان اور ایپی گلوٹس کے کردار بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch1_sq_016,1,1.2 Human Digestive System: Pharynx and Oesophagus,explain_reason,Explain how the epiglottis prevents food from entering the respiratory passage.,وضاحت کریں کہ ایپی گلوٹس غذا کو تنفسی راستے میں داخل ہونے سے کیسے روکتا ہے۔,Medium,2,PRO,1
q_10_bio_ch1_sq_017,1,1.2 Human Digestive System: Pharynx and Oesophagus,definition_function,Define peristalsis and state its role in the movement of food through the oesophagus.,پریسٹالسس کی تعریف کریں اور غذائی نالی میں غذا کی حرکت میں اس کا کردار بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch1_sq_018,1,1.2 Human Digestive System: Pharynx and Oesophagus,features_characteristics,"Describe the location, approximate length, and function of the oesophagus.",غذائی نالی کا مقام، اندازاً لمبائی اور فعل بیان کریں۔,Easy,2,ELITE,1
q_10_bio_ch1_sq_019,1,1.2 Human Digestive System: Pharynx and Oesophagus,explain_reason,Explain why chemical digestion does not take place in the oesophagus.,وضاحت کریں کہ غذائی نالی میں کیمیائی ہاضمہ کیوں نہیں ہوتا۔,Medium,2,PRO,1
TOPIC_SEP,1,1.2 Human Digestive System: Stomach,topic_separator,,,,,,1
q_10_bio_ch1_sq_020,1,1.2 Human Digestive System: Stomach,features_characteristics,"Describe the shape, location, and two ends of the human stomach.",انسانی معدے کی شکل، مقام اور دونوں سروں کی وضاحت کریں۔,Easy,2,ULTRA,1
q_10_bio_ch1_sq_021,1,1.2 Human Digestive System: Stomach,compare_contrast,Compare the cardiac and pyloric sphincters in terms of location and function.,کارڈیک اور پائلورک اسفنکٹرز کا مقام اور فعل کے لحاظ سے تقابل کریں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_022,1,1.2 Human Digestive System: Stomach,process_steps,Explain how muscular contractions of the stomach perform mechanical digestion.,وضاحت کریں کہ معدے کے عضلاتی سکڑاؤ میکانی ہاضمہ کیسے انجام دیتے ہیں۔,Medium,2,ULTRA,1
q_10_bio_ch1_sq_023,1,1.2 Human Digestive System: Stomach,list_state,Name the three main components of gastric juice and state one role of each.,گیسٹرک جوس کے تین بنیادی اجزا کے نام لکھیں اور ہر ایک کا ایک کردار بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch1_sq_024,1,1.2 Human Digestive System: Stomach,function_purpose,State two functions of hydrochloric acid in gastric juice.,گیسٹرک جوس میں ہائیڈروکلورک ایسڈ کے دو افعال بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch1_sq_025,1,1.2 Human Digestive System: Stomach,process_steps,Explain the conversion of pepsinogen into pepsin and state the action of pepsin on proteins.,پیپسینوجن کے پیپسین میں تبدیل ہونے کی وضاحت کریں اور پروٹینز پر پیپسین کا عمل بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_026,1,1.2 Human Digestive System: Stomach,explain_reason,Explain how mucus protects the inner wall of the stomach from hydrochloric acid and pepsin.,وضاحت کریں کہ میوکس معدے کی اندرونی دیوار کو ہائیڈروکلورک ایسڈ اور پیپسین سے کیسے محفوظ رکھتا ہے۔,Medium,2,ULTRA,1
q_10_bio_ch1_sq_027,1,1.2 Human Digestive System: Stomach,definition_function,Define chyme and explain how it passes from the stomach into the small intestine.,کائم کی تعریف کریں اور وضاحت کریں کہ یہ معدے سے چھوٹی آنت میں کیسے داخل ہوتا ہے۔,Easy,2,ULTRA,1
q_10_bio_ch1_sq_028,1,1.2 Human Digestive System: Stomach,application_scenario,Explain how malfunction of the cardiac sphincter can lead to acid reflux.,وضاحت کریں کہ کارڈیک اسفنکٹر کی خرابی تیزابی ریفلوکس کا سبب کیسے بن سکتی ہے۔,Hard,2,PRO,1
TOPIC_SEP,1,1.2 Human Digestive System: Small Intestine,topic_separator,,,,,,1
q_10_bio_ch1_sq_029,1,1.2 Human Digestive System: Small Intestine,sequence,Name the three portions of the small intestine in their correct order and state the approximate length of each.,چھوٹی آنت کے تین حصوں کے نام درست ترتیب سے لکھیں اور ہر حصے کی اندازاً لمبائی بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch1_sq_030,1,1.2 Human Digestive System: Small Intestine,process_steps,Explain the emulsification of fats by bile salts and state its importance in fat digestion.,صفراوی نمکیات کے ذریعے چکنائی کے ایمولسی فیکیشن کی وضاحت کریں اور چکنائی کے ہاضمے میں اس کی اہمیت بیان کریں۔,Medium,2,PRO,1
