question_hash,active,topic,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,"6.1 Sexual Reproduction, Gametes and Gametogenesis",topic_separator,,,,,,1
q_10_bio_ch6_sq_001,1,"6.1 Sexual Reproduction, Gametes and Gametogenesis",definition_function,Define sexual reproduction and state the role of male and female gametes in this process.,جنسی تولید کی تعریف کریں اور اس عمل میں نر اور مادہ گیمیٹس کا کردار بیان کریں۔,Easy,2,PRO,1
q_10_bio_ch6_sq_002,1,"6.1 Sexual Reproduction, Gametes and Gametogenesis",definition_example,Define gametes and give one example of a male gamete and one example of a female gamete.,گیمیٹس کی تعریف کریں اور ایک نر گیمیٹ اور ایک مادہ گیمیٹ کی مثال دیں۔,Easy,2,ULTRA,1
q_10_bio_ch6_sq_003,1,"6.1 Sexual Reproduction, Gametes and Gametogenesis",definition_function,Define gametogenesis and state the type of cell division involved in it.,گیمیٹوجینیسیس کی تعریف کریں اور اس میں شامل خلیاتی تقسیم کی قسم بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch6_sq_004,1,"6.1 Sexual Reproduction, Gametes and Gametogenesis",difference,Differentiate between haploid gametes and diploid body cells in terms of chromosome sets.,ہیپلائڈ گیمیٹس اور ڈپلائڈ جسمانی خلیات میں کروموسوم سیٹس کے لحاظ سے فرق بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch6_sq_005,1,"6.1 Sexual Reproduction, Gametes and Gametogenesis",explain_reason,Explain why meiosis must reduce the chromosome number during gamete formation.,وضاحت کریں کہ گیمیٹس کی تشکیل کے دوران میوسس کے ذریعے کروموسومز کی تعداد کم ہونا کیوں ضروری ہے۔,Hard,2,PRO,1
TOPIC_SEP,1,6.1 Formation of Male Gametes: Spermatogenesis,topic_separator,,,,,,1
q_10_bio_ch6_sq_006,1,6.1 Formation of Male Gametes: Spermatogenesis,definition_function,Define spermatogenesis and identify the part of the testis where it occurs.,سپرمٹو جینیسیس کی تعریف کریں اور خصیے کے اس حصے کی نشاندہی کریں جہاں یہ عمل ہوتا ہے۔,Easy,2,PRO,1
q_10_bio_ch6_sq_007,1,6.1 Formation of Male Gametes: Spermatogenesis,list_state,Name the hormones that stimulate sperm production and state the source of each hormone.,سپرم کی پیداوار کو تحریک دینے والے ہارمونز کے نام لکھیں اور ہر ہارمون کا ماخذ بیان کریں۔,Easy,2,ULTRA,1
q_10_bio_ch6_sq_008,1,6.1 Formation of Male Gametes: Spermatogenesis,sequence,Write the sequence of cells formed from a primary spermatocyte to mature sperms and mention the chromosome condition of each stage.,پرائمری سپرمیٹو سائٹ سے بالغ سپرمز تک بننے والے خلیات کی ترتیب لکھیں اور ہر مرحلے کی کروموسوم حالت بیان کریں۔,Medium,2,PRO,1
q_10_bio_ch6_sq_009,1,6.1 Formation of Male Gametes: Spermatogenesis,process_steps,"Explain the roles of meiosis-I, meiosis-II, and maturation during spermatogenesis.",سپرمٹو جینیسیس کے دوران میوسس-I، میوسس-II اور پختگی کے کردار بیان کریں۔,Medium,2,ULTRA,1
q_10_bio_ch6_sq_010,1,6.1 Formation of Male Gametes: Spermatogenesis,diagram_based,Relate one diploid primary spermatocyte to the number and ploidy of the sperms produced at the end of spermatogenesis.,ایک ڈپلائڈ پرائمری سپرمیٹو سائٹ کو سپرمٹو جینیسیس کے اختتام پر بننے والے سپرمز کی تعداد اور پلائڈی سے مربوط کریں۔,Hard,2,PRO,1
TOPIC_SEP,1,6.1 Formation of Female Gametes: Oogenesis,topic_separator,,,,,,1
