question_hash,active,topic,question_type,question_style,question,urdu_translation,difficulty,marks,weightage,smart_syllabus
sep_10_bio_ch8_001,1,8.3 Food Biotechnology,Topic,topic_separator,,,,,,1
q_10_bio_ch8_lq_001,1,8.3 Food Biotechnology,Long,application_case,"Explain with examples how food biotechnology has advanced agriculture. Include the development of resistant crop varieties, industrial use of microbial enzymes, and tissue-culture propagation of high-yielding fruit crops.",مثالوں کے ساتھ وضاحت کریں کہ food biotechnology نے زراعت کو کیسے ترقی دی ہے۔ resistant crop varieties کی تیاری، microbial enzymes کے صنعتی استعمال اور tissue culture کے ذریعے زیادہ پیداوار دینے والی پھل دار فصلوں کی افزائش کو شامل کریں۔,Medium,5,PRO,1
sep_10_bio_ch8_002,1,8.3 Medical Biotechnology,Topic,topic_separator,,,,,,1
q_10_bio_ch8_lq_002,1,8.3 Medical Biotechnology,Long,explain,Explain with examples how medical biotechnology has advanced healthcare in the treatment and management of diabetes and cancer.,مثالوں کے ساتھ وضاحت کریں کہ medical biotechnology نے diabetes اور cancer کے علاج اور انتظام میں صحت کی سہولیات کو کیسے ترقی دی ہے۔,Medium,5,PRO,1
sep_10_bio_ch8_003,1,8.1 Role of Yeast in Fermentation,Topic,topic_separator,,,,,,1
q_10_bio_ch8_lq_003,1,8.1 Role of Yeast in Fermentation,Long,process_procedure,Explain the role of yeast in the production of bread and ethanol. Describe the fermentation products formed in each process and their practical importance.,bread اور ethanol کی تیاری میں yeast کا کردار بیان کریں۔ ہر عمل میں بننے والی fermentation products اور ان کی عملی اہمیت کی وضاحت کریں۔,Easy,5,PRO,1
sep_10_bio_ch8_004,1,8.2 Gene Transfer into a Bacterial Cell,Topic,topic_separator,,,,,,1
q_10_bio_ch8_lq_004,1,8.2 Gene Transfer into a Bacterial Cell,Long,process_procedure,"Enlist and explain the steps for transferring a human gene into a bacterial cell. Include identification and isolation of the donor gene, formation of recombinant DNA, transfer into the bacterium, and gene cloning.",انسانی gene کو bacterial cell میں منتقل کرنے کے مراحل لکھیں اور وضاحت کریں۔ donor gene کی شناخت اور علیحدگی، recombinant DNA کی تشکیل، bacterium میں منتقلی اور gene cloning کو شامل کریں۔,Hard,5,PRO,1
sep_10_bio_ch8_005,1,8.2 Advantages of Gene Editing,Topic,topic_separator,,,,,,1
q_10_bio_ch8_lq_005,1,8.2 Advantages of Gene Editing,Long,advantages_limitations,"Describe the advantages of gene editing in curing genetic diseases, improving crop plants, and producing better medicines.",genetic diseases کے علاج، crop plants کی بہتری اور بہتر medicines کی تیاری میں gene editing کے فوائد بیان کریں۔,Medium,5,PRO,1
sep_10_bio_ch8_006,1,8.4 Potential Risks of Genetic Modification,Topic,topic_separator,,,,,,1
