question_hash,active,topic,bloom_level,question,urdu_translation,A,B,C,D,correct_answer,difficulty,marks,weightage,smart_syllabus
TOPIC_SEP,1,8.1 Introduction of Biotechnology,Topic,,,,,,,,,,,1
q_10_bio_ch8_001,1,8.1 Introduction of Biotechnology,Remember,Who first proposed the term biotechnology in 1919?,1919 میں بایوٹیکنالوجی کی اصطلاح سب سے پہلے کس نے پیش کی؟,Ian Wilmut / ایان ولمٹ,Louis Pasteur / لوئی پاسچر,Karl Ereky / کارل اریکی,Gregor Mendel / گریگر مینڈل,C | Karl Ereky / کارل اریکی,Easy,1,PRO,1
q_10_bio_ch8_002,1,8.1 Introduction of Biotechnology,Remember,Which statement best defines biotechnology?,کون سا بیان بایوٹیکنالوجی کی بہترین تعریف کرتا ہے؟,The use of living cells or organisms to create products or processes for specific purposes / مخصوص مقاصد کے لیے مصنوعات یا عمل بنانے میں زندہ خلیات یا جانداروں کا استعمال,The study of only non-living chemical substances / صرف غیر جاندار کیمیائی مادّوں کا مطالعہ,The classification of organisms without changing them / جانداروں کو بدلے بغیر ان کی درجہ بندی,The study of fossils and extinct organisms only / صرف فوسلز اور معدوم جانداروں کا مطالعہ,A | The use of living cells or organisms to create products or processes for specific purposes / مخصوص مقاصد کے لیے مصنوعات یا عمل بنانے میں زندہ خلیات یا جانداروں کا استعمال,Easy,1,PRO,1
q_10_bio_ch8_003,1,8.1 Introduction of Biotechnology,Understand,Which is an outcome of biotechnology mentioned in the chapter?,باب میں بایوٹیکنالوجی کا کون سا نتیجہ بیان کیا گیا ہے؟,Complete removal of DNA from organisms / جانداروں سے DNA کا مکمل خاتمہ,Stopping all cellular processes / تمام خلوی عمل روک دینا,Modification of hereditary characteristics of organisms / جانداروں کی موروثی خصوصیات میں تبدیلی,Preventing organisms from reproducing permanently / جانداروں کی تولید کو مستقل طور پر روکنا,C | Modification of hereditary characteristics of organisms / جانداروں کی موروثی خصوصیات میں تبدیلی,Medium,1,ULTRA,1
q_10_bio_ch8_004,1,8.1 Introduction of Biotechnology,Remember,Modern biotechnology emerged after the discovery of the structure and function of DNA in which year?,DNA کی ساخت اور فعل کی دریافت کے بعد جدید بایوٹیکنالوجی کس سال ابھری؟,1919 / 1919,1997 / 1997,2003 / 2003,1953 / 1953,D | 1953 / 1953,Easy,1,ULTRA,1
q_10_bio_ch8_005,1,8.1 Introduction of Biotechnology,Remember,Which technique is listed as a method used in modern biotechnology?,جدید بایوٹیکنالوجی میں استعمال ہونے والی کون سی تکنیک باب میں درج ہے؟,Natural selection only / صرف قدرتی انتخاب,Blood circulation / خون کی گردش,Recombinant DNA technology / ریکومبیننٹ DNA ٹیکنالوجی,Respiration / تنفس,C | Recombinant DNA technology / ریکومبیننٹ DNA ٹیکنالوجی,Easy,1,ULTRA,1
q_10_bio_ch8_006,1,8.1 Introduction of Biotechnology,Understand,Which achievement is associated with Sir Ian Wilmut in the chapter?,باب میں سر ایان ولمٹ کو کس کامیابی سے منسلک کیا گیا ہے؟,Proposing the term biotechnology in 1919 / 1919 میں بایوٹیکنالوجی کی اصطلاح پیش کرنا,Producing Dolly from an adult body cell / بالغ جسمانی خلیے سے ڈولی نامی بھیڑ پیدا کرنا,Discovering the structure of DNA in 1953 / 1953 میں DNA کی ساخت دریافت کرنا,Producing the first antibiotic / پہلی اینٹی بایوٹک بنانا,B | Producing Dolly from an adult body cell / بالغ جسمانی خلیے سے ڈولی نامی بھیڑ پیدا کرنا,Medium,1,ELITE,1
TOPIC_SEP,1,8.1 Importance of Yeast in Fermentation,Topic,,,,,,,,,,,1
q_10_bio_ch8_007,1,8.1 Importance of Yeast in Fermentation,Remember,What type of organism is yeast?,خمیر کس قسم کا جاندار ہے؟,A bacterium / ایک بیکٹیریم,A microscopic fungus / ایک خردبینی فنگس,A virus / ایک وائرس,A plant cell / ایک نباتاتی خلیہ,B | A microscopic fungus / ایک خردبینی فنگس,Easy,1,ULTRA,1
q_10_bio_ch8_008,1,8.1 Importance of Yeast in Fermentation,Remember,What gas does yeast produce while fermenting sugars in bread dough?,روٹی کے آٹے میں شکر کی تخمیر کے دوران خمیر کون سی گیس بناتا ہے؟,Oxygen / آکسیجن,Nitrogen / نائٹروجن,Carbon dioxide / کاربن ڈائی آکسائیڈ,Hydrogen / ہائیڈروجن,C | Carbon dioxide / کاربن ڈائی آکسائیڈ,Easy,1,PRO,1
q_10_bio_ch8_009,1,8.1 Importance of Yeast in Fermentation,Understand,Why does bread dough rise during fermentation?,تخمیر کے دوران روٹی کا آٹا کیوں پھولتا ہے؟,Oxygen converts the dough into protein / آکسیجن آٹے کو پروٹین میں بدل دیتی ہے,The dough absorbs nitrogen from air / آٹا ہوا سے نائٹروجن جذب کرتا ہے,Carbon dioxide forms bubbles in the dough / کاربن ڈائی آکسائیڈ آٹے میں بلبلے بناتی ہے,Alcohol solidifies inside the dough / الکحل آٹے کے اندر ٹھوس ہو جاتی ہے,C | Carbon dioxide forms bubbles in the dough / کاربن ڈائی آکسائیڈ آٹے میں بلبلے بناتی ہے,Medium,1,PRO,1
q_10_bio_ch8_010,1,8.1 Importance of Yeast in Fermentation,Understand,What happens to the alcohol produced during bread making?,روٹی بنانے کے دوران پیدا ہونے والی الکحل کا کیا ہوتا ہے؟,It evaporates during baking / یہ پکانے کے دوران بخارات بن کر اڑ جاتی ہے,It remains permanently in the bread / یہ روٹی میں مستقل رہتی ہے,It changes into oxygen / یہ آکسیجن میں بدل جاتی ہے,It becomes starch / یہ نشاستہ بن جاتی ہے,A | It evaporates during baking / یہ پکانے کے دوران بخارات بن کر اڑ جاتی ہے,Medium,1,ULTRA,1
q_10_bio_ch8_011,1,8.1 Importance of Yeast in Fermentation,Understand,Which raw materials are mentioned for yeast-based ethanol production?,خمیر کے ذریعے ایتھانول بنانے کے لیے کون سے خام مادّے بیان کیے گئے ہیں؟,Proteins from meat / گوشت سے حاصل شدہ پروٹین,Minerals from rocks / چٹانوں سے حاصل شدہ معدنیات,Fats from animal tissues / حیوانی بافتوں سے حاصل شدہ چکنائیاں,Sugars from crops such as sugarcane or corn / گنے یا مکئی جیسی فصلوں سے حاصل شدہ شکر,D | Sugars from crops such as sugarcane or corn / گنے یا مکئی جیسی فصلوں سے حاصل شدہ شکر,Medium,1,ELITE,1
TOPIC_SEP,1,8.1 Importance of Bacteria in Biotechnology,Topic,,,,,,,,,,,1
q_10_bio_ch8_012,1,8.1 Importance of Bacteria in Biotechnology,Remember,Why are bacteria commonly used in biotechnology?,بیکٹیریا بایوٹیکنالوجی میں عام طور پر کیوں استعمال کیے جاتے ہیں؟,They have a human-like immune system / ان کا مدافعتی نظام انسان جیسا ہوتا ہے,"They are simple, grow quickly, and can accept new genetic material / یہ سادہ، تیزی سے بڑھنے والے اور نیا جینیاتی مادّہ قبول کرنے کے قابل ہوتے ہیں",They never reproduce / یہ کبھی تولید نہیں کرتے,They naturally contain all human genes / ان میں قدرتی طور پر تمام انسانی جینز ہوتے ہیں,"B | They are simple, grow quickly, and can accept new genetic material / یہ سادہ، تیزی سے بڑھنے والے اور نیا جینیاتی مادّہ قبول کرنے کے قابل ہوتے ہیں",Easy,1,PRO,1
q_10_bio_ch8_013,1,8.1 Importance of Bacteria in Biotechnology,Remember,Which bacterium is mentioned as a producer of streptomycin?,اسٹریپٹومائسن بنانے والے کس بیکٹیریم کا ذکر کیا گیا ہے؟,Lactobacillus / لیکٹوبیسیلس,Streptomyces / اسٹریپٹومائسیز,Penicillium / پینسیلیم,Escherichia / ایسکریشیا,B | Streptomyces / اسٹریپٹومائسیز,Easy,1,ULTRA,1
q_10_bio_ch8_014,1,8.1 Importance of Bacteria in Biotechnology,Remember,What useful substance do many bacteria produce for making cheese and detergents?,بہت سے بیکٹیریا پنیر اور ڈٹرجنٹس بنانے کے لیے کون سا مفید مادّہ بناتے ہیں؟,Chromosomes / کروموسومز,Antibodies / اینٹی باڈیز,Starch grains / نشاستہ کے دانے,Enzymes / خامرے,D | Enzymes / خامرے,Easy,1,ULTRA,1
q_10_bio_ch8_015,1,8.1 Importance of Bacteria in Biotechnology,Remember,Which vitamin is specifically mentioned as being produced by many bacteria?,کس وٹامن کا خاص طور پر ذکر ہے جو بہت سے بیکٹیریا بناتے ہیں؟,Vitamin B12 / وٹامن B12,Vitamin A / وٹامن A,Vitamin C / وٹامن C,Vitamin D / وٹامن D,A | Vitamin B12 / وٹامن B12,Easy,1,IMPORTANT,1
q_10_bio_ch8_016,1,8.1 Importance of Bacteria in Biotechnology,Understand,What is bioremediation?,بایوری میڈی ایشن کیا ہے؟,The use of organisms to clean up pollutants such as oil spills and waste / تیل کے اخراج اور فضلے جیسے آلودہ مادّوں کو صاف کرنے کے لیے جانداروں کا استعمال,The production of bread by baking / روٹی کو پکانے کے ذریعے بنانا,The storage of DNA in chromosomes / کروموسومز میں DNA کا ذخیرہ,The production of hormones by glands / غدود کے ذریعے ہارمونز کی پیداوار,A | The use of organisms to clean up pollutants such as oil spills and waste / تیل کے اخراج اور فضلے جیسے آلودہ مادّوں کو صاف کرنے کے لیے جانداروں کا استعمال,Medium,1,PRO,1
q_10_bio_ch8_017,1,8.1 Importance of Bacteria in Biotechnology,Understand,What role does Lactobacillus play in the food industry?,غذائی صنعت میں لیکٹوبیسیلس کیا کردار ادا کرتا ہے؟,It helps make yogurt and cheese by fermenting milk / یہ دودھ کی تخمیر سے دہی اور پنیر بنانے میں مدد دیتا ہے,It produces insulin from human blood / یہ انسانی خون سے انسولین بناتا ہے,It breaks down chromosomes / یہ کروموسومز کو توڑتا ہے,It produces beta-carotene in rice / یہ چاول میں بیٹا کیروٹین بناتا ہے,A | It helps make yogurt and cheese by fermenting milk / یہ دودھ کی تخمیر سے دہی اور پنیر بنانے میں مدد دیتا ہے,Medium,1,ULTRA,1
q_10_bio_ch8_018,1,8.1 Importance of Bacteria in Biotechnology,Analyze,What are plasmids used for in bacterial genetic modification?,بیکٹیریا کی جینیاتی تبدیلی میں پلازمڈز کس لیے استعمال ہوتے ہیں؟,As enzymes that digest proteins / پروٹین ہضم کرنے والے خامروں کے طور پر,As hormones that control growth / بڑھوتری کنٹرول کرنے والے ہارمونز کے طور پر,As structures that produce ATP / ATP بنانے والی ساختوں کے طور پر,As carriers to introduce new genes into bacterial cells / بیکٹیریائی خلیات میں نئے جین داخل کرنے کے لیے بطور کیریئر,D | As carriers to introduce new genes into bacterial cells / بیکٹیریائی خلیات میں نئے جین داخل کرنے کے لیے بطور کیریئر,Hard,1,PRO,1
TOPIC_SEP,1,8.2 Genetic Engineering and Gene Editing,Topic,,,,,,,,,,,1
